Date,DJI,AXP,MMM,ATT,BA,CAT,CISCO,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MRK,MCD,MSFT,NKE
6/02/2008,12200.1,45.87,79.18,36.4,79.91,67.98,23.08,44.74,81.44,34.2,187.17,27.65,103.59,19.92,63.05,43.72,45.71,53.73,28.52,30.02
7/02/2008,12247,46.45,79.12,37,79.75,68.32,23.38,45.18,81.89,34.23,190.46,28.4,102.34,20.05,62.81,45.11,45.7,54.46,28.12,30.38
8/02/2008,12182.1,44.98,78.56,36.37,79.33,68.01,23.54,45.44,81.71,33.84,187.07,27.97,103.27,20.27,62.03,43.82,44.53,55.64,28.56,30.32
11/02/2008,12240,44.63,79.28,36.87,81.13,69.42,23.52,45.93,83.22,34.01,185.87,28.69,105.14,20.68,61.88,43.35,45.31,55.98,28.21,30.33
12/02/2008,12373.4,45.08,79.1,37.51,83.56,70,23.43,47.12,84.38,34.37,180.65,28.38,106.53,20.9,62.97,43.31,46.53,56.37,28.34,30.68
13/02/2008,12552.2,46.85,81.38,38.67,85.48,71.65,24.06,46.66,85.49,34.98,180.18,28.34,108.42,21.21,63.41,44.1,47.57,56.64,28.96,31.28
14/02/2008,12377,45.69,80.29,37.84,85.22,70.44,23.53,46.22,85.55,34.39,176.56,27.51,106.13,20.46,62.79,42.61,46.9,55.58,28.5,31.15
15/02/2008,12348.2,45.11,79.95,37.88,85.18,69.95,23.3,45.49,85.37,34.37,178.41,27.52,106.16,20.11,62.9,43.25,47.53,55.3,28.42,31.14
19/02/2008,12337.2,44.55,79.85,35.89,85.37,70.4,22.88,46.22,87.01,34.28,173.8,27.31,105,20.16,63.66,42.83,47.07,55.67,28.17,30.56
20/02/2008,12427.3,45.3,79.94,34.36,84,71.25,23.2,46.46,88.1,34.36,177.25,27.72,107.85,20.38,63.23,43.15,47.02,56.2,28.22,30.6
21/02/2008,12284.3,44.68,78.96,34.47,82.01,70.79,23.19,45.56,86.92,33.69,175.17,27.39,106.93,20.3,62.98,43.07,46.13,55.23,28.1,30.16
22/02/2008,12381,45.06,79.67,34.98,83.04,71.18,23.6,45.96,87.17,33.55,177.71,27.77,108.07,19.82,63.18,43.93,46.07,55.69,27.68,30.3
25/02/2008,12570.2,45.21,81,35.5,84.66,72.25,23.8,46.89,89.13,34.21,177.36,28.82,110.08,19.94,63.85,44.03,46.79,56.05,27.84,30.8
26/02/2008,12684.9,45.81,81.29,35.57,84.57,73.3,24.07,47.3,89.89,33.94,172.7,28.83,114.38,20.69,63.72,43.72,46.39,56.45,28.38,31.3
27/02/2008,12694.3,46.07,80.48,35.2,83.95,74.22,24.95,47.61,89.39,34.02,180.8,28.91,116.46,20.77,63.04,44.41,45.44,55.33,28.26,31.19
28/02/2008,12582.2,44.42,79.8,35.96,84.8,74.39,24.66,47.24,89.38,33.85,176.7,27.71,115.24,20.49,62.71,42.44,45.2,54.62,27.93,31.02
29/02/2008,12266.4,42.3,78.4,34.83,82.79,72.33,24.39,46.42,87.01,33.14,169.63,26.55,113.86,19.97,61.96,40.65,44.3,54.11,27.2,30.1
3/03/2008,12258.9,42.08,78.49,35.06,80.67,73.2,24.4,46.68,87.75,33.4,165.08,27.09,114.23,20.01,62.23,39.82,44.06,53.16,26.99,30.04
4/03/2008,12213.8,42.65,78.41,34.87,79.62,71.74,24.29,46.43,86.69,33.52,163.6,26.87,115.71,20,62.64,39.19,43.76,53.63,27.59,30.22
5/03/2008,12255,42.23,78.93,35.45,80.71,71.85,24.27,47.3,87.19,33.67,164.97,26.76,115.39,20.2,63.13,38.74,43.25,53.94,28.12,30.4
6/03/2008,12040.4,41.29,77.95,35.02,79.51,70.75,23.94,46.47,84.51,32.86,158.65,25.76,112.52,19.87,62.63,37.37,42.39,53.04,27.57,29.79
7/03/2008,11893.7,41.53,76.51,35.01,76.6,69.84,24.11,45,82.49,32.23,160.07,25.88,113.94,20.07,61.51,37.56,41.75,52.27,27.87,29.12
10/03/2008,11740.2,40.04,75.48,34.65,74.38,68.72,23.99,44.21,82.46,31.7,155.58,25,114.01,20.12,61.33,36.48,41.26,53.8,28.05,28.48
11/03/2008,12156.8,43.83,77.95,36.09,73.4,72.61,25.15,46.57,86.68,33.4,163.07,26.2,116.49,21.2,62.44,38.84,42.32,54.25,29.28,28.96
12/03/2008,12110.2,42.74,78.42,35.32,72.45,75.25,25.14,46.58,85.97,33.96,163.01,26.13,117.07,21.12,62.55,38.61,42.45,53.7,28.63,29.88
13/03/2008,12145.7,42.7,79.08,35.5,74.18,75.67,24.95,47.31,87.05,34.25,165.44,26.48,115.91,21.28,62.81,38.11,41.93,54.89,28.62,30.52
14/03/2008,11951.1,41.01,77.53,35.03,76.23,74.79,24.32,46.98,85.91,33.82,156.86,25.75,115.23,20.66,62.65,36.54,40.97,54.78,27.96,29.98
17/03/2008,11972.3,41.71,78.51,35.79,75.49,74.46,24.29,45.83,85.79,34.33,151.02,25.7,115.55,20.85,64.04,40.31,41.85,54.28,28.3,29.63
18/03/2008,12392.7,43.71,80.95,37.07,76.53,76.87,25.58,47.47,88.47,36.14,175.59,27.19,118.41,21.75,65.31,42.71,43.19,54.85,29.42,30.84
19/03/2008,12099.7,42,79.47,36.05,73.45,73.73,24.47,45.47,84.43,35.59,166.49,26.84,116.94,21.09,64.88,42.47,42.99,53.66,28.62,30.92
20/03/2008,12361.3,45.98,77.98,36.85,74.8,73.82,24.77,45.45,85,37.49,179.63,28.06,118.33,21.75,65.38,45.97,43.36,54.42,29.18,33.64
24/03/2008,12548.6,47.41,78.64,38.03,76.29,76.03,25.64,46.66,85.95,37.4,178.88,29.26,119.06,22.13,64.89,46.55,44.25,55.77,29.17,34.54
25/03/2008,12532.6,47.51,78.98,38,75.9,76.64,25.75,47.3,85.2,37.27,179.63,28.76,117.97,22.27,64.55,46.06,44.67,56.2,29.14,34.18
26/03/2008,12422.9,45.36,78.66,37.76,76.3,77.36,24.78,46.83,86.26,37.13,175.48,28.16,116.91,21.86,64.7,44.11,44.7,55.6,28.56,33.14
27/03/2008,12302.5,44.83,77.86,37.66,74.22,77.03,24.18,46.4,86.2,36.83,168.14,27.79,115.52,21.09,64.62,42.86,44.78,55.45,28.05,32.99
28/03/2008,12216.4,43.15,77.95,37.66,73.47,77.09,24.08,46.44,85.22,36.61,164.45,27.38,114.57,20.79,64.18,42.71,44.51,55.48,27.91,32.93
31/03/2008,12262.9,43.72,79.15,38.3,74.37,78.29,24.09,46.76,84.58,37.01,165.39,27.97,115.14,21.18,64.87,42.95,37.95,55.77,28.38,34
1/04/2008,12654.4,47.09,81.32,39.48,75.88,79.98,24.98,47.75,87.02,38.43,176.86,29.49,116.49,21.97,65.87,47,38.32,56.91,29.5,34.78
2/04/2008,12608.9,46.65,80.91,38.72,76.85,78.51,24.96,48.84,88.52,38.02,176.87,29.16,114.81,21.85,65.31,46.24,37.1,56.66,29.16,33.98
3/04/2008,12626,46.68,80.17,39.01,76.14,77.07,24.23,49.08,88.23,37.84,176.53,29.22,116.02,21.93,65.27,46.28,38.36,56.24,29,34.45
4/04/2008,12609.4,46.11,80.52,38.48,75.65,77.83,24.39,49.5,88.74,37.56,175.4,28.79,115.76,21.87,65.73,45.57,40,55.72,29.16,34.26
7/04/2008,12612.4,46.55,80.19,39.01,74.98,77.25,23.94,48.99,88.92,37.26,178.73,28.5,116.31,21.75,66.14,45.54,40.78,55.65,29.16,33.42
8/04/2008,12576.4,46.47,79.88,38.8,75.02,77.59,23.96,49.46,89.61,36.95,178.9,28.18,116.27,21.08,66.32,44.86,40.9,55.87,28.75,33.26
9/04/2008,12527.3,45.08,79.59,38.19,78.6,76.16,23.53,49.04,89.7,36.44,174.14,27.67,116.77,21.42,66.29,44.3,40.94,55.74,28.89,33.22
10/04/2008,12582,45.06,80.35,38.2,78.43,75.71,24.04,49.64,89.55,36.75,170.55,28.38,118.78,22.08,66.33,43.86,41.71,55.85,29.11,33.68
11/04/2008,12325.4,43.39,78.47,37.3,76.86,74.8,23.38,49.33,88.62,32.05,167.3,28.17,116,21.24,66,42.53,41.14,55.4,28.28,33.34
14/04/2008,12302.1,42.72,78.26,37.2,77.22,75.54,23.31,48.8,89.7,31.75,163.59,27.91,117.28,20.69,65.74,41.5,41.4,55.54,28.06,33.03
15/04/2008,12362.5,43.15,78.84,37.33,75.7,75.95,23.11,48.93,90.8,31.98,164.2,27.93,117.17,20.91,65.65,42.12,41.22,55.96,28.25,32.91
16/04/2008,12619.3,43.75,80.69,37.61,76.67,79.02,23.83,51.1,92.89,32.23,169.05,28.02,120.47,22.13,65.7,44.96,40.31,57.18,28.95,33.04
17/04/2008,12620.5,44.7,80.65,37.57,76.91,78.59,23.89,51.21,93.38,32.02,172.1,28.12,123.08,22.11,65.76,45.12,39.22,57.33,29.22,33.78
18/04/2008,12849.4,45.53,82.9,37.51,78.66,85.28,24.51,52.02,94,32.69,179.93,28.68,124.4,22.55,66.51,45.76,39.76,58.3,30,33.94
21/04/2008,12825,45.7,82.34,37.59,79.09,83.33,24.89,52.25,94.26,32.46,180.4,28.98,124.35,22.46,66.32,45.23,39.63,58.67,30.42,34.31
22/04/2008,12720.2,43.97,81.18,37.81,78.56,82.01,24.92,50.16,94.39,32.33,179.76,28.52,123.67,21.99,66.99,45.65,38.51,58.35,30.25,34.02
23/04/2008,12763.2,44.38,80.63,38.53,82.09,81.69,25.44,49.98,94.22,32.36,179.35,28.13,123.6,22.56,67.26,45.15,38.62,58.69,31.45,33.79
24/04/2008,12849,45.18,79.13,38.65,83,81.82,26.03,49.69,92.6,32.81,188.79,28.92,124.19,22.69,67.37,46.97,39.97,59.58,31.8,34.03
25/04/2008,12891.9,47.77,77.82,38.58,84.84,82.25,25.6,49.88,92.46,33.33,192,29.78,123.08,22.56,67.31,47.79,40.72,59.67,29.83,34.37
28/04/2008,12871.8,47.89,77.13,38.3,84.98,83.03,25.35,49.18,92.45,33.17,190.24,29.73,121.69,22.71,67.32,47.34,41.44,59.59,28.99,33.91
29/04/2008,12831.9,48.01,76.86,38.59,85.53,81.51,25.51,48.67,91.79,32.82,192.68,29.36,122.85,22.62,67.19,47.08,37.14,60.2,28.64,34.12
30/04/2008,12820.1,48.02,76.9,38.71,84.86,81.88,25.64,48.91,93.07,32.7,191.37,28.8,120.7,22.26,67.09,47.65,38.04,59.58,28.52,33.4
1/05/2008,13010,51.33,77.84,39.94,85.41,82.35,26.67,48.94,89.7,33.12,199.05,29.87,123.61,23.29,67.81,49.25,38.95,60.92,29.4,33.9
2/05/2008,13058.2,50.4,78.55,40.13,85.69,82.8,26.75,49.86,89.61,33.34,200.27,30.12,123.18,23.58,68.26,48.66,39.37,60.95,29.24,33.83
5/05/2008,12969.5,50.42,77.55,39.85,85.92,82.75,26.28,49.7,89.51,33.18,197.12,29.37,122.03,23.25,67.9,48,38.98,60.87,29.08,33.49
6/05/2008,13020.8,50.96,77.76,39.56,86.15,83.23,26.33,49.65,90.07,33,197.61,29.28,122.82,23.58,67.58,48.2,38.84,60.49,29.7,33.79
7/05/2008,12814.4,48.7,76.68,38.82,84.55,81.63,25.78,48.54,88.82,32.57,189.76,28.56,124.14,23.17,66.91,46.57,39.01,59.38,29.21,33.38
8/05/2008,12866.8,48.85,76.95,38.86,84.76,82.42,25.7,49.33,89.93,32.59,187.72,27.92,124.92,23.4,66.9,46.05,39.09,59.77,29.27,32.4
9/05/2008,12745.9,48.96,76.32,38.59,84.06,81.76,25.49,48.44,88.82,32.27,188.09,27.98,124.06,23.37,66.55,46.57,38.99,59.24,29.39,32.44
12/05/2008,12876.3,49.95,77.67,39.11,84.8,83.82,25.84,49.58,89.19,32.4,192.08,28.64,125.24,23.64,66.71,47.24,39.62,60.87,29.99,32.67
13/05/2008,12832.2,49.01,77.18,39.26,85.08,84.07,25.89,49.01,89.68,32.33,190.33,28.75,126.58,23.76,66.41,45.48,39.17,61.17,29.78,32.83
14/05/2008,12898.4,49.5,77.73,39.61,85.69,82.75,25.75,49.58,89.91,32.51,190.13,29.12,127.52,23.84,66.81,45.91,39.83,60.44,29.93,33.72
15/05/2008,12992.7,49.86,77.86,39.86,85.55,83.5,26.5,49.52,91.3,32.37,188.62,29.53,128.46,24.97,66.68,47.02,40,60.86,30.45,34.01
16/05/2008,12986.8,48.68,78.66,40.07,85.17,83.7,26.51,49.63,92.67,32.13,187.14,29.1,127.82,25,66.68,46.53,40,60.53,29.99,33.76
19/05/2008,13028.2,48.56,79.05,40.51,87.07,84.28,26.37,49.5,94.36,32.4,184.4,28.87,126.49,24.88,66.63,45.99,40.02,60.45,29.46,33.89
20/05/2008,12828.7,47.31,77.53,39.37,85.14,83.84,25.85,48.95,94.56,31.72,182.43,27.37,125.18,24.09,66.15,43.7,39.74,59.68,28.76,33.52
21/05/2008,12601.2,45.48,76.12,38.89,81.19,83.4,25.37,48.17,93.67,30.99,178.6,26.93,123.62,23.66,65.73,42.42,39.13,58.78,28.25,32.56
22/05/2008,12625.6,46.36,76.64,39.18,81.41,82.22,25.58,48.43,92.51,31.01,177.2,26.91,124.7,23.88,65.41,43.05,39.03,58.53,28.47,32.5
23/05/2008,12479.6,45.45,75.81,38.53,81.48,81.55,25.1,47.62,90.7,30.43,172.64,26.77,124.2,23.41,64.92,42.32,38.74,57.73,28.05,32.38
27/05/2008,12548.4,45.9,76.17,38.83,82.87,81.95,25.59,47,89.8,30.4,173.92,27.28,127.32,23.6,65.15,43.01,38.62,58.11,28.44,33.01
28/05/2008,12594,46.15,76.9,39.51,82.13,83.19,25.54,47.63,90.43,30.55,174.83,27.43,129.54,23.47,64.88,42.86,38.66,58.69,28.18,33.69
29/05/2008,12646.2,46.75,77.76,40.2,82.11,82.78,26.21,47.8,89.35,30.64,176.24,27.71,129.71,23.14,66.42,43.57,38.92,59.48,28.31,34.2
30/05/2008,12638.3,46.35,77.56,39.9,82.77,82.64,26.72,47.91,88.76,30.72,176.41,27.36,129.43,23.18,66.74,43,38.96,59.32,28.32,34.18
2/06/2008,12503.8,45.25,76.25,39.35,81.15,82.33,26.35,47.04,87.81,30.41,172.34,27.16,127.36,23.2,66.51,42.15,38.17,58.55,27.8,33.57
3/06/2008,12402.9,44.31,76.23,38.78,78.12,82.42,26.34,46.64,85.71,30.46,170.58,27.09,127.84,22.94,66.76,41.89,38.35,57.56,27.31,33.48
4/06/2008,12390.5,45.64,76.36,38.5,78.02,82.46,26.76,46.77,85.75,30.45,172.1,27.18,127.55,23.48,66.55,41.63,38.17,57.98,27.54,33.97
5/06/2008,12604.5,47.43,77.5,39.46,77.31,82.73,27.54,47.73,89.31,31.06,176.6,27.91,128.47,23.87,66.96,42.1,38.89,58.05,28.3,35.04
6/06/2008,12209.8,44.65,74.86,38.21,73.16,79.99,26.54,46.32,86.79,30.02,169.44,27.18,124.94,22.9,65.76,40.09,37.49,56.95,27.49,33.96
9/06/2008,12280.3,44.11,75.82,37.56,73.95,80.81,26.43,46.21,89.07,30.06,165.76,26.54,125.86,22.76,65.63,37.51,36.99,59.31,27.71,34.29
10/06/2008,12289.8,44.35,76,37.22,73.67,80.1,26.36,45.72,87.89,30.33,167.21,26.71,125.94,22.68,65.62,38.29,36.39,59.77,27.89,34.24
11/06/2008,12083.8,42.59,75.27,36.14,73.31,78.93,25.65,45.89,88.61,29.83,162.4,25.91,123.25,21.81,65.2,37.13,35.73,58.75,27.12,33.72
12/06/2008,12141.6,43.42,75.55,36.39,74.12,80.5,25.96,46.31,87.06,29.05,166.75,26.48,123.85,22.05,65.69,38.01,35.4,59.34,28.24,33.39
13/06/2008,12307.4,44.66,76.12,36.68,75.12,81.5,26.37,47.2,88.36,29.15,178.29,27.53,126.15,22.66,66.27,39.58,35.53,59.95,29.07,34.5
16/06/2008,12269.1,44.68,75.2,36.17,75.02,80.91,26.27,47.13,87.99,28.97,182.09,27.5,126.71,22.86,65.84,39.94,35.01,59.94,28.93,34.19
17/06/2008,12160.3,42.76,74.97,35.69,74.38,80.69,25.97,47.15,88.62,28.86,179.44,26.87,125.1,22.58,65.59,39.04,34.68,59.21,28.8,34
18/06/2008,12029.1,42.42,74.3,35.25,74.65,79.7,25.28,46.62,87.83,28.21,182.77,26.55,124.16,22.28,64.44,38.74,34.86,58.21,28.46,33.94
19/06/2008,12063.1,42.63,74.12,35.15,76.95,79.48,25.52,47.4,85.79,27.91,186.93,27.18,125.02,22.85,64.62,38.65,35.6,58.59,28.93,33.92
20/06/2008,11842.7,41.18,73.02,34.43,75.83,79.08,24.64,46.23,84.91,27.38,183.77,26.25,122.74,22.37,64.06,37.86,35.13,57.4,28.23,33.36
23/06/2008,11842.4,40.88,72.96,34.38,75.59,80,24.55,45.47,87.7,27.4,178.59,25.06,123.46,22.36,64.29,36.87,35.83,57.01,27.97,33.45
24/06/2008,11807.4,42.1,72.43,34.27,74.79,76.64,24.48,43.96,86.92,27.59,181.98,25.31,123.46,22.41,64.72,37.72,37.03,57.02,27.73,32.98
25/06/2008,11811.8,40.94,72.57,34.47,69.64,76.58,24.7,44.11,87.6,27.99,183.65,25.47,124.58,22.65,65.28,37.91,36.98,58.05,28.35,32.98
26/06/2008,11453.4,38.89,70.26,33.47,68.21,74.28,23.82,42.82,86.41,26.53,176.26,24.66,121.13,21.59,64.26,36.32,36.2,56.45,27.75,29.75
27/06/2008,11346.5,38.04,69.51,32.76,66.92,73.75,23.61,42.69,86.55,26.26,174.56,24.02,120.05,21.49,63.57,35.05,36.98,56.5,27.63,30.17
30/06/2008,11350,37.67,69.59,33.69,65.72,73.82,23.26,42.89,88.13,26.69,174.9,23.42,118.53,21.48,64.34,34.31,37.69,56.22,27.51,29.8
1/07/2008,11382.3,40.02,69.78,33.3,65.45,74.09,23.15,42.64,88.35,27.12,175.33,23.21,119.27,21.57,64.69,34.02,38.36,57.29,26.87,29.5
2/07/2008,11215.5,39.62,68.48,32.89,63.9,70.42,22.84,41.65,87.41,26.51,178.79,22.52,119.1,20.93,64.64,34.6,38.04,57.43,25.88,29.04
3/07/2008,11288.54,40.24,69.46,32.58,64.47,70.31,23.12,41.8,88.27,26.91,178.89,22.54,119.54,20.66,65.12,35.31,38.45,57.19,25.98,29.26
7/07/2008,11232,39.59,69.85,32.68,64.29,70.81,22.57,41.52,86.95,27.1,169.82,22.32,121.5,20.71,65.25,34.04,36.6,57.36,26.03,28.23
8/07/2008,11384.2,41.55,71.03,32.96,65.92,69.51,22.88,41.89,85.94,28.06,174.9,23.04,123.88,20.92,66.21,35.77,36.97,58.52,25.85,29.16
9/07/2008,11147.4,39.01,68.64,32.12,65.59,68.43,21.58,40.92,84.31,27.19,169.02,22.37,120.4,19.81,66.18,34.28,37.06,59.25,25.23,28.48
10/07/2008,11229,39.04,68.92,32.77,65.99,68.42,22.13,41.51,86.06,27.64,170.16,21.87,123.18,20.62,66.94,34.51,37,58.44,25.45,27.84
11/07/2008,11100.5,39.21,68.72,32.58,63.28,69.81,21.82,41.47,85.48,27.66,162.48,21.58,122.12,20.64,66.26,33.16,36.75,57.32,25.25,28.13
14/07/2008,11055.2,37.51,69.02,32.37,63.19,69.67,21.3,40.98,85.42,27.18,158.67,21.53,121.54,20.47,66.41,31.69,36.87,58.09,25.15,27.9
15/07/2008,10962.5,37.02,67.69,31.95,63.88,67.04,21.04,41.16,82.19,26.65,157.8,21.46,123.2,20.71,67.7,31.02,36.58,58.56,26.15,28.82
16/07/2008,11239.3,39.67,68.64,31.92,65.58,70.53,21.1,42.13,80.81,27.68,172.86,22.68,125.94,20.91,68.19,35.94,36.63,60.16,27.26,29.08
17/07/2008,11446.7,41.79,69.45,31.75,66.92,71.83,21.52,43.93,80.33,28,181.24,23.38,126.52,21.99,67.83,40.8,36.96,60.37,27.52,29.28
18/07/2008,11496.6,42.19,68.94,32.12,68.14,70.89,21.66,44.2,81.54,28,182.84,23.44,129.89,22.09,67.82,40.02,37.68,60.44,25.86,29.1
21/07/2008,11467.3,40.9,68.73,31.83,68.24,73.23,21.84,44.05,82.98,27.69,180.78,23.12,128.66,22.09,67.11,38.65,35.33,59.75,25.64,28.76
22/07/2008,11602.5,37.99,70.3,31.82,69.26,74.98,21.9,45.21,82.86,28.5,188.04,23.95,130,22.09,67.99,40.86,31.33,60.12,25.8,29.34
23/07/2008,11632.4,39.34,70.8,33.06,66.72,72.42,22.17,45.02,80.99,29.33,187.87,25.03,129.52,22.3,68.27,41.96,31.77,59.66,26.43,29.6
24/07/2008,11349.3,36.41,71.05,31.7,62.53,69.78,21.76,44.17,80.8,28.71,180.26,24.02,130,21.67,68.66,39.14,32.22,58.37,25.44,29.06
25/07/2008,11370.7,36.62,70.95,31.4,63.83,70.48,22.43,43.81,81.7,28.71,178.66,23.8,128.53,22.01,69.03,39.52,32.68,58.65,26.16,29.08
28/07/2008,11131.1,35.37,69.63,30.63,62.34,69.19,21.98,42.89,80.68,27.69,172.9,23.16,126.25,21.67,68.48,37.66,32.06,57.79,25.5,28.62
29/07/2008,11397.6,37.52,70.49,30.7,63.21,70.99,22.42,43.56,80.9,28.4,181.63,24.33,127.66,22.23,68.48,40.75,32.41,59.7,26.11,29.53
30/07/2008,11583.7,37.54,71.3,30.91,63.82,72.07,22.17,44.27,84.38,28.97,186.17,23.74,128.86,22.23,68.08,41.57,32.97,60.45,26.23,29.84
31/07/2008,11378,37.12,70.39,30.81,61.11,69.52,21.99,43.81,80.43,28.29,184.04,23.83,127.98,22.19,68.47,40.63,32.9,59.79,25.72,29.34
1/08/2008,11326.3,37.19,70.15,30.44,62.01,68.14,21.99,43.31,79.72,28.21,182,23.9,126.64,22.35,68.1,40.76,33.26,59.77,25.44,29.7
4/08/2008,11284.2,36.85,69.75,30.17,61.36,67.43,21.99,42.16,76.6,28.17,177.86,23.89,127.56,22.52,68.98,40.14,33.4,60.55,25.28,29.89
5/08/2008,11615.8,38.72,71.88,31.05,65.2,68.18,22.65,43.93,78.35,29.25,180.77,24.89,128.87,23.02,70.45,41.89,34.7,62.33,26.21,30.79
6/08/2008,11656.1,37.99,71.81,30.87,65.4,70.51,23.93,44.01,78.33,29,179.55,24.9,129.16,22.8,71.07,41.39,35.3,62.14,27.02,31.1
7/08/2008,11431.4,36.4,71.18,30.31,64.69,68.93,23.58,43.36,77.44,28.57,172.33,24.48,129.05,23.67,70.65,39.81,34.88,61.86,27.39,30.42
8/08/2008,11734.3,37.81,73.48,30.97,67.86,70.9,24.25,45.31,78.72,29.64,175.95,26.37,128.81,24.23,71.55,41.07,35.95,65.67,28.13,31.48
11/08/2008,11782.4,39.17,74.38,31.84,66.62,70.8,24.62,46.38,78.16,29.95,178,27.51,126.6,24.38,71.66,41.89,35.91,65.95,27.9,31.64
12/08/2008,11642.5,38.05,73.6,31.65,65.93,71.81,24.5,45.79,76.88,29.74,167.3,27.48,125.22,24.52,71.7,37.92,36.17,63.94,28.12,31.05
13/08/2008,11533,36.89,72.96,31.3,64.26,69.83,24.31,45.14,78.17,29.31,164.9,26.52,125.8,24.12,71.2,36.91,35.74,62.78,27.91,30.98
14/08/2008,11615.9,38.2,73.04,31.12,64.77,70.29,24.67,45.24,77.45,29.52,166.59,27.17,126.94,24.36,71.19,37.81,35.94,63.6,27.91,31
15/08/2008,11659.9,39.07,73.49,31.66,64.45,70.35,24.91,45.7,77.07,29.8,163.18,27.53,126.36,24.26,71.33,38.07,36.16,63.63,27.81,31.14
18/08/2008,11479.4,37.99,72.45,31.4,63.64,69.22,24.49,44.74,76.53,29.35,160.04,26.96,124.59,24.01,71.09,36.74,35.71,63.29,27.69,30.82
19/08/2008,11348.6,36.73,71.31,30.8,62.95,68.69,24.24,44.23,77.95,28.71,158,25.96,122.56,23.59,71.15,35.58,35.25,62.46,27.32,30.52
20/08/2008,11417.4,37.43,70.69,30.69,63.21,68.8,24.23,44.02,78.81,28.65,158.25,25.97,122.51,23.39,71.08,37,34.94,62.43,27.29,30.33
21/08/2008,11430.2,37.01,70.91,30.76,63.55,68.7,24.23,44.16,80.35,28.75,156.42,26.57,122.99,23.05,71.28,36.26,34.82,62.31,27.18,30.3
22/08/2008,11628.1,38.79,72.28,31.17,65.55,70.27,24.71,44.79,80.3,29.12,159.81,27.11,124.93,23.49,71.42,37.67,35.27,63.42,27.84,30.56
25/08/2008,11386.3,37.81,70.73,30.52,64.07,68.56,24.21,43.68,78.71,28.32,155.71,26.56,122.86,22.97,70.8,36.13,35,62.08,27.66,29.86
26/08/2008,11412.9,38.05,70.72,30.62,63.46,68.68,24.11,43.89,79.95,28.27,155.91,27.02,122.5,23.15,70.71,36.61,35.42,62.13,27.27,29.46
27/08/2008,11502.5,38.82,70.72,31.2,64.52,69.56,24.37,44.34,80.47,28.22,155.48,27.17,123.38,23.41,71.21,37.14,35.73,62.08,27.56,29.84
28/08/2008,11715.2,40.39,72.5,32.23,66.34,71.68,24.66,45.27,81.18,28.83,161.83,27.42,124.58,23.59,71.41,38.88,36.4,62.89,27.94,30.61
29/08/2008,11544,39.68,71.6,31.99,65.56,70.73,24.05,44.44,80.01,28.1,163.97,27.12,121.73,22.87,70.43,38.49,35.67,62,27.29,30.3
2/09/2008,11516.9,40.63,71.12,32.25,65.87,69.08,23.75,45.31,77.32,28.53,165.32,28.07,118.41,22.58,71.73,38.99,34.83,62.91,27.1,30.59
3/09/2008,11532.9,40.91,70.83,32.42,66.07,67.73,23.31,45.01,78.02,28.57,167.61,29.33,118.34,21.54,71.51,39.71,34.67,61.72,26.9,30.96
4/09/2008,11188.2,38.75,69.74,31.58,63.03,63.94,22.28,44,76.14,27.7,160.9,28.57,115,20.52,70.45,37.91,34.17,60.02,26.35,29.87
5/09/2008,11221,39.4,69.19,31.5,62.89,64.07,22.26,44.25,75.62,27.88,163.24,28.59,114.33,20.61,70.67,39.6,34.3,60.3,25.65,29.41
8/09/2008,11510.7,40.52,71.18,32.55,63.91,64.58,23.37,45.26,76.77,29.09,169.73,30.16,117.29,20.97,72.22,41.55,35.48,62.42,26.12,30.16
9/09/2008,11230.7,38.24,69.45,32.55,64.02,61.38,22.97,44.35,73.26,28.12,161.67,29.15,115.04,20.33,71.34,39.47,34.34,63.19,26.1,30.14
10/09/2008,11268.9,38.16,68.68,31.55,61.71,62.82,22.99,44.36,75.25,28.09,157.59,29.1,118.04,20.16,71.23,39.4,33.52,63.2,26.44,29.94
11/09/2008,11433.7,38.76,69.94,31.56,62.57,64.81,23.05,45.44,75.56,28.16,157.03,29.5,119.2,20.19,71.16,41.65,33.99,64.56,27.34,30.48
12/09/2008,11422,38.95,70.15,31.54,63.3,65.46,23.46,46.39,77.5,26.75,154.21,28.8,118.97,20.16,70.59,41.17,33.82,64.06,27.62,30.96
15/09/2008,10917.5,35.48,68.88,29.96,62.25,63.21,22.38,44.74,73.25,24.6,135.5,28.5,115.19,19.36,69.61,37,32.72,63.72,26.82,30.25
16/09/2008,11059,36.07,69.73,29.88,61.72,64.73,22.8,46.27,76.43,25.06,133.01,27.58,116.05,19.48,69.8,40.74,32.28,64.29,25.99,30.6
17/09/2008,10609.7,33.04,68.85,28.8,57,63.15,21.8,45.7,75.28,23.39,114.5,25.62,111.47,18.55,69.51,35.77,31.13,62.52,24.57,29.78
18/09/2008,11019.7,37.72,70.5,29.08,58.11,65.32,22.8,45.94,77.75,24.79,108,26.95,115.12,19.26,70.93,40.3,31.93,63.96,25.26,32.32
19/09/2008,11388.4,40.4,72.68,30.43,59.76,66.49,24.29,48.04,79.61,26.62,129.8,27.37,118.85,19.23,69.99,47.05,31.84,63.98,25.16,31.85
22/09/2008,11015.7,37.29,70.7,29.21,58.81,64.6,23.11,45.39,78.88,26.15,120.78,25.62,116.21,18.5,68.41,40.8,31.45,62.57,25.4,31.58
