Date,DJI,AXP,MMM,ATT,BA,CAT,CISCO,DD,XOM,GE,GS,HD,IBM,INTC,JNJ,JPM,MRK,MCD,MSFT,NKE
3/01/2000,11357.5,45.82,47.19,47.19,40.12,24.31,54.05,65,39.09,49.95,88.31,65.5,115.56,43.47,46.09,48.69,64.04,39.62,58.34,12.03
4/01/2000,10997.9,44.09,45.31,44.25,40.12,24,51,65,38.41,48.06,82.38,61.5,112.06,41.47,44.41,47.27,61.61,38.81,56.31,11.38
5/01/2000,11122.7,42.96,46.62,44.94,42.62,24.56,51.19,67.75,40.5,47.7,78.88,61.44,116,41.81,44.88,46.98,64.22,39.44,56.91,12.03
6/01/2000,11253.3,43.78,50.62,43.75,43.06,25.81,50,71.5,42.59,48.51,82.25,60,114.62,39.38,46.28,47.65,64.75,38.88,55,11.97
7/01/2000,11522.6,44.42,51.47,44.12,44.12,26.66,52.94,71.62,42.31,50.28,82.56,62.81,113.31,41,47.88,48.52,70.97,39.75,55.72,11.97
10/01/2000,11572.2,45.04,51.12,44.75,43.69,25.78,54.91,70,41.88,50.37,84.38,63.19,118.44,42.88,47.03,47.69,68.89,40.06,56.12,12.17
11/01/2000,11511.1,45.45,50.25,44.12,42.88,25.38,53.25,68.75,42.38,50.49,84.81,61.56,118.62,44.84,47.19,46.56,69.13,41,54.69,12.78
12/01/2000,11551.1,45.22,50.38,41.81,43.06,25.81,51.91,69.06,41.75,50.76,84.38,61.06,119.62,45.62,46.75,46.86,70.49,42.75,52.91,12.34
13/01/2000,11582.4,45.45,50.38,40.81,42.38,26.09,53.09,68.38,42.62,51.26,84.5,62.12,118.25,45.53,46.69,47.57,70.79,42.31,53.91,12.5
14/01/2000,11723,46.47,49.66,41.94,44,25.97,53.78,67.39,41.88,50.28,85.62,61.75,119.62,51.53,46.84,49.27,69.84,42.61,56.12,12.83
18/01/2000,11560.7,44.16,48.56,41.12,45,24.97,56,65.5,42.19,49.28,86.88,60.5,116,51.06,45.59,47.36,67.06,41.5,57.66,12.66
19/01/2000,11489.4,43.4,49.41,40.56,47.62,24.66,56.16,64.62,42.78,49.52,87.56,61.88,115.5,50.03,45.81,49.44,67.71,42.38,53.5,13.2
20/01/2000,11351.3,44.42,47.56,41.12,46.5,23.56,56.19,64,41.84,48.6,85.94,60.81,121,47.81,45.31,48.69,69.07,41,53,12.89
21/01/2000,11251.7,44.2,47.47,42.88,45.69,23.69,57.62,63.25,42.5,47.99,85.69,60,121,48.97,44.94,48.65,68.6,41.06,51.88,12.67
24/01/2000,11008.2,44.29,46.38,41.44,44.31,22.66,54.53,62.75,42.12,46,81.75,57.5,121.5,49.41,41.88,48.69,66.53,39.94,50.62,12.42
25/01/2000,11029.9,46.15,45.69,39.88,45.69,21.81,56.06,61.5,42.03,46.12,83.88,55.75,119.5,50.78,42.62,49.77,67.12,39.81,51.41,12.22
26/01/2000,11033,46.55,48.16,40,46.19,22.59,53.59,60.94,41.75,47.1,88.25,57.38,116.75,48.25,41.75,52.15,68.95,35.5,49.69,12.38
27/01/2000,11028,47.48,48.12,39.62,45.06,22.28,53.31,61.5,40.5,47.2,89,57.81,113.38,49.06,40.25,53.82,70.2,37.62,49.38,11.81
28/01/2000,10738.9,46.11,46.12,39.25,44.62,21.75,51.94,59.25,39.44,44.83,87,55.62,111.38,47.09,42.25,51.15,72.21,36.75,49.12,11.72
31/01/2000,10940.5,48,46.81,42.88,44.5,21.22,54.75,59,41.72,44.5,91.62,56.81,112.25,49.47,43.03,53.82,74.46,37.19,48.94,11.38
1/02/2000,11041.1,49.24,47.06,42.38,43.75,21.59,58.91,59.88,41.59,45.29,91.25,61,109.94,50.72,42.41,55.86,72.74,36.62,51.47,11.67
2/02/2000,11003.2,47.84,46.25,42.5,44.62,21.72,56.94,60.75,41.91,44.64,91.12,60,113.5,50.03,42.69,54.94,72.8,35.5,50.41,11.86
3/02/2000,11013.4,47.46,45.84,42,43.44,21.16,58.91,59.44,41.12,46.37,85.38,60.12,116.75,52.09,41.66,55.49,72.03,35,51.81,11.97
4/02/2000,10963.8,47.04,44.53,41.75,44,21.16,60.56,58.81,40.44,47.2,84.69,61.12,115.56,52.38,41.06,54.61,71.08,35.12,53.28,11.67
7/02/2000,10905.8,47.33,43.81,41.88,41.81,20.62,62.59,58.38,40.38,47.18,85.75,59.19,114.12,53.97,40.72,54.82,70.31,34.94,53.31,11.31
8/02/2000,10957.6,47.49,43.84,42.12,41,20.5,62.41,56.88,39.47,45.64,89.44,61.38,118.62,54.41,41.03,56.74,71.44,36.31,54.97,9.12
9/02/2000,10699.2,45.62,43.81,42.81,39,19.56,64.41,56.69,38.03,44.71,86.75,59.06,117.38,52.31,40,55.28,67.59,35.88,52,8.44
10/02/2000,10643.6,45.02,43,42.12,39.75,19.03,67.97,54.06,37.94,45.1,86.62,59.56,119.12,53.81,38.94,55.44,65.34,35.19,53,8.42
11/02/2000,10425.2,44.73,41.47,40.19,39.88,18,65.47,50.75,36.94,44.54,85.12,60.06,115.38,52.94,38,55.11,61.79,34.94,49.97,8.5
14/02/2000,10519.8,44.87,41.44,40.94,38.25,19.31,65.25,51.75,38.22,44.75,86.5,60.31,116.06,54.94,38.81,52.73,62.56,33.88,49.81,8.08
15/02/2000,10718.1,46.36,44.56,40.5,38.5,20,64,54.75,39.66,45.79,86.5,59.75,117.12,56,39.84,54.07,62.15,33.75,49.28,8.62
16/02/2000,10561.4,44.83,44.16,39,37.25,19.59,63.59,53.38,39.82,45.17,82.94,56.75,115.75,53.59,39.91,53.03,62.03,33.44,48.81,7.39
17/02/2000,10514.6,43.11,44.81,40,37.5,19.34,65.25,52.56,38.94,43.52,82.12,55.12,117,55,39.59,52.28,59.9,33.75,49.81,7.25
18/02/2000,10219.5,40.21,43.78,36.44,36,18.84,62.91,51.69,37.5,41.67,80.81,54,112.5,52.69,38.72,49.86,58.89,32.5,47.53,7
21/02/2000,,,,,,,,,,,,,,,,,,,,
22/02/2000,10304.8,40.54,45.06,36,38.88,19.16,61.97,54.19,37.72,43.17,81.56,53.88,111,53.38,39.31,51.61,61.79,32.31,46.91,7.06
23/02/2000,10225.73,40.25,46.16,35.25,37.12,18.91,69.31,53.25,37.31,43.46,85.75,54.88,108.88,54.53,38.06,51.61,59.78,32.62,47.12,7.02
24/02/2000,10092.6,37.88,45.5,35.5,36.56,18.12,68.62,52.88,36.41,43.62,89.62,53.25,110.81,57.12,36.88,50.69,58.3,31.38,47.38,6.77
25/02/2000,9862.1,36.35,42.88,35.5,37.81,18,66.38,51.5,35.53,41.96,89.25,53,106,56.62,35.59,50.61,57,31,45.66,6.64
28/02/2000,10038.7,38.64,43.22,37.25,37,17.78,65.28,51.75,36.75,43.06,88,56.56,104.5,56.19,36.38,51.98,58.3,31.12,45.78,6.97
29/02/2000,10128.3,39.1,44.09,38.06,36.94,17.53,66.09,50.5,37.66,44.08,92.5,58,102.5,56.5,35.97,53.11,58.3,31.62,44.69,7.11
1/03/2000,10137.9,39.48,43.06,42,36.31,17.44,65.84,48.38,37.38,43.75,94.75,56,100.38,57.94,36.44,54.69,56.82,31.25,45.41,7.03
2/03/2000,10164.9,38.92,43.03,44.5,35.94,17.22,66.38,46.88,38.31,45.06,96.25,55.12,103.25,57.88,36.84,53.74,56.11,30.88,46.69,7.36
3/03/2000,10367.2,38.9,44.75,45.56,35.94,18.19,68.72,50.75,37.84,46.41,102.5,54.5,109,59.62,36.75,54.11,54.45,32.31,48.06,7.34
6/03/2000,10170.5,37.66,43.62,43.38,35.12,18.34,68.06,49.75,36.47,45.77,103.69,53.88,103.25,58.69,35.25,55.65,53.62,31.56,45.31,7.12
7/03/2000,9796,36.82,41.38,42,34.75,16.94,66.03,46.31,40.25,43.89,104.88,52.25,103.12,57.88,33.69,54.57,50.9,29.88,46.44,6.97
8/03/2000,9856.5,35.77,41.28,41.62,33.38,17.47,66.19,46.94,39.81,43.39,101.75,53.25,105.88,57.47,35.59,53.28,53.8,30.75,47.78,6.81
9/03/2000,10010.7,35.77,40.47,41.62,33.75,17.62,69.66,46.44,40.22,43.75,107.19,55.38,107.56,59.19,36.34,54.11,57.89,31.62,50,6.69
10/03/2000,9928.8,36.91,40.75,42,33.25,17.97,68.19,45.94,38.5,43.87,112.25,53.69,105.25,60.09,35.44,52.48,56.41,31.75,50.5,6.72
13/03/2000,9947.1,36.88,39.5,43.81,32.62,17.81,68.09,48.44,37.94,43.1,110.38,53,107.5,61.06,35,53.4,53.98,32.44,49,7.19
14/03/2000,9811.2,37.42,39.56,42.12,33.06,17.91,65.88,47.81,38.62,42.29,104.75,52.31,109,58.94,36.28,52.69,53.21,30.5,47.56,7.22
15/03/2000,10131.4,38.72,41.25,42.5,34.88,19.19,64.31,50.75,38.88,44.46,103.56,57.12,107,60.09,38.47,55.44,56.64,32.5,47.69,8.25
16/03/2000,10630.6,41.89,44.03,45.12,35.62,20.34,65.84,53.5,39.88,46.29,103.31,61.88,109,62.53,39.91,60.11,61.56,34.06,47.69,9.5
17/03/2000,10595.2,41.85,42.94,45.75,37.19,19.19,67.5,52.56,38.56,46.6,116.5,63.38,110,64.94,39.78,60.7,59.42,33.81,49.69,8.03
20/03/2000,10680.2,41.38,43.5,44.44,37,19.25,67.06,54.62,37.44,46.93,113.44,63.62,112.75,67.5,39.66,57.74,58.36,34.56,48.69,8.25
21/03/2000,10907.3,42.5,45.22,45.25,36.56,19.91,70.43,53.94,38.5,50.32,118.25,63.5,113.5,69.22,40.12,59.9,60.55,35.25,51.38,8.28
22/03/2000,10866.7,43.05,43,43.31,36.38,19.47,72.19,52.12,37.38,50.24,117.5,63.06,114.25,72.03,40.97,61.07,60.84,35.25,51.62,8.44
23/03/2000,11119.9,45.42,43.5,43.56,35.12,19.78,77.81,55,37.75,53.28,119,64.12,115.25,71.31,40,65.7,59.54,35.19,55.94,8.5
24/03/2000,11112.7,45.35,45.44,43,36.12,19.75,79.38,54.81,38.62,52.78,121.31,64.38,121.38,69.53,36.25,64.16,58.48,34.81,55.84,8.47
27/03/2000,11025.9,43.85,44.31,43.19,37.12,19.53,80.06,53.75,38.38,52.59,112,64.38,126.81,71.34,34.97,63.16,57.89,34.75,52.03,8.98
28/03/2000,10936.1,44.43,44.44,42.5,38,19.16,77.88,52.88,38.16,51.95,113.25,64,122.38,67.84,36,62.86,58.18,35.12,52.16,9.2
29/03/2000,11018.7,44.18,43.81,42.25,37.88,19.62,76.06,52.88,40.28,54.61,114.19,68.56,119.5,65.94,35.53,60.28,60.84,36.81,53.59,9.81
30/03/2000,10980.3,43.41,44.5,41.88,38.62,20.22,73.62,53.75,39.58,52.86,106.88,67,122.5,63.5,35.47,58.35,60.67,37.62,51.69,9.67
31/03/2000,10921.9,43.4,44.28,42.12,37.81,19.72,77.31,52.94,38.97,51.82,105.25,64.5,118,65.97,35.12,58.15,58.83,37.38,53.12,9.91
3/04/2000,11221.9,45.31,45.94,44.75,37.19,20.94,72.94,57.56,40.25,52.93,105.5,67.75,121.88,65.31,36.25,61.7,63.21,38.5,45.44,10
4/04/2000,11164.8,42.83,46.47,46,37.31,21.72,73.12,58,41.25,51.12,99.75,64.56,121.19,66.38,38.31,57.7,64.1,38.53,44.28,9.73
5/04/2000,11033.9,42.1,45.56,46.31,36.06,21.22,72.12,57.56,39.88,51.05,97.44,63.06,123.62,64.94,38.69,57.61,64.63,38.56,43.19,9.8
6/04/2000,11114.3,41.08,46.69,47.25,36.12,21.16,71.81,56.38,40.88,52.24,106,66.25,122.75,64.91,37.56,58.32,62.09,37,43,10.39
7/04/2000,11111.5,40.52,45.81,46.12,35.69,20.69,74.94,55,39.78,52.82,102.5,64.88,123.12,68.41,37.03,57.61,62.03,37,44.53,10.73
10/04/2000,11186.6,41.72,46.38,46.25,35.06,20.72,72.56,57.5,39.12,53.09,107.06,66.69,122.12,65.56,38,58.78,62.86,36.38,43.03,10.75
11/04/2000,11287.1,42.3,47.72,47.25,35.69,21.03,70,59,39.69,53.74,104.81,67.38,119.12,65.38,39.19,57.36,63.74,37.69,41.94,11.28
12/04/2000,11125.1,43.85,47.31,47.69,37.62,21.72,65,62,39.97,52.16,96.56,66.31,112.75,60.94,38.5,57.9,61.44,36.31,39.69,11.11
13/04/2000,10923.6,42.54,47.38,47,37,21,61.12,59.25,40,49.95,95.25,61.12,110.62,60.56,38.09,56.36,62.32,34.12,39.62,10.98
14/04/2000,10305.8,39.04,45.41,42.56,35.38,20.25,57,56.12,39.38,49.45,86.25,57.56,105,55.25,36.66,52.61,60.43,33.56,37.06,10.66
17/04/2000,10582.5,39.04,44.94,41.88,35.31,20.47,66.5,56.19,37.75,50.62,87.5,57,111.75,61.5,38.88,52.44,61.02,33.69,37.94,10.5
18/04/2000,10767.4,40.77,44.94,40.88,34.75,20.12,69.25,53.5,38.09,52.11,93.75,58.54,115.12,64.5,40.75,53.69,62.74,32.5,40.28,10.59
19/04/2000,10675,40.65,45.22,42,37.25,18.81,66.12,52.94,38.72,51.95,92.06,58.75,104.38,59.53,41.12,52.03,65.34,33.06,39.34,11.02
20/04/2000,10844.1,41.67,46.12,41.19,40.06,19,65.12,54.25,39.5,52.61,88.81,58.62,103.75,57.69,40.81,51.57,66.05,35.81,39.47,10.98
24/04/2000,10906.1,43.72,48.75,42.25,37.88,19.5,63.44,56,40,53.95,86.88,59.56,106.5,58.06,41.94,49.86,68.12,38.69,33.31,10.8
25/04/2000,11124.8,46.04,46.91,44.94,39,20.06,66,51.12,40.5,55.19,97.06,59,112.38,62.5,42.09,52.07,68.66,38.75,34.69,11.41
26/04/2000,10945.5,45.05,44.47,44.19,39.94,20,66.75,49.12,40.06,54.36,94.5,60.5,110.81,60.41,41.38,50.98,68.12,38.88,34,10.97
27/04/2000,10888.1,45.16,43.72,43.25,39.81,20.06,69,48.62,40.34,53.78,95.19,58.81,110.44,62.66,41.5,49.27,67.71,38.81,34.91,10.83
28/04/2000,10733.9,43.56,43.31,43.81,39.69,19.72,69.33,47.44,38.84,52.36,93.25,56.06,111.5,63.41,41.25,48.11,65.82,38.06,34.88,10.86
1/05/2000,10811.78,44.11,43.47,44.62,39.06,19.41,71.44,47.12,39,53.07,97,56.62,111.88,63.56,41.34,49.19,63.98,38.88,36.72,11.64
2/05/2000,10731.1,43.14,43.47,42.38,37.94,19.81,68,48.38,39.12,53.57,93,56.81,111.38,60.59,42.09,50.78,65.58,39.19,34.94,11.31
3/05/2000,10480.1,41.38,42.91,42,37.31,19.44,66.06,48.88,38.59,51.97,91.12,54,108,59.53,41.69,49.52,64.69,37.31,35.28,10.59
4/05/2000,10412.5,42.18,42.72,41.06,38.19,18.97,63.62,49.75,39.75,51.28,90.19,52.25,107.62,59.78,41.53,48.86,63.63,35.75,35.22,10.69
5/05/2000,10577.9,42.58,43.34,43,39.5,19.53,67.75,51.25,40,52.14,89.88,53.25,107.88,61.69,42,48.15,65.58,35.69,35.56,10.69
8/05/2000,10603.6,44.31,43.66,42.88,38.25,19.47,62.75,50.62,40.12,52.44,87.31,53.56,109.75,58.81,42.88,48.02,66.17,35.81,34.91,10.77
9/05/2000,10536.8,43.12,43,42.31,38.31,19,62.75,50.5,39.72,51.88,85.62,52.5,109,58.47,43.5,47.27,65.28,37,33.91,10.8
10/05/2000,10367.8,41.78,42.97,45.12,36.88,19.19,58.5,49.81,40.75,50.94,81.44,54,103.62,53.03,42.78,45.86,64.4,38.62,33.09,10.56
11/05/2000,10546,43.31,42.97,45.25,37.31,19.41,60.25,50.75,41.31,50.88,80.88,53.88,105,57.78,43.03,46.69,64.63,38.19,33.94,10.67
12/05/2000,10609.4,43.97,42.44,44.84,37.19,19.69,59.94,50.38,41.01,52.44,83.77,53.88,104.5,57.5,42.75,47.77,64.51,37.56,34.41,10.7
15/05/2000,10807.8,45.66,42.97,46,37.19,20.28,60,52.31,41.81,54.06,87.06,56.44,104.19,59.06,43.12,49.77,65.93,38.19,34.69,11.03
16/05/2000,10934.6,44.73,45.03,45.69,37.38,20.12,60.56,52.94,41.62,54.38,85.5,53.5,109,60.94,43.66,49.52,67.12,39.19,34.75,11.05
17/05/2000,10769.7,44.57,44,45.31,37.38,20,58,52.75,40.69,53.62,84.69,52.25,107.88,61.59,43.53,49.19,66.11,39.06,33.84,10.33
18/05/2000,10777.3,45.34,43.53,44.95,37.62,19.41,55.38,52.23,40.73,53.12,85.25,52,106.06,61.97,44.25,50.11,66.23,38.62,33.09,10.19
19/05/2000,10626.9,44.02,42.25,42.69,36.94,20.03,53.44,51.81,40.88,51.88,84.56,51.56,106.62,58.94,44.38,48.36,68.18,37.81,32.53,10
22/05/2000,10542.6,43.42,42.09,42.5,36.56,20.09,55.25,51.5,41.62,49.88,82,50.94,109,59.19,43.44,48.15,68.48,38.88,32.09,9.91
23/05/2000,10422.3,44.41,42.06,41.81,37.12,19.75,50.55,50.75,41.5,49.5,82.81,48.94,107.38,54.94,43.5,48.77,69.9,39.12,31.59,10.33
24/05/2000,10535.4,43.75,44.09,43.12,38.88,19.84,55.12,50.12,41.47,50.75,80,46.38,109.62,58.69,44.97,47.77,70.67,38.75,32.78,10.88
25/05/2000,10323.9,42.77,42.47,42.06,38.38,19.03,54.5,49.5,40.72,50.75,73,46.5,106.5,57.59,44.66,46.86,70.73,37.31,30.75,10.84
26/05/2000,10299.2,42.93,42,42.62,38.25,19.06,54.94,48.69,40.72,49.56,69.81,46.88,106.94,58.78,44.06,47.02,70.61,37.75,30.72,10.89
29/05/2000,,,,,,,,,,,,,,,,,,,,
30/05/2000,10527.1,44.3,42.56,44.25,39.56,19.16,59.88,49.44,41.75,51.19,72,46.69,111,62.88,44.47,49.02,71.02,36.56,31.69,11.06
31/05/2000,10522.3,47.25,42.88,43.69,39.06,19.12,56.94,49,41.66,52.69,73.56,48.81,107.38,62.34,44.75,49.82,70.67,35.81,31.28,10.72
1/06/2000,10652.2,47.14,42.44,44.75,39.69,19.88,60.94,49.19,41.47,52.25,76.38,49.88,105.94,64.84,43.84,51.44,68.6,35.62,32.28,10.81
2/06/2000,10794.76,49.44,42.16,45,39.88,20.53,64.38,50,39.59,52.69,86.88,53.62,108.44,67.09,42.25,53.74,65.28,36.12,33.16,11.06
5/06/2000,10815.3,48.67,42.53,44.31,38.94,20,63.25,49.69,39.68,51.5,84.5,52.38,112.44,66.28,42,52.94,65.52,35.5,33.44,11.05
6/06/2000,10735.6,47.25,41.16,45.31,39.88,19.53,61.31,49,41.16,51.12,83.12,50.38,112.38,64.78,42.06,51.36,65.91,35.12,34.81,10.5
7/06/2000,10812.9,49.38,40.88,46.38,38.56,19.41,62.88,48.94,40.56,51.38,86.69,51.12,121,64.47,41.84,51.28,66.76,34.88,35.25,10.98
8/06/2000,10668.7,48.18,40.88,47,38.19,19.06,63.69,48.62,40.03,50.88,85.06,49.88,119.75,64.84,42.44,50.82,65.64,35.44,34.41,10.73
9/06/2000,10614.06,47.09,40.97,48.12,39.19,19.12,64.38,48.88,39.59,49.25,83.25,48,119.69,63.53,43.06,48.9,66.17,33.38,34.41,10.39
12/06/2000,10564.2,46.98,41.12,46.81,38.12,19.31,62.12,49.31,40.38,49.88,83.31,46.06,118.88,62.53,42.41,48.56,66.23,32.62,33.44,10.11
13/06/2000,10621.8,47.69,40.94,47.88,38.81,18.62,65,47.25,40.59,51.19,85.12,49,119.69,65.75,44.09,48.19,69.55,32.38,33.94,9.75
14/06/2000,10688,49.77,42.09,50,38.81,18.81,65.19,47.88,41.31,50.88,89.94,50.75,116,63.22,44.88,50.06,69.07,31.75,35.25,9.89
15/06/2000,10714.8,48.56,43.22,48.56,40.12,18.5,66.5,47.81,41.22,51.75,90.25,51.19,116.88,64.12,45.47,47.44,68.95,32.12,36.19,9.58
16/06/2000,10449.3,45.2,42.22,47.25,39.25,17.94,67.81,47.31,41.75,51.12,89.94,49.94,113.75,63.03,44.69,45.5,67.47,31.38,36.28,9.31
19/06/2000,10557.8,46.81,41.75,47.88,39,17.56,68.94,46.81,42.03,51.31,91.62,49.81,120.12,68.25,45.09,46.88,68.24,31.5,36.84,9.14
20/06/2000,10435.2,47.25,41.09,47.25,39.56,17.53,67.12,45.94,41.62,50.94,89,48.88,116,69.16,44.28,47.94,67.12,31,37.47,8.92
21/06/2000,10497.7,46.05,43.12,48.12,39.81,17.56,67.44,45.62,41.97,49.44,86.62,48.31,114.5,69.5,44.94,47,68.6,31.31,40.34,8.89
22/06/2000,10376.1,46.76,43.03,49.12,38.94,17.22,64.56,45.5,41.34,48.75,84.25,47.88,111.5,67.03,44.28,46.38,67.47,31.44,39.94,8.8
23/06/2000,10404.8,46.92,42.22,48.56,39.88,17.31,62.62,45.62,41.56,49.5,86,48,111.88,67.19,44.88,46.88,68.78,32.62,38.84,9.27
26/06/2000,10543,49.16,42.75,47.38,39.75,17.41,62.81,45.06,41.68,49.62,87.75,47.12,114.41,67.09,47.75,47.56,70.31,33.44,39.75,9.75
27/06/2000,10504.5,47.41,43.44,46.56,40,17.84,62.25,46.25,41.03,49.62,88.31,49.75,109.75,65.69,48.97,47.94,70.31,32.69,39.41,9.98
28/06/2000,10527.79,46.54,43,44.12,40.5,18.06,63.56,46.06,41.06,50.5,89.88,48.5,113.62,66.19,49,47,70.02,32.19,39.47,9.77
29/06/2000,10398,45.94,42.78,45.56,40.94,17.5,61.19,44.5,40.6,49.75,92.62,47.88,114,65.88,49.28,47.62,70.18,31.25,38.59,10.05
30/06/2000,10447.9,45.61,41.34,43.25,41.81,16.94,63.56,43.95,39.41,52.25,94.88,50,109.25,66.84,50.25,46.06,70.93,32.94,40,9.95
3/07/2000,10560.7,45.83,42.03,46.56,41.69,18,64.62,45,39.77,52,94.94,49.69,109.88,68.44,50.53,47.56,72.62,32.5,40,10.25
4/07/2000,,,,,,,,,,,,,,,,,,,,
5/07/2000,10483.6,45.61,44.22,45.75,42.81,17.59,61.88,45.06,38.47,49.94,95.94,50.19,103.75,65.81,50.5,47.75,73.1,31.81,39.25,10.06
6/07/2000,10481.5,45.45,43.28,43.5,43,17.41,64.75,44.06,39.09,50.19,93.19,51.25,101.56,68.31,49.84,48,71.14,32.25,40.47,10.12
7/07/2000,10636,47.03,43.06,44.69,43.75,16.97,65.38,43.94,39.12,51.31,94.94,55.38,104.69,69.66,49.88,50.06,70.43,33.06,41,10.52
10/07/2000,10646.6,48.02,43.59,44.81,43,17.12,63.12,44.94,39.06,52.38,97.69,57.75,103.12,68.91,50.03,49.75,70.91,32.25,39.72,10.42
11/07/2000,10727.2,47.36,44.47,44.38,44.31,18.06,62.12,47.25,40.31,53.25,98.5,57.5,102.38,69.41,50.09,50.69,70.73,32.56,39.56,10.77
12/07/2000,10783.8,48.12,45.03,44.94,43.88,18.28,63.88,46.31,39.3,53.5,101.94,57.38,104.62,70.59,49.25,50.56,69.5,32.25,40.16,10.61
13/07/2000,10788.7,48.18,44.78,45.75,44.56,17.97,65.25,46.75,39.22,52.5,104.25,56.19,103.12,71.59,47.59,50.75,65.4,31.5,39.97,10.98
14/07/2000,10812.8,49.93,43.94,46.56,44.44,17.75,68.25,45.44,38.78,52.19,104.19,56.44,103.94,72.81,45.91,52.5,63.63,31.38,39.47,10.97
17/07/2000,10804.3,49.27,43.62,43.31,44,17.88,69.62,44.62,39.02,53.75,100,56.88,105.5,73.16,47.18,52.06,63.79,31.31,39.09,11.31
18/07/2000,10739.9,48.29,44,43.5,45.12,18.88,67.25,44.62,39.09,53,103.88,57.56,102.88,71.5,47.5,50.94,62.77,31.31,39.25,11.23
19/07/2000,10696.1,48.18,43.25,43.62,45.88,18.97,66.81,44.25,39.34,53.06,100.75,57.12,104.16,69.06,46.59,50.69,61.79,31.38,36.56,11.02
20/07/2000,10843.9,49.77,43.25,43,46.06,18.53,69.5,43.88,39.06,54.19,103.69,58.5,117,71.34,45.94,53.19,60.67,31.69,37.41,11.16
21/07/2000,10733.6,51.84,43.19,43,46.81,18.25,68.12,43.75,38.53,54.12,104.25,57.12,114.44,69.09,46.12,52.69,60.37,30.88,36.16,11.17
24/07/2000,10685.1,49.93,44.53,43.19,48.12,18.12,66.06,43,38.62,53.75,105.38,56,112.5,69,47.23,51.56,65.93,30.5,35.28,11.48
25/07/2000,10700,48.89,44.16,44,49.44,17.94,68.12,43.62,37.69,53.81,106,55,111.75,70.44,46.75,51.25,67.12,31.31,34.5,11.59
26/07/2000,10516.5,48.67,44.28,43.12,48,17.38,68.56,44.94,37.94,52.19,105.94,53.56,109.88,69.5,45.38,49,66.29,33,33.91,11.77
27/07/2000,10586.1,51.02,44.5,42.81,48.25,17.44,68,45.88,40,52.38,102,54.12,110.31,68.5,45.94,49.88,68.54,32.19,34.69,11.5
28/07/2000,10511.2,48.84,45.5,42.5,48.81,17.53,62.81,45.88,40.04,50.94,98.5,52.69,111.81,64.56,46.84,48.38,68.95,32,34.84,11.03
31/07/2000,10522,49.6,45.03,42.56,49,17.03,65.44,45.31,39.99,51.69,98.94,51.75,112.25,66.75,46.53,49.81,67.86,31.69,34.91,10.94
1/08/2000,10607,49.82,44.69,43.69,48.69,17.16,63.19,45.56,39.97,52.5,100.75,52,110.56,64.62,47.41,51.62,69.84,32.62,34.34,11.12
2/08/2000,10687.5,50.2,45.12,44.31,49.88,17.5,60.94,45.81,40.72,51.75,102.12,53.12,114.69,63.31,48.25,51.44,70.43,33.44,34.69,11.41
3/08/2000,10706.6,50.75,44.97,44,49,17.53,64.38,46,40.72,52.06,105.62,51.75,116.06,65.06,48.5,50.81,71.02,33.25,35.12,11.5
4/08/2000,10767.8,52.34,45,43.94,49,17.42,65.56,45.75,40.85,52.75,111.5,54,115.88,62.56,48.27,52.44,69.9,33.38,34.56,11.5
7/08/2000,10867,51.41,45.44,44.38,49.06,18.34,66.25,46.62,40.45,53.06,114.06,55,116.31,62.94,48.43,53.56,69.18,33.69,35,11.44
8/08/2000,10976.9,51.41,45.69,42.5,48.56,19.19,65.5,48.56,40.41,53.75,113,57,119,61.62,48.25,53.5,68.54,33.5,37.06,12
9/08/2000,10905.8,52.17,46.38,41.69,47.75,18.81,67.81,48.44,40.53,55.62,114.94,58,118.81,63.56,47.41,52.31,66.82,32.69,37.12,12
10/08/2000,10908.8,51.3,47.44,42.31,48.88,18.75,63.38,47.25,40.98,57,112,55.25,119.62,62,48.72,51.88,67.71,32.81,36.31,11.67
11/08/2000,11027.8,52.28,48.38,42.44,49.62,19.44,64.31,49.38,40.69,56.56,117.88,55.94,120.62,63.81,48.94,52,68.6,33.44,36.22,11.72
14/08/2000,11176.1,52.5,47.84,41.88,49.5,19.53,64.5,49.94,41.28,57.12,120.81,59.69,123.25,66.94,48.62,52.88,68.98,33.31,36.09,11.89
15/08/2000,11067,51.79,47.44,42,47.25,19.33,63.19,49.88,40.66,57.12,118.19,53.75,122,67.88,48.06,51.81,69.37,32.44,35.81,11.7
16/08/2000,11008.4,50.15,47.28,41.19,46.56,19.31,63.06,49.88,41.38,56.75,113,51,121.62,68.06,48.92,50.38,69.72,32.38,35.5,11.81
17/08/2000,11055.6,51.19,47.62,39.5,45.88,19.12,63.44,50.25,41.91,56.69,118.62,51.31,122.31,70.06,48.5,50.69,70.02,31.25,35.78,11.88
18/08/2000,11046.5,51.19,47.56,39.88,45.69,19.09,63.5,49.44,41.47,56.38,117,51.38,120.19,70.56,48.21,50.75,67.71,31.56,35.5,11.92
21/08/2000,11079.8,51.73,47.47,40.06,47.75,18.84,65.5,50,41.75,56.88,117.81,50.75,121.44,72.06,48.5,50.94,68.07,31.56,35.31,11.72
22/08/2000,11139.2,50.7,48.16,40,49.31,18.91,64.81,48.58,41.56,56.5,119.88,51.19,121.38,72.12,48.88,52.75,68.66,31.31,35.62,10.53
