Date,MSFT,IBM,AAPL,MCD,PG,GOOG
2/01/2002,33.52,121.5,11.65,26.49,40,
3/01/2002,34.62,123.66,11.79,26.79,39.62,
4/01/2002,34.45,125.6,11.84,26.99,39.22,
7/01/2002,34.28,124.05,11.45,27.2,38.78,
8/01/2002,34.69,124.7,11.3,27.36,38.88,
9/01/2002,34.36,124.49,10.82,26.88,38.6,
10/01/2002,34.64,122.14,10.62,26.81,38.46,
11/01/2002,34.3,120.31,10.52,26.34,38.6,
14/01/2002,34.24,118.05,10.58,26.02,39.35,
15/01/2002,34.78,118.85,10.85,26.2,39.82,
16/01/2002,33.94,117.4,10.39,26.06,39.74,
17/01/2002,34.93,119.9,11.24,26.48,39.84,
18/01/2002,33.05,114.25,11.08,26.43,39.9,
22/01/2002,32.23,110.5,10.91,26.8,39.71,
23/01/2002,31.87,107.9,11.51,27.4,39.3,
24/01/2002,32.33,108.72,11.6,26.47,38.89,
25/01/2002,31.9,109.28,11.62,25.62,39.57,
28/01/2002,31.91,108.15,11.64,26.38,39.58,
29/01/2002,31.16,103,11.54,26.26,38.76,
30/01/2002,31.42,105.55,12.04,26.99,39.14,
31/01/2002,31.86,107.89,12.36,27.18,40.84,
1/02/2002,31.33,108,12.2,26.63,41.28,
4/02/2002,30.56,106.8,12.68,26.6,41.35,
5/02/2002,30.58,106.3,12.72,27.2,41.31,
6/02/2002,30.2,106.63,12.34,27.19,41.25,
7/02/2002,29.9,103.91,12.15,27.06,41.06,
8/02/2002,30.32,104.99,12.02,26.72,41.04,
11/02/2002,30.56,107.38,12.49,27,40.86,
12/02/2002,30.07,106.57,12.36,26.85,41.78,
13/02/2002,30.91,108.07,12.5,26.93,41.86,
14/02/2002,30.8,107.89,12.3,26.86,42.02,
15/02/2002,30.12,102.89,11.95,26.75,42.5,
19/02/2002,29.42,99.54,11.31,26.2,42,
20/02/2002,29.95,99.31,11.56,26.97,42.5,
21/02/2002,29.02,96.38,10.75,26.52,41.55,
22/02/2002,29,98.45,11.37,26.95,42.8,
25/02/2002,29.54,98.3,11.9,26.82,43.68,
26/02/2002,29.28,97.15,11.84,26.5,43.25,
27/02/2002,29.2,97.83,10.98,26.38,42.75,
28/02/2002,29.17,98.12,10.85,26.1,42.4,
1/03/2002,30.68,103.02,11.72,26.17,43.78,
4/03/2002,31.6,105.9,12.14,26.85,43.49,
5/03/2002,31.54,105.67,11.76,27.62,42.53,
6/03/2002,31.82,106.3,12.04,28.06,42.52,
7/03/2002,31.36,103.71,12.19,27.74,41.97,
8/03/2002,31.98,105.09,12.33,27.91,41.96,
11/03/2002,32.17,105.24,12.53,27.9,42.05,
12/03/2002,31.27,108.5,12.36,28.35,42.64,
13/03/2002,31.05,107.18,12.24,27.9,42.61,
14/03/2002,30.61,106.6,12.22,28.15,42.5,
15/03/2002,31.24,106.79,12.48,28.72,43.54,
18/03/2002,31.07,106.35,12.37,28.44,43.83,
19/03/2002,31.12,107.49,12.42,28.8,44.97,
20/03/2002,30.05,105.5,12.46,28.75,44.8,
21/03/2002,30.68,106.78,12.14,28.7,45.2,
22/03/2002,30.22,105.6,12.04,27.65,45.05,
25/03/2002,29.62,103.56,11.68,27.22,44.88,
26/03/2002,29.54,102.9,11.73,27.49,44.72,
27/03/2002,29.72,103.39,11.74,27.94,45.01,
28/03/2002,30.16,104,11.84,27.75,45.04,
1/04/2002,30.19,102.86,12.23,27.25,45,
2/04/2002,28.65,101.01,12.04,27.5,45.3,
3/04/2002,28.16,99.96,11.88,27.49,44.63,
4/04/2002,28.22,100.84,12.45,27.79,44.99,
5/04/2002,27.94,97.25,12.37,28.35,44.9,
8/04/2002,28.61,87.41,12.28,28.49,45.12,
9/04/2002,27.44,87.74,12.05,28.15,45.06,
10/04/2002,28.15,89.01,12.33,27.95,46.17,
11/04/2002,27.4,84.19,12.43,27.71,45.66,
12/04/2002,27.96,85.6,12.53,27.8,45.96,
15/04/2002,27.84,85.35,12.5,27.4,45.28,
16/04/2002,28.9,86.2,12.87,27.5,45.6,
17/04/2002,28.32,84.81,13.06,27.16,45.06,
18/04/2002,28.18,88.95,12.7,28.62,44.2,
19/04/2002,28.6,89,12.49,28.6,44.44,
22/04/2002,27.8,87.93,12.26,28.5,44.44,
23/04/2002,27,87.33,12.12,28.77,44.45,
24/04/2002,26.51,86.5,11.88,28.5,44.72,
25/04/2002,26.86,86.71,12.06,28.33,44.71,
26/04/2002,25.75,84.71,11.5,28.23,44.9,
29/04/2002,26.12,83.89,11.98,28.21,45,
30/04/2002,26.13,83.76,12.14,28.4,45.13,
1/05/2002,26.38,84.3,11.99,28.48,45.9,
2/05/2002,25.6,83.86,11.84,28.5,46.62,
3/05/2002,24.78,81.78,11.76,29.29,45.98,
6/05/2002,24.31,76,11.32,29.1,46.1,
7/05/2002,24.74,76.5,11.24,29.21,45.83,
8/05/2002,27.48,82.45,12.18,28.88,45.9,
9/05/2002,26.06,79.93,12.1,29.28,46.03,
10/05/2002,25.02,79.68,11.66,29.81,46.2,
13/05/2002,26.34,82.19,11.97,30.41,46.6,
14/05/2002,27.44,85.48,12.8,29.98,46.52,
15/05/2002,27.38,84.5,12.64,30.06,46.08,
16/05/2002,27.87,85.45,12.6,29.97,46.48,
17/05/2002,28.02,85.69,12.5,30.01,46.81,
20/05/2002,27,84.45,12.37,30.13,46.2,
21/05/2002,26.1,83.45,11.73,30.4,45.55,
22/05/2002,26.84,84,12.16,30.65,45.95,
23/05/2002,27.41,84.35,12.59,30.4,45.68,
24/05/2002,26.63,83.1,12.08,30.26,45.13,
28/05/2002,26.16,82.08,11.99,30.15,44,
29/05/2002,26.02,81.6,11.99,30.01,43.51,
30/05/2002,26.32,82.25,12.1,29.77,44.38,
31/05/2002,25.46,80.45,11.65,29.94,44.78,
3/06/2002,24.71,78.11,11.46,29.5,44.46,
4/06/2002,24.99,79.31,11.39,29.28,44.78,
5/06/2002,25.83,80.55,11.36,29.99,45.27,
6/06/2002,25.95,79.66,11.08,30,44.78,
7/06/2002,25.99,78.3,10.7,29.93,44.67,
10/06/2002,26.41,76.8,10.74,30.31,44.6,
11/06/2002,26.28,75.49,10.23,29.8,44.5,
12/06/2002,27.77,74.65,10.04,29.75,46.5,
13/06/2002,27.11,75.6,9.77,29.81,45.74,
14/06/2002,27.62,76.17,10.05,29.12,45.78,
17/06/2002,27.84,77.14,10.27,29.82,46.95,
18/06/2002,28,75.94,10.08,29.8,46.94,
19/06/2002,27.18,73.35,8.56,29.98,47.2,
20/06/2002,27.05,71.58,8.56,29.52,46.92,
21/06/2002,26.14,68.75,8.42,29,46.92,
24/06/2002,27.08,69.7,8.64,29.16,46.7,
25/06/2002,26.48,68.6,8.57,29.05,44.5,
26/06/2002,27.06,70.05,8.28,28.78,45.54,
27/06/2002,27.46,71.9,8.53,28.67,46.12,
28/06/2002,27.35,72,8.86,28.45,44.65,
1/07/2002,26.33,67.6,8.53,28.1,45.02,
2/07/2002,25.72,68.58,8.47,27.71,44.64,
3/07/2002,26.24,70.51,8.78,27.43,44.18,
5/07/2002,27.42,73.5,9.37,27.84,44.94,
8/07/2002,26.46,71.3,9,27.9,45.18,
9/07/2002,26.6,69.67,8.76,27.8,43.95,
10/07/2002,26.12,68.76,8.66,28.09,43.98,
11/07/2002,26.46,69.41,9.15,27.39,42.98,
12/07/2002,25.93,69.21,8.73,27.12,41.82,
15/07/2002,25.9,70.93,9.12,26.55,41.15,
16/07/2002,25.62,69.01,8.93,26.05,40.62,
17/07/2002,26,70.69,7.82,25.7,40.04,
18/07/2002,25.56,72.05,7.5,25.11,40.2,
19/07/2002,24.78,72,7.48,24.17,37.23,
22/07/2002,23.14,68.5,7.46,23.3,38.92,
23/07/2002,21.5,67.05,7.24,23.84,39.6,
24/07/2002,23.12,69.54,7.6,23.77,41.12,
25/07/2002,21.42,69.35,7.18,21.85,42.5,
26/07/2002,22.68,66.4,7.17,23.49,42.1,
29/07/2002,24.12,71.18,7.51,24.68,43.61,
30/07/2002,24.05,71.79,7.72,24.5,43.64,
31/07/2002,23.99,70.4,7.63,24.75,44.5,
1/08/2002,22.88,68.25,7.4,24.34,43.94,
2/08/2002,22.2,67.88,7.22,23.8,44.92,
5/08/2002,22,65.99,7,23.84,43.72,
6/08/2002,22.84,67.9,7.37,22.98,43.86,
7/08/2002,23.54,69.12,7.52,23.36,44.46,
8/08/2002,24.46,71.61,7.65,22.5,45.42,
9/08/2002,24.06,71.83,7.5,22.76,45.57,
12/08/2002,24.24,71.77,7.5,22.92,45.42,
13/08/2002,23.53,71.9,7.3,22.66,45.03,
14/08/2002,24.86,74.92,7.58,23,46.44,
15/08/2002,24.88,76.5,7.8,24.16,45.66,
16/08/2002,25,79.35,7.9,23.8,45.5,
19/08/2002,26,82.49,7.99,24.61,45.62,
20/08/2002,25.52,81.27,7.96,24.37,45.1,
21/08/2002,26.14,81,8.06,24.52,45.44,
22/08/2002,26.62,81.99,7.98,24.4,45.38,
23/08/2002,26.11,80.4,7.86,24.15,45.12,
26/08/2002,26.05,79.42,7.76,23.96,45.2,
27/08/2002,25.42,77.96,7.42,23.85,45.2,
28/08/2002,24.69,76.06,7.35,23.57,44.86,
29/08/2002,25.29,76.62,7.35,23.81,43.94,
30/08/2002,24.54,75.38,7.38,23.76,44.32,
3/09/2002,23.51,72.35,7.02,23.03,43.27,
4/09/2002,24.1,73.73,7.24,22.24,44.28,
5/09/2002,22.96,72.18,7.09,21.97,44.92,
6/09/2002,23.91,73.2,7.19,21.36,44.98,
9/09/2002,24.35,74.5,7.18,21.45,45.42,
10/09/2002,24.9,75.6,7.16,21.3,45.75,
11/09/2002,24.29,74.2,7.14,21.34,45.94,
12/09/2002,23.58,71.87,7.07,20.31,45.6,
13/09/2002,23.96,72.5,7.08,20.53,46,
16/09/2002,23.89,72.32,7.25,21.69,46.5,
17/09/2002,23.64,71.75,7.4,18.91,46.03,
18/09/2002,23.88,69.55,7.51,18.16,46.05,
19/09/2002,23.6,64.8,7.29,17.85,45.56,
20/09/2002,23.73,63.92,7.44,17.95,45.54,
23/09/2002,22.62,63.37,7.42,18.16,45.37,
24/09/2002,22.84,59.75,7.32,17.9,44.02,
25/09/2002,23.26,63.01,7.46,18.1,44.55,
26/09/2002,23.1,62.02,7.35,18.45,45.38,
27/09/2002,22.62,60.36,7.36,18.37,44.06,
30/09/2002,21.87,58.31,7.25,17.66,44.69,
1/10/2002,23.12,61.17,7.26,18.28,45.58,
2/10/2002,22.8,59.63,7.08,18.19,45.28,
3/10/2002,22.36,60,7.15,17.79,44.9,
4/10/2002,21.88,56.6,7.02,17.5,44.26,
7/10/2002,22.02,56.86,6.88,17.45,44.46,
8/10/2002,22.5,57.05,6.84,17.56,44.65,
9/10/2002,22,55.07,6.8,16.56,44.1,
10/10/2002,23.19,57.58,7.06,17.17,44.5,
11/10/2002,24.44,63.92,7.26,17.97,45.12,
14/10/2002,24.64,63.42,7.38,17.97,45.64,
15/10/2002,26.14,68.48,7.58,18.06,45.21,
16/10/2002,25.2,64.9,7.28,17.5,45.25,
17/10/2002,25.39,72.2,7.06,17.83,45.17,
18/10/2002,26.58,74.25,7.17,17.48,45.88,
21/10/2002,26.26,75.55,7.28,18.3,46.1,
22/10/2002,25.84,74.49,7.35,18.95,45.17,
23/10/2002,26.6,74.6,7.44,19.25,45.5,
24/10/2002,25.62,72.1,7.34,18.71,44.4,
25/10/2002,26.34,74.56,7.71,18.5,44.35,
28/10/2002,25.98,76.56,7.8,18.32,42.88,
29/10/2002,26.04,76.74,7.72,18.42,44.5,
30/10/2002,26.56,78.67,8.04,18.2,44.47,
31/10/2002,26.74,78.94,8.04,18.11,44.22,
1/11/2002,26.5,80.4,8.18,18.13,44,
4/11/2002,28.05,82.5,8.44,18.43,43.25,
5/11/2002,28.32,81.68,8.45,18.93,44.37,
6/11/2002,28.52,81.54,8.61,19.06,43.93,
7/11/2002,28,78.95,8,19.31,44,
8/11/2002,27.55,77.59,7.92,17.79,43.84,
11/11/2002,26.93,77.29,7.58,17.09,43.12,
12/11/2002,27.26,79.15,7.82,17.09,42.7,
13/11/2002,27.68,79.35,7.8,17.15,42.9,
14/11/2002,28.5,80.72,8.15,17.3,43.24,
15/11/2002,28.34,80.01,7.98,17.38,43.64,
18/11/2002,27.92,79.18,7.82,17.75,43.08,
19/11/2002,27.42,78.37,7.64,17.84,43.55,
20/11/2002,28.31,81.61,7.76,18.05,44,
21/11/2002,28.92,84.9,8.18,18.7,43.36,
22/11/2002,29.11,84.43,8,18.64,43.29,
25/11/2002,29.12,86.2,7.98,18.23,42.82,
26/11/2002,28.45,85.06,7.7,18.22,42.21,
27/11/2002,29.04,87.7,7.86,18.5,42.52,
29/11/2002,28.84,87.1,7.75,18.5,42,
2/12/2002,28.84,87.3,7.59,18.74,41.4,
3/12/2002,28.36,85.21,7.58,18.24,42.24,
4/12/2002,28.27,83.69,7.48,18.37,43.02,
5/12/2002,27.67,83.06,7.32,18.78,42.62,
6/12/2002,27.74,82.32,7.48,17.97,42.98,
9/12/2002,26.76,79.59,7.38,17.4,43.19,
10/12/2002,27,80.8,7.64,17.35,43.82,
11/12/2002,27.33,81.44,7.74,17.2,43.73,
12/12/2002,27.08,80.17,7.6,17.4,43.85,
13/12/2002,26.25,80,7.4,17.34,43.7,
16/12/2002,27.24,81.62,7.42,17.38,44.02,
17/12/2002,27.18,80.31,7.54,15.99,43.7,
18/12/2002,26.76,79.13,7.28,15.96,43.68,
19/12/2002,26.56,78.66,7.1,15.64,42.85,
20/12/2002,26.52,79.79,7.07,15.75,43.84,
23/12/2002,27,80.26,7.24,15.55,43.84,
24/12/2002,26.91,79.76,7.18,15.48,43.76,
26/12/2002,26.7,78.5,7.2,15.58,43.72,
27/12/2002,26.48,77.36,7.03,15.5,43.28,
30/12/2002,26.38,76.25,7.02,15.75,43.05,
31/12/2002,25.85,77.5,7.16,16.08,42.97,
2/01/2003,26.86,80.57,7.4,16.55,43.9,
3/01/2003,26.9,81.65,7.45,16.12,43.42,
6/01/2003,27.38,83.59,7.45,16.65,43.92,
7/01/2003,27.9,86,7.42,16.67,43.24,
8/01/2003,27.12,84.19,7.28,16.84,42.6,
9/01/2003,27.9,87,7.34,16.87,42.89,
10/01/2003,27.96,87.68,7.36,17.24,43.06,
13/01/2003,28.2,87.51,7.32,17.33,43.1,
14/01/2003,28.48,88.58,7.3,16.96,43.18,
15/01/2003,28.14,87.59,7.22,16.69,42.95,
16/01/2003,27.68,86.05,7.31,15.85,43.44,
17/01/2003,25.73,81.3,7.05,15.45,43.52,
21/01/2003,25.66,80.54,7.01,15.34,43,
22/01/2003,25.5,79.7,6.94,15.36,42.56,
23/01/2003,26.14,81.05,7.08,15,42.72,
24/01/2003,24.92,78.99,6.9,14.9,42.11,
27/01/2003,24.58,78.42,7.06,14.7,41.52,
28/01/2003,24.41,80.11,7.29,14.67,42.5,
29/01/2003,24.96,80.32,7.46,14.38,42.54,
30/01/2003,24.12,78.3,7.16,14.46,42.25,
31/01/2003,23.73,78.2,7.18,14.24,42.78,
3/02/2003,24.28,78.18,7.33,14.52,42.86,
4/02/2003,23.66,77.09,7.3,14.3,42.96,
5/02/2003,23.48,77.26,7.22,14.06,42.65,
6/02/2003,23.71,77.51,7.22,13.68,42.42,
7/02/2003,23.29,77.1,7.08,13.55,41.99,
10/02/2003,23.69,77.91,7.18,13.7,42.44,
11/02/2003,23.22,77.39,7.18,13.9,41.6,
12/02/2003,23.22,76.5,7.2,13.83,41.66,
13/02/2003,23.5,75.86,7.27,13.57,41.35,
14/02/2003,24.15,77.45,7.34,13.62,41.85,
18/02/2003,24.96,79.33,7.64,13.45,42.3,
19/02/2003,24.53,79.51,7.42,13.5,42,
20/02/2003,24.15,79.04,7.38,13.38,41.72,
21/02/2003,24.61,79.95,7.5,13.58,42.12,
24/02/2003,24.07,78.56,7.37,13.27,41.44,
25/02/2003,24.19,79.07,7.51,13.15,41.54,
26/02/2003,23.6,77.4,7.25,12.81,41.28,
27/02/2003,23.58,77.28,7.43,13.25,41.3,
28/02/2003,23.7,77.95,7.5,13.61,40.93,
3/03/2003,23.54,77.33,7.32,13.19,40.41,
4/03/2003,23.07,76.7,7.28,12.91,39.94,
5/03/2003,23.44,77.73,7.31,12.77,40.5,
6/03/2003,23.27,77.07,7.28,12.61,40.08,
7/03/2003,23.56,77.9,7.26,12.82,40.48,
10/03/2003,22.95,75.7,7.18,12.5,39.9,
11/03/2003,22.79,75.35,7.12,12.47,40.35,
12/03/2003,23.39,75.18,7.11,12.38,40.98,
13/03/2003,24.67,78.45,7.36,12.8,41.74,
14/03/2003,24.86,79,7.39,13.54,41.7,
17/03/2003,25.93,82.46,7.5,13.7,42.75,
18/03/2003,26.04,82.47,7.5,14.31,43.31,
19/03/2003,26.32,82,7.48,14.57,43.96,
20/03/2003,26.25,82.2,7.46,14.38,44,
21/03/2003,26.57,84.9,7.5,14.65,44.45,
24/03/2003,25.29,82.25,7.18,14.03,43.78,
25/03/2003,25.49,83.45,7.28,14.16,44.01,
26/03/2003,25.25,81.55,7.2,14.23,44.16,
27/03/2003,25.04,81.45,7.24,14.5,44.39,
28/03/2003,24.67,80.85,7.28,14.84,44.32,
31/03/2003,24.21,78.43,7.07,14.46,44.52,
1/04/2003,24.35,78.73,7.08,14.05,44.76,
2/04/2003,25.72,81.46,7.3,14.32,45.06,
3/04/2003,25.73,81.91,7.23,14.08,44.72,
4/04/2003,25.09,80.79,7.2,14.55,45.08,
7/04/2003,25.17,80.47,7.24,15.8,44.7,
8/04/2003,25.58,80.07,7.22,15.84,44.95,
9/04/2003,24.57,78.71,7.1,15.5,44.64,
10/04/2003,24.59,79.01,7.18,15.8,44.38,
11/04/2003,24.2,78.75,6.6,15.78,44.6,
14/04/2003,24.75,80.07,6.79,15.7,44.98,
15/04/2003,24.61,82.79,6.7,15.85,44.94,
16/04/2003,24.91,82.88,6.62,15.75,44.55,
17/04/2003,25.5,84.26,6.56,16,44.63,
21/04/2003,25.21,83.36,6.57,16.01,44.72,
22/04/2003,25.74,85.63,6.76,16.05,45.56,
23/04/2003,25.72,85.75,6.79,15.85,45.28,
24/04/2003,25.49,85.2,6.72,15.92,44.94,
25/04/2003,25.21,83.88,6.68,15.81,44.57,
28/04/2003,25.74,85.12,6.93,16.93,45.34,
29/04/2003,25.81,85.66,7.03,17.28,45.42,
30/04/2003,25.56,84.9,7.11,17.1,44.92,
1/05/2003,25.71,85.89,7.18,17.16,44.94,
2/05/2003,26.13,87.57,7.22,17.59,45.08,
5/05/2003,25.86,86.52,8.04,17.49,45.07,
6/05/2003,26.38,87.51,8.75,17.88,44.85,
7/05/2003,25.99,86.68,8.82,17.39,44.92,
8/05/2003,25.75,86.05,9,17.25,44.56,
9/05/2003,26.35,87.55,9.15,17.58,44.75,
12/05/2003,26.21,89,9.28,18.29,44.44,
13/05/2003,25.99,89.98,9.34,18.27,43.9,
14/05/2003,25.63,88.7,9.28,18.56,44.3,
15/05/2003,25.79,89.9,9.36,18.6,44.95,
16/05/2003,25.57,88.99,9.4,18.52,45.16,
19/05/2003,24.8,86.45,9.05,18.16,45.02,
20/05/2003,24.63,85.77,8.9,16.95,44.68,
21/05/2003,24.03,86.18,8.92,17.3,44.72,
22/05/2003,24.16,86.08,9.12,17.5,44.79,
23/05/2003,24.22,85.26,9.16,17.8,44.9,
27/05/2003,24.79,87.69,9.44,17.77,45.56,
28/05/2003,24.43,87.57,9.12,18.26,45.89,
29/05/2003,24.4,87.36,9.05,18.34,45.56,
30/05/2003,24.61,88.04,8.98,18.73,45.91,
2/06/2003,24.64,87.33,8.72,18.9,45.66,
3/06/2003,24.88,83.82,8.66,19.17,46.02,
4/06/2003,24.87,84.25,8.8,18.99,46.18,
5/06/2003,24.09,81.9,8.82,19.28,45.69,
6/06/2003,23.67,80.05,8.58,21.06,45.4,
9/06/2003,23.75,82,8.4,20.87,45.28,
10/06/2003,24.68,81.71,8.59,21.67,45.3,
11/06/2003,24.88,83.97,8.72,21.64,45.25,
12/06/2003,24.99,83.95,8.88,21.62,45.41,
13/06/2003,24.65,82.75,8.71,21.46,45.58,
16/06/2003,25.39,84.5,9.14,22.2,46.2,
17/06/2003,25.96,84.3,9.1,22.2,45.94,
18/06/2003,26.07,84.7,9.56,22.05,45.77,
19/06/2003,26.07,84.55,9.57,21.56,45.2,
20/06/2003,26.33,84.92,9.6,22.02,45.62,
23/06/2003,25.78,83.18,9.53,22.37,45.75,
24/06/2003,25.7,83.63,9.39,22.53,46.19,
25/06/2003,25.26,82.49,9.54,22.24,45.34,
26/06/2003,25.75,84.35,9.64,22.45,45.14,
27/06/2003,25.63,83.42,9.36,22.37,44.58,
30/06/2003,25.64,82.5,9.53,22.06,44.59,
1/07/2003,26.15,83.59,9.54,21.94,44.98,
2/07/2003,26.88,84.74,9.64,22.72,45.06,
3/07/2003,26.45,83.95,9.56,22.62,44.98,
7/07/2003,27.42,86.09,9.94,22.9,45.4,
8/07/2003,27.7,86.25,10.2,22.8,45.05,
9/07/2003,27.47,85.47,9.94,22.85,44.25,
10/07/2003,26.91,84.03,9.79,22.26,44.18,
11/07/2003,27.31,84.89,9.92,22.58,44.28,
14/07/2003,27.4,85.42,9.95,21.92,44.17,
15/07/2003,27.27,86.44,9.8,21.08,44.38,
16/07/2003,27.52,86.74,9.94,21.12,44.29,
17/07/2003,26.69,83.33,10.45,20.49,44.07,
18/07/2003,26.89,83.72,10.43,21.39,44.9,
21/07/2003,26.04,82.5,10.3,20.87,44.58,
22/07/2003,26.38,81.85,10.4,21.08,44.75,
23/07/2003,26.45,82.3,10.4,21.21,44.45,
24/07/2003,26,81.51,10.26,21.08,44.12,
25/07/2003,26.89,83.55,10.77,21.44,44.78,
28/07/2003,26.61,82.54,10.5,21.26,44.16,
29/07/2003,26.47,81.8,10.36,22.15,43.55,
30/07/2003,26.23,80.96,10.14,22.4,43.88,
31/07/2003,26.41,81.25,10.54,23.01,43.94,
1/08/2003,26.17,81.27,10.36,22.97,43.35,
4/08/2003,26.18,81.13,10.6,22.58,43.92,
5/08/2003,25.66,79.85,10.19,22,43.76,
6/08/2003,25.65,79.75,9.82,21.82,44.4,
7/08/2003,25.71,80.69,9.96,22.06,44.1,
8/08/2003,25.58,80.88,9.82,23.89,44.54,
11/08/2003,25.61,81.02,9.83,23.76,44.56,
12/08/2003,25.73,81.51,9.85,23.79,44.7,
13/08/2003,25.6,81.2,10.09,23.17,44.56,
14/08/2003,25.63,81.56,9.98,22.95,44.48,
15/08/2003,25.54,81.79,9.86,22.98,44.56,
18/08/2003,25.7,83.52,10.17,22.72,44.2,
19/08/2003,26.62,83.19,10.16,22.88,43.9,
20/08/2003,26.45,83.05,10.5,23,43.69,
21/08/2003,26.24,82.85,10.84,22.5,43.35,
22/08/2003,26.22,82.97,10.44,21.95,43.36,
25/08/2003,26.5,81.96,10.43,22.2,43.59,
26/08/2003,26.57,82.5,10.52,22.3,43.84,
27/08/2003,26.42,82,10.74,22.56,43.62,
28/08/2003,26.51,81.9,11.1,22.35,43.7,
29/08/2003,26.52,82.01,11.3,22.42,43.64,
2/09/2003,27.26,85.76,11.42,22.5,44.04,
3/09/2003,28.3,86.33,11.48,22.69,44.4,
4/09/2003,28.43,87.91,11.42,23.39,45.72,
5/09/2003,28.38,86.95,11.25,23.3,45.49,
8/09/2003,28.84,89.1,11.37,23.35,45.81,
9/09/2003,28.37,89.42,11.18,23.59,45.58,
10/09/2003,27.55,87.84,11.09,23.2,45.48,
11/09/2003,27.84,87.92,11.28,23.7,45.78,
12/09/2003,28.34,88.7,11.55,23.48,45.96,
15/09/2003,28.36,88.49,11.1,23.49,45.87,
16/09/2003,28.9,90.29,11.18,23.75,46.3,
17/09/2003,28.5,90.63,11.06,23.75,46.25,
18/09/2003,29.5,92.07,11.44,23.91,46.62,
19/09/2003,29.96,93.28,11.29,23.92,46.34,
22/09/2003,29.07,91.39,11.04,23.63,46.1,
23/09/2003,29.6,91.34,11.22,23.9,46.16,
24/09/2003,28.46,89.4,10.66,23.93,46.18,
25/09/2003,28.24,89.41,10.22,23.36,46.08,
26/09/2003,28.19,89.05,10.34,23.6,45.86,
29/09/2003,28.83,89.45,10.65,23.73,46.45,
30/09/2003,27.8,88.33,10.36,23.54,46.41,
1/10/2003,28.52,90.35,10.4,24.21,46.99,
2/10/2003,28.5,90.08,10.28,24.28,47.24,
3/10/2003,29.08,90.64,10.84,24.26,47.45,
6/10/2003,29.19,91.18,11.14,24.1,47,
7/10/2003,29.14,91.7,11.61,24.72,47.55,
8/10/2003,28.82,92.66,11.53,24.15,47.49,
9/10/2003,28.94,92.45,11.72,24.21,47.5,
10/10/2003,28.91,92.67,11.84,24.29,47.8,
13/10/2003,28.78,93.2,12.18,24.48,47.75,
14/10/2003,28.68,92.72,12.28,24.39,48,
15/10/2003,29.07,92.74,12.41,23.92,47.82,
16/10/2003,29.23,89.28,11.62,24,48.14,
17/10/2003,28.93,89.23,11.38,24.15,48.1,
20/10/2003,29.35,89,11.61,24.18,47.99,
21/10/2003,29.35,88.93,11.59,23.74,47.86,
22/10/2003,28.89,88.46,11.38,23.9,47.63,
23/10/2003,28.91,88.15,11.5,24,47.58,
24/10/2003,26.61,88.42,11.3,24.19,48.03,
27/10/2003,26.91,88.52,11.3,24.25,48.4,
28/10/2003,27.2,89.9,11.86,24.6,48.75,
29/10/2003,26.74,89.34,11.84,24.61,48.63,
30/10/2003,26.12,89.12,11.54,24.73,48.96,
31/10/2003,26.14,89.48,11.44,25,49.14,
3/11/2003,26.68,89.68,11.58,25.39,48.75,
4/11/2003,26.07,89.14,11.46,26.11,48.68,
5/11/2003,26.1,88.49,11.52,26.15,48.66,
6/11/2003,26.23,89.34,11.56,25.98,48.78,
7/11/2003,26.1,88.26,11.25,26.01,48.4,
10/11/2003,26,89.95,10.95,26,48,
11/11/2003,25.8,89.36,10.77,26.1,47.96,
12/11/2003,25.98,90.69,11.16,26.24,48.5,
13/11/2003,25.69,91.09,11.21,26.07,48.18,
14/11/2003,25.5,90.25,10.73,25.68,47.86,
17/11/2003,25.15,89.8,10.56,25,48.02,
18/11/2003,25.15,88.95,10.2,24.7,47.83,
19/11/2003,25.35,89.4,10.21,24.65,48.04,
20/11/2003,25.1,88.39,10.19,24.68,47.7,
21/11/2003,25.11,88.63,10.14,24.97,47.88,
24/11/2003,25.73,89.66,10.58,25.64,48.31,
25/11/2003,25.4,89.43,10.34,25.76,48.44,
26/11/2003,25.45,89.91,10.36,25.39,47.94,
28/11/2003,25.71,90.54,10.46,25.63,48.12,
1/12/2003,25.84,91.01,10.86,26.35,48.52,
2/12/2003,25.66,90.75,10.77,26.48,48.46,
3/12/2003,25.67,90.3,10.52,26.46,48.4,
4/12/2003,26.2,91.42,10.58,26.56,48.4,
5/12/2003,25.98,90.64,10.42,25.99,48.26,
8/12/2003,26.24,91.2,10.52,25.62,48.42,
9/12/2003,26.38,90.63,10.22,25.42,48.28,
10/12/2003,26.59,91.73,10.19,25.55,48.44,
11/12/2003,26.61,92.4,10.6,25.8,48,
12/12/2003,26.65,92.71,10.44,25.78,48.41,
15/12/2003,26.74,92.11,10.08,25.42,48.91,
16/12/2003,27.06,93.98,10.06,24.88,49.32,
17/12/2003,27.04,93.4,9.94,24.5,49.19,
18/12/2003,27.4,92.73,10.02,24.81,49.66,
19/12/2003,27.36,93.14,9.85,24.3,48.76,
22/12/2003,27.18,93.39,9.92,25.16,49.08,
23/12/2003,27.15,92.79,9.9,25.28,49.24,
24/12/2003,27.04,92.27,10.2,23.96,49.17,
26/12/2003,27.21,92.9,10.39,24.09,49.12,
29/12/2003,27.46,93.52,10.58,24.6,49.6,
30/12/2003,27.52,92.63,10.64,24.78,49.84,
