Date,MSFT,IBM,AAPL,MCD,PG,GOOG
27/08/2012,30.69,195.69,675.68,89.54,67.11,669.22
28/08/2012,30.63,194.87,674.8,89.14,66.99,677.25
29/08/2012,30.65,195.08,673.47,89.65,66.87,688.01
30/08/2012,30.32,193.37,663.87,88.7,66.88,681.68
31/08/2012,30.82,194.85,665.24,89.49,67.19,685.09
4/09/2012,30.38,194.54,674.97,89.05,67.4,681.04
5/09/2012,30.39,195.04,670.23,89.06,67.29,680.72
6/09/2012,31.34,199.1,676.27,90.67,68.24,699.4
7/09/2012,30.95,199.5,680.44,91.02,68.52,706.15
10/09/2012,30.72,200.95,662.74,91.3,68.51,700.77
11/09/2012,30.79,203.27,660.59,91.2,68.26,692.19
12/09/2012,30.78,203.77,669.79,90.82,68.1,690.88
13/09/2012,30.94,206.36,682.98,91.57,68.91,706.04
14/09/2012,31.21,206.81,691.28,91.7,69.16,709.68
17/09/2012,31.21,207.15,699.78,92.14,69.25,709.98
18/09/2012,31.18,207.07,701.91,93.08,69.22,718.28
19/09/2012,31.05,206.43,702.1,92.83,69.26,727.5
20/09/2012,31.45,206.18,698.7,93.15,69.56,728.12
21/09/2012,31.19,205.98,700.1,93.71,69.42,733.99
24/09/2012,30.78,205.29,690.79,93.71,69.76,749.38
25/09/2012,30.39,204.98,673.54,92.86,69.59,749.16
26/09/2012,30.16,204,665.18,93.2,69.3,753.46
27/09/2012,30.16,205.91,681.32,93.27,69.3,756.5
28/09/2012,29.76,207.45,667.1,91.75,69.36,754.5
1/10/2012,29.49,210.47,659.39,91.99,69.45,761.78
2/10/2012,29.66,209.84,661.31,90.93,68.79,756.99
3/10/2012,29.86,210.51,671.45,90.35,69.17,762.5
4/10/2012,30.03,210.39,666.8,91.03,69.38,768.05
5/10/2012,29.85,210.59,652.59,91,69.63,767.65
8/10/2012,29.78,209.82,638.17,91.54,69.1,757.84
9/10/2012,29.28,207.99,635.85,92.11,68.7,744.09
10/10/2012,28.98,205.82,640.91,92.4,68.14,744.56
11/10/2012,28.95,205.76,628.1,92.36,68,751.48
12/10/2012,29.2,207.8,629.71,92.51,67.94,744.75
15/10/2012,29.51,208.93,634.76,93.5,68.71,740.98
16/10/2012,29.49,211,649.79,94.09,69,744.7
17/10/2012,29.59,200.63,644.61,93.68,69.47,755.49
18/10/2012,29.5,194.96,632.64,92.86,69.47,695
19/10/2012,28.64,193.36,609.84,88.72,68.57,681.79
22/10/2012,28,194.4,634.03,88.45,68.5,678.67
23/10/2012,28.05,191.25,613.36,87.96,67.44,680.35
24/10/2012,27.9,190.72,616.83,87.28,68.08,677.3
25/10/2012,27.88,191.6,609.54,87.33,70.07,677.76
26/10/2012,28.21,193.27,604,86.71,69.44,675.15
31/10/2012,28.54,194.53,595.32,86.8,69.24,680.3
1/11/2012,29.52,197.15,596.54,86.8,69.25,687.59
2/11/2012,29.5,193.43,576.8,86.86,69.19,687.92
5/11/2012,29.63,194.14,584.62,87.46,68.67,682.96
6/11/2012,29.86,195.07,582.85,87.97,68.93,681.72
7/11/2012,29.08,191.16,558,86.86,68.06,667.12
8/11/2012,28.81,190.1,537.75,85.13,66.91,652.29
9/11/2012,28.83,189.64,547.06,84.74,67.01,663.03
12/11/2012,28.22,189.25,542.83,84.88,67.08,665.9
13/11/2012,27.09,188.32,542.9,84.64,66.85,659.05
14/11/2012,26.84,185.51,536.88,84.62,66.53,652.55
15/11/2012,26.66,185.85,525.62,84.05,66.32,647.26
16/11/2012,26.52,186.94,527.68,84.12,66.82,647.18
19/11/2012,26.73,190.35,565.73,85.04,67.92,668.21
20/11/2012,26.71,189.2,560.91,85.68,68.3,669.97
21/11/2012,26.95,190.29,561.7,86.01,68.47,665.87
23/11/2012,27.7,193.49,571.5,87.05,69.59,667.97
26/11/2012,27.38,192.88,589.53,86.24,69.48,661.15
27/11/2012,27.08,191.23,584.78,85.92,68.99,670.71
28/11/2012,27.36,191.98,582.94,86.52,69.44,683.67
29/11/2012,26.95,191.53,589.36,86.49,69.5,691.89
30/11/2012,26.62,190.07,585.28,87.04,69.83,698.37
3/12/2012,26.43,189.48,586.19,87.06,69.58,695.25
4/12/2012,26.37,189.36,575.85,87.2,69.31,691.03
5/12/2012,26.67,188.65,538.79,86.97,69.41,687.82
6/12/2012,26.72,189.7,547.24,88.09,69.95,691.13
7/12/2012,26.46,191.95,533.25,88.48,70.29,684.21
10/12/2012,26.94,192.62,529.82,89.41,70.22,685.42
11/12/2012,27.32,194.2,541.39,89.62,70.66,696.88
12/12/2012,27.24,192.95,539,89.31,70.76,697.56
13/12/2012,27.11,191.99,529.69,89.17,70.13,702.7
14/12/2012,26.81,191.76,509.79,88.88,69.93,701.96
17/12/2012,27.1,193.62,518.83,89.91,69.93,720.78
18/12/2012,27.56,195.69,533.9,90.52,69.97,721.07
19/12/2012,27.31,195.08,526.31,89.71,69.34,720.11
20/12/2012,27.68,194.77,521.73,90.04,69.82,722.36
21/12/2012,27.45,193.42,519.33,90.18,68.72,715.63
24/12/2012,27.06,192.4,520.17,89.29,68.52,709.5
26/12/2012,26.86,191.95,513,88.74,68,708.87
27/12/2012,26.96,192.71,515.06,88.72,67.97,706.29
28/12/2012,26.55,189.83,509.59,87.58,67.15,700.01
31/12/2012,26.71,191.55,532.17,88.21,67.89,707.38
