Date,AAPL,MSFT
4/03/2009,91.17,16.12
5/03/2009,88.84,15.27
6/03/2009,85.3,15.28
9/03/2009,83.11,15.15
10/03/2009,88.63,16.48
11/03/2009,92.68,17.11
12/03/2009,96.35,17.01
13/03/2009,95.93,16.65
16/03/2009,95.42,16.25
17/03/2009,99.66,16.9
18/03/2009,101.52,16.96
19/03/2009,101.62,17.14
20/03/2009,101.59,17.06
23/03/2009,107.66,18.33
24/03/2009,106.5,17.93
25/03/2009,106.49,17.88
26/03/2009,109.87,18.83
27/03/2009,106.85,18.13
30/03/2009,104.49,17.48
31/03/2009,105.12,18.37
1/04/2009,108.69,19.31
2/04/2009,112.71,19.29
3/04/2009,115.99,18.75
6/04/2009,118.45,18.76
7/04/2009,115,18.76
8/04/2009,116.32,19.19
9/04/2009,119.57,19.67
10/04/2009,119.57,19.67
13/04/2009,120.22,19.59
14/04/2009,118.31,19.35
15/04/2009,117.64,18.83
16/04/2009,121.45,19.76
17/04/2009,123.42,19.2
20/04/2009,120.5,18.61
21/04/2009,121.76,18.97
22/04/2009,121.51,18.78
23/04/2009,125.4,18.92
24/04/2009,123.9,20.91
27/04/2009,124.73,20.4
28/04/2009,123.9,19.93
29/04/2009,125.14,20.25
30/04/2009,125.83,20.26
1/05/2009,127.24,20.24
4/05/2009,132.07,20.19
5/05/2009,132.71,19.79
6/05/2009,132.5,19.79
7/05/2009,129.06,19.32
8/05/2009,129.19,19.42
11/05/2009,129.57,19.32
12/05/2009,124.42,19.89
13/05/2009,119.49,19.75
14/05/2009,122.95,20.06
15/05/2009,122.42,20.22
18/05/2009,126.65,20.6
19/05/2009,127.45,20.31
20/05/2009,125.87,20.38
21/05/2009,124.18,19.82
22/05/2009,122.5,19.75
26/05/2009,130.78,20.34
27/05/2009,133.05,20.13
28/05/2009,135.07,20.45
29/05/2009,135.81,20.89
1/06/2009,139.35,21.4
2/06/2009,139.49,21.4
3/06/2009,140.95,21.73
4/06/2009,143.74,21.83
5/06/2009,144.67,22.14
8/06/2009,143.85,22.05
9/06/2009,142.72,22.08
10/06/2009,140.25,22.55
11/06/2009,139.95,22.83
12/06/2009,136.97,23.33
15/06/2009,136.09,23.42
16/06/2009,136.35,23.45
17/06/2009,135.58,23.68
18/06/2009,135.88,23.5
19/06/2009,139.48,24.07
22/06/2009,137.37,23.28
23/06/2009,134.01,23.34
24/06/2009,136.22,23.47
25/06/2009,139.86,23.79
26/06/2009,142.44,23.35
29/06/2009,141.97,23.86
30/06/2009,142.43,23.77
1/07/2009,142.83,24.04
2/07/2009,140.02,23.37
3/07/2009,140.02,23.37
6/07/2009,138.61,23.2
7/07/2009,135.4,22.53
8/07/2009,137.22,22.56
9/07/2009,136.36,22.44
10/07/2009,138.52,22.39
13/07/2009,142.34,23.23
14/07/2009,142.27,23.11
15/07/2009,146.88,24.12
16/07/2009,147.52,24.44
17/07/2009,151.75,24.29
20/07/2009,152.91,24.53
21/07/2009,151.51,24.83
22/07/2009,156.74,24.8
23/07/2009,157.82,25.56
24/07/2009,159.99,23.45
27/07/2009,160.1,23.11
28/07/2009,160,23.47
29/07/2009,160.03,23.8
30/07/2009,162.79,23.81
31/07/2009,163.39,23.52
3/08/2009,166.43,23.83
4/08/2009,165.55,23.77
5/08/2009,165.11,23.81
6/08/2009,163.91,23.46
7/08/2009,165.51,23.56
10/08/2009,164.72,23.42
11/08/2009,162.83,23.13
12/08/2009,165.31,23.53
13/08/2009,168.42,23.62
14/08/2009,166.78,23.69
17/08/2009,159.59,23.25
18/08/2009,164,23.58
19/08/2009,164.6,23.65
20/08/2009,166.33,23.67
21/08/2009,169.22,24.41
24/08/2009,169.06,24.64
25/08/2009,169.4,24.64
26/08/2009,167.41,24.55
27/08/2009,169.45,24.69
28/08/2009,170.05,24.68
31/08/2009,168.21,24.65
1/09/2009,165.3,24
2/09/2009,165.18,23.86
3/09/2009,166.55,24.11
4/09/2009,170.31,24.62
8/09/2009,172.93,24.82
9/09/2009,171.14,24.78
10/09/2009,172.56,25
11/09/2009,172.16,24.86
14/09/2009,173.72,25
15/09/2009,175.16,25.2
16/09/2009,181.87,25.2
17/09/2009,184.55,25.3
18/09/2009,185.02,25.26
21/09/2009,184.02,25.3
22/09/2009,184.48,25.77
23/09/2009,185.5,25.71
24/09/2009,183.82,25.94
25/09/2009,182.37,25.55
28/09/2009,186.15,25.83
29/09/2009,185.38,25.75
30/09/2009,185.35,25.72
1/10/2009,180.86,24.88
2/10/2009,184.9,24.96
5/10/2009,186.02,24.64
6/10/2009,190.01,25.11
7/10/2009,190.25,25.1
8/10/2009,189.27,25.67
9/10/2009,190.47,25.55
12/10/2009,190.81,25.72
13/10/2009,190.02,25.81
14/10/2009,191.29,25.96
15/10/2009,190.56,26.71
16/10/2009,188.05,26.5
19/10/2009,189.86,26.36
20/10/2009,198.76,26.37
21/10/2009,204.92,26.58
22/10/2009,205.2,26.59
23/10/2009,203.94,28.02
26/10/2009,202.48,28.68
27/10/2009,197.37,28.59
28/10/2009,192.4,28.02
29/10/2009,196.35,28.22
30/10/2009,188.5,27.73
2/11/2009,189.31,27.88
3/11/2009,188.75,27.53
4/11/2009,190.81,28.06
5/11/2009,194.03,28.47
6/11/2009,194.34,28.52
9/11/2009,201.46,28.99
10/11/2009,202.98,29.01
11/11/2009,203.25,29.12
12/11/2009,201.99,29.36
13/11/2009,204.45,29.63
16/11/2009,206.63,29.54
17/11/2009,207,30
18/11/2009,205.96,30.11
19/11/2009,200.51,29.78
20/11/2009,199.92,29.62
23/11/2009,205.88,29.94
24/11/2009,204.44,29.91
25/11/2009,204.19,29.79
26/11/2009,204.19,29.79
27/11/2009,200.59,29.22
30/11/2009,199.91,29.41
1/12/2009,196.97,30.01
2/12/2009,196.23,29.78
3/12/2009,196.48,29.83
4/12/2009,193.32,29.98
7/12/2009,188.95,29.79
8/12/2009,189.87,29.57
9/12/2009,197.8,29.71
10/12/2009,196.43,29.87
11/12/2009,194.67,29.85
14/12/2009,196.98,30.11
15/12/2009,194.17,30.02
16/12/2009,195.03,30.1
17/12/2009,191.86,29.6
18/12/2009,195.43,30.36
21/12/2009,198.23,30.52
22/12/2009,200.36,30.82
23/12/2009,202.1,30.92
24/12/2009,209.04,31
25/12/2009,209.04,31
28/12/2009,211.61,31.17
29/12/2009,209.1,31.39
30/12/2009,211.64,30.96
31/12/2009,210.73,30.48
1/01/2010,210.73,30.48
4/01/2010,214.01,30.95
5/01/2010,214.38,30.96
6/01/2010,210.97,30.77
7/01/2010,210.58,30.45
8/01/2010,211.98,30.66
11/01/2010,210.11,30.27
12/01/2010,207.72,30.07
13/01/2010,210.65,30.35
14/01/2010,209.43,30.96
15/01/2010,205.93,30.86
18/01/2010,205.93,30.86
19/01/2010,215.04,31.1
20/01/2010,211.72,30.58
21/01/2010,208.07,30.01
22/01/2010,197.75,28.96
25/01/2010,203.08,29.32
26/01/2010,205.94,29.5
27/01/2010,207.88,29.67
28/01/2010,199.29,29.16
29/01/2010,192.06,28.18
1/02/2010,194.73,28.41
2/02/2010,195.86,28.46
3/02/2010,199.23,28.63
4/02/2010,192.05,27.84
5/02/2010,195.46,28.02
8/02/2010,194.12,27.72
9/02/2010,196.19,28.01
10/02/2010,195.12,27.99
11/02/2010,198.67,28.12
12/02/2010,200.38,27.93
15/02/2010,200.38,27.93
16/02/2010,203.4,28.35
17/02/2010,202.55,28.59
18/02/2010,202.93,28.97
19/02/2010,201.67,28.77
22/02/2010,200.42,28.73
23/02/2010,197.06,28.33
24/02/2010,200.66,28.63
25/02/2010,202,28.6
26/02/2010,204.62,28.67
1/03/2010,208.99,29.02
2/03/2010,208.85,28.46
3/03/2010,209.33,28.46
4/03/2010,210.71,28.63
5/03/2010,218.95,28.59
8/03/2010,219.08,28.63
9/03/2010,223.02,28.8
10/03/2010,224.84,28.97
11/03/2010,225.5,29.18
12/03/2010,226.6,29.27
15/03/2010,223.84,29.29
16/03/2010,224.45,29.37
17/03/2010,224.12,29.63
18/03/2010,224.65,29.61
19/03/2010,222.25,29.59
22/03/2010,224.75,29.6
23/03/2010,228.36,29.88
24/03/2010,229.37,29.65
25/03/2010,226.65,30.01
26/03/2010,230.9,29.66
29/03/2010,232.39,29.59
30/03/2010,235.84,29.77
31/03/2010,235,29.29
1/04/2010,235.97,29.16
2/04/2010,235.97,29.16
5/04/2010,238.49,29.27
6/04/2010,239.54,29.32
7/04/2010,240.6,29.35
8/04/2010,239.95,29.92
9/04/2010,241.79,30.34
12/04/2010,242.29,30.32
13/04/2010,242.43,30.45
14/04/2010,245.69,30.82
15/04/2010,248.92,30.87
16/04/2010,247.4,30.67
19/04/2010,247.07,31.04
20/04/2010,244.59,31.36
21/04/2010,259.22,31.33
22/04/2010,266.47,31.39
23/04/2010,270.83,30.96
26/04/2010,269.5,31.11
27/04/2010,262.04,30.84
28/04/2010,261.6,30.91
29/04/2010,268.64,31
30/04/2010,261.09,30.54
3/05/2010,266.35,30.86
4/05/2010,258.68,30.13
5/05/2010,255.98,29.85
6/05/2010,246.25,28.98
7/05/2010,235.86,28.21
10/05/2010,253.99,28.94
11/05/2010,256.52,28.88
12/05/2010,262.09,29.44
13/05/2010,258.36,29.24
14/05/2010,253.82,28.93
17/05/2010,254.22,28.94
18/05/2010,252.36,28.6
19/05/2010,248.34,28.24
20/05/2010,237.76,27.11
21/05/2010,242.32,26.84
24/05/2010,246.76,26.27
25/05/2010,245.22,26.07
26/05/2010,244.11,25.01
27/05/2010,253.35,26
28/05/2010,256.88,25.8
31/05/2010,256.88,25.8
1/06/2010,260.83,25.89
2/06/2010,263.95,26.46
3/06/2010,263.12,26.86
4/06/2010,255.96,25.79
7/06/2010,250.94,25.29
8/06/2010,249.33,25.11
9/06/2010,243.2,24.79
10/06/2010,250.51,25
11/06/2010,253.51,25.66
14/06/2010,254.28,25.5
15/06/2010,259.69,26.58
16/06/2010,267.25,26.32
17/06/2010,271.87,26.37
18/06/2010,274.07,26.44
21/06/2010,270.17,25.95
22/06/2010,273.85,25.77
23/06/2010,270.97,25.31
24/06/2010,269,25
25/06/2010,266.7,24.53
28/06/2010,268.3,24.31
29/06/2010,256.17,23.31
30/06/2010,251.53,23.01
1/07/2010,248.48,23.16
2/07/2010,246.94,23.27
5/07/2010,246.94,23.27
6/07/2010,248.63,23.82
7/07/2010,258.66,24.3
8/07/2010,258.09,24.41
9/07/2010,259.62,24.27
12/07/2010,257.28,24.83
13/07/2010,251.8,25.13
14/07/2010,252.73,25.44
15/07/2010,251.45,25.51
16/07/2010,249.9,24.89
19/07/2010,245.58,25.23
20/07/2010,251.89,25.48
21/07/2010,254.24,25.12
22/07/2010,259.02,25.84
23/07/2010,259.94,25.81
26/07/2010,259.28,26.1
27/07/2010,264.08,26.16
28/07/2010,260.96,25.95
29/07/2010,258.11,26.03
30/07/2010,257.25,25.81
2/08/2010,261.85,26.33
3/08/2010,261.93,26.16
4/08/2010,262.98,25.73
5/08/2010,261.7,25.37
6/08/2010,260.09,25.55
9/08/2010,261.75,25.61
10/08/2010,259.41,25.07
11/08/2010,250.19,24.86
12/08/2010,251.79,24.49
13/08/2010,249.1,24.4
16/08/2010,247.64,24.5
17/08/2010,251.97,24.71
18/08/2010,253.07,24.82
19/08/2010,249.88,24.44
20/08/2010,249.64,24.23
23/08/2010,245.8,24.28
24/08/2010,239.93,24.04
25/08/2010,242.89,24.1
26/08/2010,240.28,23.82
27/08/2010,241.62,23.93
30/08/2010,242.5,23.64
31/08/2010,243.1,23.46
1/09/2010,250.33,23.9
2/09/2010,252.17,23.94
3/09/2010,258.77,24.29
6/09/2010,258.77,24.29
7/09/2010,257.81,23.96
8/09/2010,262.92,23.93
9/09/2010,263.07,24.01
10/09/2010,263.41,23.85
13/09/2010,267.04,25.11
14/09/2010,268.06,25.03
15/09/2010,270.22,25.12
16/09/2010,276.57,25.33
17/09/2010,275.37,25.22
20/09/2010,283.23,25.43
21/09/2010,283.77,25.15
22/09/2010,287.75,24.61
23/09/2010,288.92,24.43
24/09/2010,292.32,24.78
27/09/2010,291.16,24.73
28/09/2010,286.86,24.68
29/09/2010,287.37,24.5
30/09/2010,283.75,24.49
1/10/2010,282.52,24.38
4/10/2010,278.64,23.91
5/10/2010,288.94,24.35
6/10/2010,289.19,24.43
7/10/2010,289.22,24.53
8/10/2010,294.07,24.57
11/10/2010,295.36,24.59
12/10/2010,298.54,24.83
13/10/2010,300.14,25.34
14/10/2010,302.31,25.23
15/10/2010,314.74,25.54
18/10/2010,318,25.82
19/10/2010,309.49,25.1
20/10/2010,310.53,25.31
21/10/2010,309.52,25.42
22/10/2010,307.47,25.38
25/10/2010,308.84,25.19
26/10/2010,308.05,25.9
27/10/2010,307.83,26.05
28/10/2010,305.24,26.28
29/10/2010,300.98,26.66
1/11/2010,304.18,26.95
2/11/2010,309.36,27.39
3/11/2010,312.8,27.03
4/11/2010,318.27,27.14
5/11/2010,317.13,26.85
8/11/2010,318.62,26.81
9/11/2010,316.08,26.95
10/11/2010,318.03,26.94
11/11/2010,316.66,26.68
12/11/2010,308.03,26.27
15/11/2010,307.04,26.2
16/11/2010,301.59,25.81
17/11/2010,300.5,25.57
18/11/2010,308.43,25.84
19/11/2010,306.73,25.69
22/11/2010,313.36,25.73
23/11/2010,308.73,25.12
24/11/2010,314.8,25.37
26/11/2010,315,25.25
29/11/2010,316.87,25.31
30/11/2010,311.15,25.26
1/12/2010,316.4,26.04
2/12/2010,318.15,26.89
3/12/2010,317.44,27.02
6/12/2010,320.15,26.84
7/12/2010,318.21,26.87
8/12/2010,321.01,27.23
9/12/2010,319.76,27.08
10/12/2010,320.56,27.34
13/12/2010,321.67,27.24
14/12/2010,320.29,27.62
15/12/2010,320.36,27.85
16/12/2010,321.25,27.99
17/12/2010,320.61,27.9
20/12/2010,322.21,27.81
21/12/2010,324.2,28.07
22/12/2010,325.16,28.19
23/12/2010,323.6,28.3
27/12/2010,324.68,28.07
28/12/2010,325.47,28.01
29/12/2010,325.29,27.97
30/12/2010,323.66,27.85
31/12/2010,322.56,27.91
3/01/2011,329.57,27.98
4/01/2011,331.29,28.09
5/01/2011,334,28
6/01/2011,333.73,28.82
7/01/2011,336.12,28.6
10/01/2011,342.46,28.22
11/01/2011,341.64,28.11
12/01/2011,344.42,28.55
13/01/2011,345.68,28.19
14/01/2011,348.48,28.3
18/01/2011,340.65,28.66
19/01/2011,338.84,28.47
20/01/2011,332.68,28.35
21/01/2011,326.72,28.02
24/01/2011,337.45,28.38
25/01/2011,341.4,28.45
26/01/2011,343.85,28.78
27/01/2011,343.21,28.87
28/01/2011,336.1,27.75
31/01/2011,339.32,27.72
1/02/2011,345.03,27.99
2/02/2011,344.32,27.94
3/02/2011,343.44,27.65
4/02/2011,346.5,27.77
7/02/2011,351.88,28.2
8/02/2011,355.2,28.28
9/02/2011,358.16,27.97
10/02/2011,354.54,27.5
11/02/2011,356.85,27.25
14/02/2011,359.18,27.23
15/02/2011,359.9,26.96
16/02/2011,363.13,27.02
17/02/2011,358.3,27.21
18/02/2011,350.56,27.06
22/02/2011,338.61,26.59
23/02/2011,342.62,26.59
24/02/2011,342.88,26.77
25/02/2011,348.16,26.55
28/02/2011,353.21,26.58
1/03/2011,349.31,26.16
2/03/2011,352.12,26.08
3/03/2011,359.56,26.2
4/03/2011,360,25.95
7/03/2011,355.36,25.72
8/03/2011,355.76,25.91
9/03/2011,352.47,25.89
10/03/2011,346.67,25.41
11/03/2011,351.99,25.68
14/03/2011,353.56,25.69
15/03/2011,345.43,25.39
16/03/2011,330.01,24.79
17/03/2011,334.64,24.78
18/03/2011,330.67,24.8
21/03/2011,339.3,25.33
22/03/2011,341.2,25.3
23/03/2011,339.19,25.54
24/03/2011,344.97,25.81
25/03/2011,351.54,25.62
28/03/2011,350.44,25.41
29/03/2011,350.96,25.49
30/03/2011,348.63,25.61
31/03/2011,348.51,25.39
1/04/2011,344.56,25.48
4/04/2011,341.19,25.55
5/04/2011,338.89,25.78
6/04/2011,338.04,26.15
7/04/2011,338.08,26.2
8/04/2011,335.06,26.07
11/04/2011,330.8,25.98
12/04/2011,332.4,25.64
13/04/2011,336.13,25.63
14/04/2011,332.42,25.42
15/04/2011,327.46,25.37
18/04/2011,331.85,25.08
19/04/2011,337.86,25.15
20/04/2011,342.41,25.76
21/04/2011,350.7,25.52
25/04/2011,353.01,25.61
26/04/2011,350.42,26.19
27/04/2011,350.15,26.38
28/04/2011,346.75,26.71
29/04/2011,350.13,25.92
2/05/2011,346.28,25.66
3/05/2011,348.2,25.81
4/05/2011,349.57,26.06
5/05/2011,346.75,25.79
6/05/2011,346.66,25.87
9/05/2011,347.6,25.83
10/05/2011,349.45,25.67
11/05/2011,347.23,25.36
12/05/2011,346.57,25.32
13/05/2011,340.5,25.03
16/05/2011,333.3,24.57
17/05/2011,336.14,24.52
18/05/2011,339.87,24.69
19/05/2011,340.53,24.72
20/05/2011,335.22,24.49
23/05/2011,334.4,24.17
24/05/2011,332.19,24.15
25/05/2011,336.78,24.19
26/05/2011,335,24.67
27/05/2011,337.41,24.76
31/05/2011,347.83,25.01
1/06/2011,345.51,24.43
2/06/2011,346.1,24.22
3/06/2011,343.44,23.9
6/06/2011,338.04,24.01
7/06/2011,332.04,24.06
8/06/2011,332.24,23.94
9/06/2011,331.49,23.96
10/06/2011,325.9,23.7
13/06/2011,326.6,24.04
14/06/2011,332.44,24.22
15/06/2011,326.75,23.74
16/06/2011,325.16,24
17/06/2011,320.26,24.26
20/06/2011,315.32,24.47
21/06/2011,325.3,24.76
22/06/2011,322.61,24.65
23/06/2011,331.23,24.63
24/06/2011,326.35,24.3
27/06/2011,332.04,25.2
28/06/2011,335.26,25.8
29/06/2011,334.04,25.62
30/06/2011,335.67,26
1/07/2011,343.26,26.02
5/07/2011,349.43,26.03
6/07/2011,351.76,26.33
7/07/2011,357.2,26.77
8/07/2011,359.71,26.92
11/07/2011,354,26.63
12/07/2011,353.75,26.54
13/07/2011,358.02,26.63
14/07/2011,357.77,26.47
15/07/2011,364.92,26.78
18/07/2011,373.8,26.59
19/07/2011,376.85,27.54
20/07/2011,386.9,27.06
21/07/2011,387.29,27.1
22/07/2011,393.3,27.53
25/07/2011,398.5,27.91
26/07/2011,403.41,28.08
27/07/2011,392.59,27.33
28/07/2011,391.82,27.72
29/07/2011,390.48,27.4
1/08/2011,396.75,27.27
2/08/2011,388.21,26.64
3/08/2011,392.57,26.92
4/08/2011,377.37,25.94
5/08/2011,373.62,25.68
8/08/2011,353.21,24.48
9/08/2011,374.01,25.58
10/08/2011,363.69,24.2
11/08/2011,373.7,25.19
12/08/2011,376.99,25.1
15/08/2011,383.41,25.51
16/08/2011,380.48,25.35
17/08/2011,380.44,25.24
18/08/2011,366.05,24.67
19/08/2011,356.03,24.05
22/08/2011,356.44,23.98
23/08/2011,373.6,24.72
24/08/2011,376.18,24.9
25/08/2011,373.72,24.57
26/08/2011,383.58,25.25
29/08/2011,389.97,25.84
30/08/2011,389.99,26.23
31/08/2011,384.83,26.6
1/09/2011,381.03,26.21
2/09/2011,374.05,25.8
6/09/2011,379.74,25.51
7/09/2011,383.93,26
8/09/2011,384.14,26.22
9/09/2011,377.48,25.74
12/09/2011,379.94,25.89
13/09/2011,384.62,26.04
14/09/2011,389.3,26.5
15/09/2011,392.96,26.99
16/09/2011,400.5,27.12
19/09/2011,411.63,27.21
20/09/2011,413.45,26.98
21/09/2011,412.14,25.99
22/09/2011,401.82,25.06
23/09/2011,404.3,25.06
26/09/2011,403.17,25.44
27/09/2011,399.26,25.67
28/09/2011,397.01,25.58
29/09/2011,390.57,25.45
30/09/2011,381.32,24.89
3/10/2011,374.6,24.53
4/10/2011,372.5,25.34
5/10/2011,378.25,25.89
6/10/2011,377.37,26.34
7/10/2011,369.8,26.25
10/10/2011,388.81,26.94
11/10/2011,400.29,27
12/10/2011,402.19,26.96
13/10/2011,408.43,27.18
14/10/2011,422,27.27
17/10/2011,419.99,26.98
18/10/2011,422.24,27.31
19/10/2011,398.62,27.13
20/10/2011,395.31,27.04
21/10/2011,392.87,27.16
24/10/2011,405.77,27.19
25/10/2011,397.77,26.81
26/10/2011,400.6,26.59
27/10/2011,404.69,27.25
28/10/2011,404.95,26.98
31/10/2011,404.78,26.63
1/11/2011,396.51,25.99
2/11/2011,397.41,26.01
3/11/2011,403.07,26.53
4/11/2011,400.24,26.25
7/11/2011,399.73,26.8
8/11/2011,406.23,27.16
9/11/2011,395.28,26.2
10/11/2011,385.22,26.28
11/11/2011,384.62,26.91
14/11/2011,379.26,26.76
15/11/2011,388.83,26.74
16/11/2011,384.77,26.07
17/11/2011,377.41,25.54
18/11/2011,374.94,25.3
21/11/2011,369.01,25
22/11/2011,376.51,24.79
23/11/2011,366.99,24.47
25/11/2011,363.57,24.3
28/11/2011,376.12,24.87
29/11/2011,373.2,24.84
30/11/2011,382.2,25.58
1/12/2011,387.93,25.28
2/12/2011,389.7,25.22
5/12/2011,393.01,25.7
6/12/2011,390.95,25.66
7/12/2011,389.09,25.6
8/12/2011,390.66,25.4
9/12/2011,393.62,25.7
12/12/2011,391.84,25.51
13/12/2011,388.81,25.76
14/12/2011,380.19,25.59
15/12/2011,378.94,25.56
16/12/2011,381.02,26
19/12/2011,382.21,25.53
20/12/2011,395.95,26.02
21/12/2011,396.44,25.76
22/12/2011,398.55,25.81
23/12/2011,403.33,26.03
27/12/2011,406.53,26.04
28/12/2011,402.64,25.82
29/12/2011,405.12,26.02
30/12/2011,405,25.96
3/01/2012,411.23,26.76
4/01/2012,413.44,27.4
5/01/2012,418.03,27.68
6/01/2012,422.4,28.1
9/01/2012,421.73,27.74
10/01/2012,423.24,27.84
11/01/2012,422.55,27.72
12/01/2012,421.39,28
13/01/2012,419.81,28.25
17/01/2012,424.7,28.26
18/01/2012,429.11,28.23
19/01/2012,427.75,28.12
20/01/2012,420.3,29.71
23/01/2012,427.41,29.73
24/01/2012,420.41,29.34
25/01/2012,446.66,29.56
26/01/2012,444.63,29.5
27/01/2012,447.28,29.23
30/01/2012,453.01,29.61
31/01/2012,456.48,29.53
1/02/2012,456.19,29.89
2/02/2012,455.12,29.95
3/02/2012,459.68,30.24
6/02/2012,463.97,30.2
7/02/2012,468.83,30.35
8/02/2012,476.68,30.66
9/02/2012,493.17,30.77
10/02/2012,493.42,30.5
13/02/2012,502.6,30.58
14/02/2012,509.46,30.25
15/02/2012,497.67,30.05
16/02/2012,502.21,31.28
17/02/2012,502.12,31.25
21/02/2012,514.85,31.44
22/02/2012,513.04,31.27
23/02/2012,516.39,31.37
24/02/2012,522.41,31.48
27/02/2012,525.76,31.35
28/02/2012,535.41,31.87
29/02/2012,542.44,31.74
1/03/2012,544.47,32.29
2/03/2012,545.18,32.08
5/03/2012,533.16,31.8
6/03/2012,530.26,31.56
7/03/2012,530.69,31.84
8/03/2012,541.99,32.01
9/03/2012,545.17,31.99
12/03/2012,552,32.04
13/03/2012,568.1,32.67
14/03/2012,589.58,32.77
15/03/2012,585.56,32.85
16/03/2012,585.57,32.6
19/03/2012,601.1,32.2
20/03/2012,605.96,31.99
21/03/2012,602.5,31.91
22/03/2012,599.34,32
23/03/2012,596.05,32.01
26/03/2012,606.98,32.59
27/03/2012,614.48,32.52
28/03/2012,617.62,32.19
29/03/2012,609.86,32.12
30/03/2012,599.55,32.26
2/04/2012,618.63,32.29
3/04/2012,629.32,31.94
4/04/2012,624.31,31.21
5/04/2012,633.68,31.52
9/04/2012,636.23,31.1
10/04/2012,628.44,30.47
11/04/2012,626.2,30.34
12/04/2012,622.77,30.98
13/04/2012,605.23,30.81
16/04/2012,580.13,31.08
17/04/2012,609.7,31.44
18/04/2012,608.34,31.14
19/04/2012,587.44,31.01
20/04/2012,572.98,32.42
23/04/2012,571.7,32.12
24/04/2012,560.28,31.92
25/04/2012,610,32.2
26/04/2012,607.7,32.11
27/04/2012,603,31.98
30/04/2012,583.98,32.02
1/05/2012,582.13,32.01
2/05/2012,585.98,31.8
3/05/2012,581.82,31.76
4/05/2012,565.25,30.98
7/05/2012,569.48,30.65
8/05/2012,568.18,30.5
9/05/2012,569.18,30.76
10/05/2012,570.52,30.74
11/05/2012,566.71,31.16
14/05/2012,558.22,30.68
15/05/2012,553.17,30.21
16/05/2012,546.08,29.9
17/05/2012,530.12,29.72
18/05/2012,530.38,29.27
21/05/2012,561.28,29.75
22/05/2012,556.97,29.76
23/05/2012,570.56,29.11
24/05/2012,565.32,29.07
25/05/2012,562.29,29.06
29/05/2012,572.27,29.56
30/05/2012,579.17,29.34
31/05/2012,577.73,29.19
1/06/2012,560.99,28.45
4/06/2012,564.29,28.55
5/06/2012,562.83,28.5
6/06/2012,571.46,29.35
7/06/2012,571.72,29.23
8/06/2012,580.32,29.65
11/06/2012,571.17,28.9
12/06/2012,576.16,29.29
13/06/2012,572.16,29.13
14/06/2012,571.53,29.34
15/06/2012,574.13,30.02
18/06/2012,585.78,29.84
19/06/2012,587.41,30.7
20/06/2012,585.74,30.93
21/06/2012,577.67,30.14
22/06/2012,582.1,30.7
25/06/2012,570.76,29.86
26/06/2012,572.02,30.02
27/06/2012,574.5,30.17
28/06/2012,569.05,29.91
29/06/2012,584,30.59
2/07/2012,592.52,30.56
3/07/2012,599.41,30.76
5/07/2012,609.94,30.7
6/07/2012,605.88,30.18
9/07/2012,613.89,30
10/07/2012,608.21,29.74
11/07/2012,604.43,29.3
12/07/2012,598.9,28.63
13/07/2012,604.97,29.39
16/07/2012,606.91,29.44
17/07/2012,606.94,29.66
18/07/2012,606.26,30.45
19/07/2012,614.32,30.66
20/07/2012,604.3,30.12
23/07/2012,603.83,29.28
24/07/2012,600.92,29.15
25/07/2012,574.97,28.83
26/07/2012,574.88,29.16
27/07/2012,585.16,29.76
30/07/2012,595.03,29.64
31/07/2012,610.76,29.47
1/08/2012,606.81,29.41
2/08/2012,607.79,29.19
3/08/2012,615.7,29.75
6/08/2012,622.55,29.95
7/08/2012,620.91,30.26
8/08/2012,619.86,30.33
9/08/2012,620.73,30.5
10/08/2012,621.7,30.42
13/08/2012,630,30.39
14/08/2012,631.69,30.13
15/08/2012,630.83,30.2
16/08/2012,636.34,30.78
17/08/2012,648.11,30.9
20/08/2012,665.15,30.74
21/08/2012,656.06,30.8
22/08/2012,668.87,30.54
23/08/2012,662.63,30.26
24/08/2012,663.22,30.56
27/08/2012,675.68,30.69
28/08/2012,674.8,30.63
29/08/2012,673.47,30.65
30/08/2012,663.87,30.32
31/08/2012,665.24,30.82
4/09/2012,674.97,30.38
5/09/2012,670.23,30.39
6/09/2012,676.27,31.34
7/09/2012,680.44,30.95
10/09/2012,662.74,30.72
11/09/2012,660.59,30.79
12/09/2012,669.79,30.78
13/09/2012,682.98,30.94
14/09/2012,691.28,31.21
17/09/2012,699.78,31.21
18/09/2012,701.91,31.18
19/09/2012,702.1,31.05
20/09/2012,698.7,31.45
21/09/2012,700.1,31.19
24/09/2012,690.79,30.78
25/09/2012,673.54,30.39
26/09/2012,665.18,30.16
27/09/2012,681.32,30.16
28/09/2012,667.1,29.76
1/10/2012,659.39,29.49
2/10/2012,661.31,29.66
3/10/2012,671.45,29.86
4/10/2012,666.8,30.03
5/10/2012,652.59,29.85
8/10/2012,638.17,29.78
9/10/2012,635.85,29.28
10/10/2012,640.91,28.98
11/10/2012,628.1,28.95
12/10/2012,629.71,29.2
15/10/2012,634.76,29.51
16/10/2012,649.79,29.49
17/10/2012,644.61,29.59
18/10/2012,632.64,29.5
19/10/2012,609.84,28.64
22/10/2012,634.03,28
23/10/2012,613.36,28.05
24/10/2012,616.83,27.9
25/10/2012,609.54,27.88
26/10/2012,604,28.21
31/10/2012,595.32,28.54
1/11/2012,596.54,29.52
2/11/2012,576.8,29.5
5/11/2012,584.62,29.63
