"Date" "AAPL" "MSFT"
"3006" "3/12/2009" 196.48 29.83
"3007" "4/12/2009" 193.32 29.98
"3008" "7/12/2009" 188.95 29.79
"3009" "8/12/2009" 189.87 29.57
"3010" "9/12/2009" 197.8 29.71
"3011" "10/12/2009" 196.43 29.87
"3012" "11/12/2009" 194.67 29.85
"3013" "14/12/2009" 196.98 30.11
"3014" "15/12/2009" 194.17 30.02
"3015" "16/12/2009" 195.03 30.1
"3016" "17/12/2009" 191.86 29.6
"3017" "18/12/2009" 195.43 30.36
"3018" "21/12/2009" 198.23 30.52
"3019" "22/12/2009" 200.36 30.82
"3020" "23/12/2009" 202.1 30.92
"3021" "24/12/2009" 209.04 31
"3022" "25/12/2009" 209.04 31
"3023" "28/12/2009" 211.61 31.17
"3024" "29/12/2009" 209.1 31.39
"3025" "30/12/2009" 211.64 30.96
"3026" "31/12/2009" 210.73 30.48
"3027" "1/01/2010" 210.73 30.48
"3028" "4/01/2010" 214.01 30.95
"3029" "5/01/2010" 214.38 30.96
"3030" "6/01/2010" 210.97 30.77
"3031" "7/01/2010" 210.58 30.45
"3032" "8/01/2010" 211.98 30.66
"3033" "11/01/2010" 210.11 30.27
"3034" "12/01/2010" 207.72 30.07
"3035" "13/01/2010" 210.65 30.35
"3036" "14/01/2010" 209.43 30.96
"3037" "15/01/2010" 205.93 30.86
"3038" "18/01/2010" 205.93 30.86
"3039" "19/01/2010" 215.04 31.1
"3040" "20/01/2010" 211.72 30.58
"3041" "21/01/2010" 208.07 30.01
"3042" "22/01/2010" 197.75 28.96
"3043" "25/01/2010" 203.08 29.32
"3044" "26/01/2010" 205.94 29.5
"3045" "27/01/2010" 207.88 29.67
"3046" "28/01/2010" 199.29 29.16
"3047" "29/01/2010" 192.06 28.18
"3048" "1/02/2010" 194.73 28.41
"3049" "2/02/2010" 195.86 28.46
"3050" "3/02/2010" 199.23 28.63
"3051" "4/02/2010" 192.05 27.84
"3052" "5/02/2010" 195.46 28.02
"3053" "8/02/2010" 194.12 27.72
"3054" "9/02/2010" 196.19 28.01
"3055" "10/02/2010" 195.12 27.99
"3056" "11/02/2010" 198.67 28.12
"3057" "12/02/2010" 200.38 27.93
"3058" "15/02/2010" 200.38 27.93
"3059" "16/02/2010" 203.4 28.35
"3060" "17/02/2010" 202.55 28.59
"3061" "18/02/2010" 202.93 28.97
"3062" "19/02/2010" 201.67 28.77
"3063" "22/02/2010" 200.42 28.73
"3064" "23/02/2010" 197.06 28.33
"3065" "24/02/2010" 200.66 28.63
"3066" "25/02/2010" 202 28.6
"3067" "26/02/2010" 204.62 28.67
"3068" "1/03/2010" 208.99 29.02
"3069" "2/03/2010" 208.85 28.46
"3070" "3/03/2010" 209.33 28.46
"3071" "4/03/2010" 210.71 28.63
"3072" "5/03/2010" 218.95 28.59
"3073" "8/03/2010" 219.08 28.63
"3074" "9/03/2010" 223.02 28.8
"3075" "10/03/2010" 224.84 28.97
"3076" "11/03/2010" 225.5 29.18
"3077" "12/03/2010" 226.6 29.27
"3078" "15/03/2010" 223.84 29.29
"3079" "16/03/2010" 224.45 29.37
"3080" "17/03/2010" 224.12 29.63
"3081" "18/03/2010" 224.65 29.61
"3082" "19/03/2010" 222.25 29.59
"3083" "22/03/2010" 224.75 29.6
"3084" "23/03/2010" 228.36 29.88
"3085" "24/03/2010" 229.37 29.65
"3086" "25/03/2010" 226.65 30.01
"3087" "26/03/2010" 230.9 29.66
"3088" "29/03/2010" 232.39 29.59
"3089" "30/03/2010" 235.84 29.77
"3090" "31/03/2010" 235 29.29
"3091" "1/04/2010" 235.97 29.16
"3092" "2/04/2010" 235.97 29.16
"3093" "5/04/2010" 238.49 29.27
"3094" "6/04/2010" 239.54 29.32
"3095" "7/04/2010" 240.6 29.35
"3096" "8/04/2010" 239.95 29.92
"3097" "9/04/2010" 241.79 30.34
"3098" "12/04/2010" 242.29 30.32
"3099" "13/04/2010" 242.43 30.45
"3100" "14/04/2010" 245.69 30.82
"3101" "15/04/2010" 248.92 30.87
"3102" "16/04/2010" 247.4 30.67
"3103" "19/04/2010" 247.07 31.04
"3104" "20/04/2010" 244.59 31.36
"3105" "21/04/2010" 259.22 31.33
"3106" "22/04/2010" 266.47 31.39
"3107" "23/04/2010" 270.83 30.96
"3108" "26/04/2010" 269.5 31.11
"3109" "27/04/2010" 262.04 30.84
"3110" "28/04/2010" 261.6 30.91
"3111" "29/04/2010" 268.64 31
"3112" "30/04/2010" 261.09 30.54
"3113" "3/05/2010" 266.35 30.86
"3114" "4/05/2010" 258.68 30.13
"3115" "5/05/2010" 255.98 29.85
"3116" "6/05/2010" 246.25 28.98
"3117" "7/05/2010" 235.86 28.21
"3118" "10/05/2010" 253.99 28.94
"3119" "11/05/2010" 256.52 28.88
"3120" "12/05/2010" 262.09 29.44
"3121" "13/05/2010" 258.36 29.24
"3122" "14/05/2010" 253.82 28.93
"3123" "17/05/2010" 254.22 28.94
"3124" "18/05/2010" 252.36 28.6
"3125" "19/05/2010" 248.34 28.24
"3126" "20/05/2010" 237.76 27.11
"3127" "21/05/2010" 242.32 26.84
"3128" "24/05/2010" 246.76 26.27
"3129" "25/05/2010" 245.22 26.07
"3130" "26/05/2010" 244.11 25.01
"3131" "27/05/2010" 253.35 26
"3132" "28/05/2010" 256.88 25.8
"3133" "31/05/2010" 256.88 25.8
"3134" "1/06/2010" 260.83 25.89
"3135" "2/06/2010" 263.95 26.46
"3136" "3/06/2010" 263.12 26.86
"3137" "4/06/2010" 255.96 25.79
"3138" "7/06/2010" 250.94 25.29
"3139" "8/06/2010" 249.33 25.11
"3140" "9/06/2010" 243.2 24.79
"3141" "10/06/2010" 250.51 25
"3142" "11/06/2010" 253.51 25.66
"3143" "14/06/2010" 254.28 25.5
"3144" "15/06/2010" 259.69 26.58
"3145" "16/06/2010" 267.25 26.32
"3146" "17/06/2010" 271.87 26.37
"3147" "18/06/2010" 274.07 26.44
"3148" "21/06/2010" 270.17 25.95
"3149" "22/06/2010" 273.85 25.77
"3150" "23/06/2010" 270.97 25.31
"3151" "24/06/2010" 269 25
"3152" "25/06/2010" 266.7 24.53
"3153" "28/06/2010" 268.3 24.31
"3154" "29/06/2010" 256.17 23.31
"3155" "30/06/2010" 251.53 23.01
"3156" "1/07/2010" 248.48 23.16
"3157" "2/07/2010" 246.94 23.27
"3158" "5/07/2010" 246.94 23.27
"3159" "6/07/2010" 248.63 23.82
"3160" "7/07/2010" 258.66 24.3
"3161" "8/07/2010" 258.09 24.41
"3162" "9/07/2010" 259.62 24.27
"3163" "12/07/2010" 257.28 24.83
"3164" "13/07/2010" 251.8 25.13
"3165" "14/07/2010" 252.73 25.44
"3166" "15/07/2010" 251.45 25.51
"3167" "16/07/2010" 249.9 24.89
"3168" "19/07/2010" 245.58 25.23
"3169" "20/07/2010" 251.89 25.48
"3170" "21/07/2010" 254.24 25.12
"3171" "22/07/2010" 259.02 25.84
"3172" "23/07/2010" 259.94 25.81
"3173" "26/07/2010" 259.28 26.1
"3174" "27/07/2010" 264.08 26.16
"3175" "28/07/2010" 260.96 25.95
"3176" "29/07/2010" 258.11 26.03
"3177" "30/07/2010" 257.25 25.81
"3178" "2/08/2010" 261.85 26.33
"3179" "3/08/2010" 261.93 26.16
"3180" "4/08/2010" 262.98 25.73
"3181" "5/08/2010" 261.7 25.37
"3182" "6/08/2010" 260.09 25.55
"3183" "9/08/2010" 261.75 25.61
"3184" "10/08/2010" 259.41 25.07
"3185" "11/08/2010" 250.19 24.86
"3186" "12/08/2010" 251.79 24.49
"3187" "13/08/2010" 249.1 24.4
"3188" "16/08/2010" 247.64 24.5
"3189" "17/08/2010" 251.97 24.71
"3190" "18/08/2010" 253.07 24.82
"3191" "19/08/2010" 249.88 24.44
"3192" "20/08/2010" 249.64 24.23
"3193" "23/08/2010" 245.8 24.28
"3194" "24/08/2010" 239.93 24.04
"3195" "25/08/2010" 242.89 24.1
"3196" "26/08/2010" 240.28 23.82
"3197" "27/08/2010" 241.62 23.93
"3198" "30/08/2010" 242.5 23.64
"3199" "31/08/2010" 243.1 23.46
"3200" "1/09/2010" 250.33 23.9
"3201" "2/09/2010" 252.17 23.94
"3202" "3/09/2010" 258.77 24.29
"3203" "6/09/2010" 258.77 24.29
"3204" "7/09/2010" 257.81 23.96
"3205" "8/09/2010" 262.92 23.93
"3206" "9/09/2010" 263.07 24.01
"3207" "10/09/2010" 263.41 23.85
"3208" "13/09/2010" 267.04 25.11
"3209" "14/09/2010" 268.06 25.03
"3210" "15/09/2010" 270.22 25.12
"3211" "16/09/2010" 276.57 25.33
"3212" "17/09/2010" 275.37 25.22
"3213" "20/09/2010" 283.23 25.43
"3214" "21/09/2010" 283.77 25.15
"3215" "22/09/2010" 287.75 24.61
"3216" "23/09/2010" 288.92 24.43
"3217" "24/09/2010" 292.32 24.78
"3218" "27/09/2010" 291.16 24.73
"3219" "28/09/2010" 286.86 24.68
"3220" "29/09/2010" 287.37 24.5
"3221" "30/09/2010" 283.75 24.49
"3222" "1/10/2010" 282.52 24.38
"3223" "4/10/2010" 278.64 23.91
"3224" "5/10/2010" 288.94 24.35
"3225" "6/10/2010" 289.19 24.43
"3226" "7/10/2010" 289.22 24.53
"3227" "8/10/2010" 294.07 24.57
"3228" "11/10/2010" 295.36 24.59
"3229" "12/10/2010" 298.54 24.83
"3230" "13/10/2010" 300.14 25.34
"3231" "14/10/2010" 302.31 25.23
"3232" "15/10/2010" 314.74 25.54
"3233" "18/10/2010" 318 25.82
"3234" "19/10/2010" 309.49 25.1
"3235" "20/10/2010" 310.53 25.31
"3236" "21/10/2010" 309.52 25.42
"3237" "22/10/2010" 307.47 25.38
"3238" "25/10/2010" 308.84 25.19
"3239" "26/10/2010" 308.05 25.9
"3240" "27/10/2010" 307.83 26.05
"3241" "28/10/2010" 305.24 26.28
"3242" "29/10/2010" 300.98 26.66
"3243" "1/11/2010" 304.18 26.95
"3244" "2/11/2010" 309.36 27.39
"3245" "3/11/2010" 312.8 27.03
"3246" "4/11/2010" 318.27 27.14
"3247" "5/11/2010" 317.13 26.85
"3248" "8/11/2010" 318.62 26.81
"3249" "9/11/2010" 316.08 26.95
"3250" "10/11/2010" 318.03 26.94
"3251" "11/11/2010" 316.66 26.68
"3252" "12/11/2010" 308.03 26.27
"3253" "15/11/2010" 307.04 26.2
"3254" "16/11/2010" 301.59 25.81
"3255" "17/11/2010" 300.5 25.57
"3256" "18/11/2010" 308.43 25.84
"3257" "19/11/2010" 306.73 25.69
"3258" "22/11/2010" 313.36 25.73
"3259" "23/11/2010" 308.73 25.12
"3260" "24/11/2010" 314.8 25.37
"3261" "26/11/2010" 315 25.25
"3262" "29/11/2010" 316.87 25.31
"3263" "30/11/2010" 311.15 25.26
"3264" "1/12/2010" 316.4 26.04
"3265" "2/12/2010" 318.15 26.89
"3266" "3/12/2010" 317.44 27.02
"3267" "6/12/2010" 320.15 26.84
"3268" "7/12/2010" 318.21 26.87
"3269" "8/12/2010" 321.01 27.23
"3270" "9/12/2010" 319.76 27.08
"3271" "10/12/2010" 320.56 27.34
"3272" "13/12/2010" 321.67 27.24
"3273" "14/12/2010" 320.29 27.62
"3274" "15/12/2010" 320.36 27.85
"3275" "16/12/2010" 321.25 27.99
"3276" "17/12/2010" 320.61 27.9
"3277" "20/12/2010" 322.21 27.81
"3278" "21/12/2010" 324.2 28.07
"3279" "22/12/2010" 325.16 28.19
"3280" "23/12/2010" 323.6 28.3
"3281" "27/12/2010" 324.68 28.07
"3282" "28/12/2010" 325.47 28.01
"3283" "29/12/2010" 325.29 27.97
"3284" "30/12/2010" 323.66 27.85
"3285" "31/12/2010" 322.56 27.91
"3286" "3/01/2011" 329.57 27.98
"3287" "4/01/2011" 331.29 28.09
"3288" "5/01/2011" 334 28
"3289" "6/01/2011" 333.73 28.82
"3290" "7/01/2011" 336.12 28.6
"3291" "10/01/2011" 342.46 28.22
"3292" "11/01/2011" 341.64 28.11
"3293" "12/01/2011" 344.42 28.55
"3294" "13/01/2011" 345.68 28.19
"3295" "14/01/2011" 348.48 28.3
"3296" "18/01/2011" 340.65 28.66
"3297" "19/01/2011" 338.84 28.47
"3298" "20/01/2011" 332.68 28.35
"3299" "21/01/2011" 326.72 28.02
"3300" "24/01/2011" 337.45 28.38
"3301" "25/01/2011" 341.4 28.45
"3302" "26/01/2011" 343.85 28.78
"3303" "27/01/2011" 343.21 28.87
"3304" "28/01/2011" 336.1 27.75
"3305" "31/01/2011" 339.32 27.72
"3306" "1/02/2011" 345.03 27.99
"3307" "2/02/2011" 344.32 27.94
"3308" "3/02/2011" 343.44 27.65
"3309" "4/02/2011" 346.5 27.77
"3310" "7/02/2011" 351.88 28.2
"3311" "8/02/2011" 355.2 28.28
"3312" "9/02/2011" 358.16 27.97
"3313" "10/02/2011" 354.54 27.5
"3314" "11/02/2011" 356.85 27.25
"3315" "14/02/2011" 359.18 27.23
"3316" "15/02/2011" 359.9 26.96
"3317" "16/02/2011" 363.13 27.02
"3318" "17/02/2011" 358.3 27.21
"3319" "18/02/2011" 350.56 27.06
"3320" "22/02/2011" 338.61 26.59
"3321" "23/02/2011" 342.62 26.59
"3322" "24/02/2011" 342.88 26.77
"3323" "25/02/2011" 348.16 26.55
"3324" "28/02/2011" 353.21 26.58
"3325" "1/03/2011" 349.31 26.16
"3326" "2/03/2011" 352.12 26.08
"3327" "3/03/2011" 359.56 26.2
"3328" "4/03/2011" 360 25.95
"3329" "7/03/2011" 355.36 25.72
"3330" "8/03/2011" 355.76 25.91
"3331" "9/03/2011" 352.47 25.89
"3332" "10/03/2011" 346.67 25.41
"3333" "11/03/2011" 351.99 25.68
"3334" "14/03/2011" 353.56 25.69
"3335" "15/03/2011" 345.43 25.39
"3336" "16/03/2011" 330.01 24.79
"3337" "17/03/2011" 334.64 24.78
"3338" "18/03/2011" 330.67 24.8
"3339" "21/03/2011" 339.3 25.33
"3340" "22/03/2011" 341.2 25.3
"3341" "23/03/2011" 339.19 25.54
"3342" "24/03/2011" 344.97 25.81
"3343" "25/03/2011" 351.54 25.62
"3344" "28/03/2011" 350.44 25.41
"3345" "29/03/2011" 350.96 25.49
"3346" "30/03/2011" 348.63 25.61
"3347" "31/03/2011" 348.51 25.39
"3348" "1/04/2011" 344.56 25.48
"3349" "4/04/2011" 341.19 25.55
"3350" "5/04/2011" 338.89 25.78
"3351" "6/04/2011" 338.04 26.15
"3352" "7/04/2011" 338.08 26.2
"3353" "8/04/2011" 335.06 26.07
"3354" "11/04/2011" 330.8 25.98
"3355" "12/04/2011" 332.4 25.64
"3356" "13/04/2011" 336.13 25.63
"3357" "14/04/2011" 332.42 25.42
"3358" "15/04/2011" 327.46 25.37
"3359" "18/04/2011" 331.85 25.08
"3360" "19/04/2011" 337.86 25.15
"3361" "20/04/2011" 342.41 25.76
"3362" "21/04/2011" 350.7 25.52
"3363" "25/04/2011" 353.01 25.61
"3364" "26/04/2011" 350.42 26.19
"3365" "27/04/2011" 350.15 26.38
"3366" "28/04/2011" 346.75 26.71
"3367" "29/04/2011" 350.13 25.92
"3368" "2/05/2011" 346.28 25.66
"3369" "3/05/2011" 348.2 25.81
"3370" "4/05/2011" 349.57 26.06
"3371" "5/05/2011" 346.75 25.79
"3372" "6/05/2011" 346.66 25.87
"3373" "9/05/2011" 347.6 25.83
"3374" "10/05/2011" 349.45 25.67
"3375" "11/05/2011" 347.23 25.36
"3376" "12/05/2011" 346.57 25.32
"3377" "13/05/2011" 340.5 25.03
"3378" "16/05/2011" 333.3 24.57
"3379" "17/05/2011" 336.14 24.52
"3380" "18/05/2011" 339.87 24.69
"3381" "19/05/2011" 340.53 24.72
"3382" "20/05/2011" 335.22 24.49
"3383" "23/05/2011" 334.4 24.17
"3384" "24/05/2011" 332.19 24.15
"3385" "25/05/2011" 336.78 24.19
"3386" "26/05/2011" 335 24.67
"3387" "27/05/2011" 337.41 24.76
"3388" "31/05/2011" 347.83 25.01
"3389" "1/06/2011" 345.51 24.43
"3390" "2/06/2011" 346.1 24.22
"3391" "3/06/2011" 343.44 23.9
"3392" "6/06/2011" 338.04 24.01
"3393" "7/06/2011" 332.04 24.06
"3394" "8/06/2011" 332.24 23.94
"3395" "9/06/2011" 331.49 23.96
"3396" "10/06/2011" 325.9 23.7
"3397" "13/06/2011" 326.6 24.04
"3398" "14/06/2011" 332.44 24.22
"3399" "15/06/2011" 326.75 23.74
"3400" "16/06/2011" 325.16 24
"3401" "17/06/2011" 320.26 24.26
"3402" "20/06/2011" 315.32 24.47
"3403" "21/06/2011" 325.3 24.76
"3404" "22/06/2011" 322.61 24.65
"3405" "23/06/2011" 331.23 24.63
"3406" "24/06/2011" 326.35 24.3
"3407" "27/06/2011" 332.04 25.2
"3408" "28/06/2011" 335.26 25.8
"3409" "29/06/2011" 334.04 25.62
"3410" "30/06/2011" 335.67 26
"3411" "1/07/2011" 343.26 26.02
"3412" "5/07/2011" 349.43 26.03
"3413" "6/07/2011" 351.76 26.33
"3414" "7/07/2011" 357.2 26.77
"3415" "8/07/2011" 359.71 26.92
"3416" "11/07/2011" 354 26.63
"3417" "12/07/2011" 353.75 26.54
"3418" "13/07/2011" 358.02 26.63
"3419" "14/07/2011" 357.77 26.47
"3420" "15/07/2011" 364.92 26.78
"3421" "18/07/2011" 373.8 26.59
"3422" "19/07/2011" 376.85 27.54
"3423" "20/07/2011" 386.9 27.06
"3424" "21/07/2011" 387.29 27.1
"3425" "22/07/2011" 393.3 27.53
"3426" "25/07/2011" 398.5 27.91
"3427" "26/07/2011" 403.41 28.08
"3428" "27/07/2011" 392.59 27.33
"3429" "28/07/2011" 391.82 27.72
"3430" "29/07/2011" 390.48 27.4
"3431" "1/08/2011" 396.75 27.27
"3432" "2/08/2011" 388.21 26.64
"3433" "3/08/2011" 392.57 26.92
"3434" "4/08/2011" 377.37 25.94
"3435" "5/08/2011" 373.62 25.68
"3436" "8/08/2011" 353.21 24.48
"3437" "9/08/2011" 374.01 25.58
"3438" "10/08/2011" 363.69 24.2
"3439" "11/08/2011" 373.7 25.19
"3440" "12/08/2011" 376.99 25.1
"3441" "15/08/2011" 383.41 25.51
"3442" "16/08/2011" 380.48 25.35
"3443" "17/08/2011" 380.44 25.24
"3444" "18/08/2011" 366.05 24.67
"3445" "19/08/2011" 356.03 24.05
"3446" "22/08/2011" 356.44 23.98
"3447" "23/08/2011" 373.6 24.72
"3448" "24/08/2011" 376.18 24.9
"3449" "25/08/2011" 373.72 24.57
"3450" "26/08/2011" 383.58 25.25
"3451" "29/08/2011" 389.97 25.84
"3452" "30/08/2011" 389.99 26.23
"3453" "31/08/2011" 384.83 26.6
"3454" "1/09/2011" 381.03 26.21
"3455" "2/09/2011" 374.05 25.8
"3456" "6/09/2011" 379.74 25.51
"3457" "7/09/2011" 383.93 26
"3458" "8/09/2011" 384.14 26.22
"3459" "9/09/2011" 377.48 25.74
"3460" "12/09/2011" 379.94 25.89
"3461" "13/09/2011" 384.62 26.04
"3462" "14/09/2011" 389.3 26.5
"3463" "15/09/2011" 392.96 26.99
"3464" "16/09/2011" 400.5 27.12
"3465" "19/09/2011" 411.63 27.21
"3466" "20/09/2011" 413.45 26.98
"3467" "21/09/2011" 412.14 25.99
"3468" "22/09/2011" 401.82 25.06
"3469" "23/09/2011" 404.3 25.06
"3470" "26/09/2011" 403.17 25.44
"3471" "27/09/2011" 399.26 25.67
"3472" "28/09/2011" 397.01 25.58
"3473" "29/09/2011" 390.57 25.45
"3474" "30/09/2011" 381.32 24.89
"3475" "3/10/2011" 374.6 24.53
"3476" "4/10/2011" 372.5 25.34
"3477" "5/10/2011" 378.25 25.89
"3478" "6/10/2011" 377.37 26.34
"3479" "7/10/2011" 369.8 26.25
"3480" "10/10/2011" 388.81 26.94
"3481" "11/10/2011" 400.29 27
"3482" "12/10/2011" 402.19 26.96
"3483" "13/10/2011" 408.43 27.18
"3484" "14/10/2011" 422 27.27
"3485" "17/10/2011" 419.99 26.98
"3486" "18/10/2011" 422.24 27.31
"3487" "19/10/2011" 398.62 27.13
"3488" "20/10/2011" 395.31 27.04
"3489" "21/10/2011" 392.87 27.16
"3490" "24/10/2011" 405.77 27.19
"3491" "25/10/2011" 397.77 26.81
"3492" "26/10/2011" 400.6 26.59
"3493" "27/10/2011" 404.69 27.25
"3494" "28/10/2011" 404.95 26.98
"3495" "31/10/2011" 404.78 26.63
"3496" "1/11/2011" 396.51 25.99
"3497" "2/11/2011" 397.41 26.01
"3498" "3/11/2011" 403.07 26.53
"3499" "4/11/2011" 400.24 26.25
"3500" "7/11/2011" 399.73 26.8
"3501" "8/11/2011" 406.23 27.16
"3502" "9/11/2011" 395.28 26.2
"3503" "10/11/2011" 385.22 26.28
"3504" "11/11/2011" 384.62 26.91
"3505" "14/11/2011" 379.26 26.76
"3506" "15/11/2011" 388.83 26.74
"3507" "16/11/2011" 384.77 26.07
"3508" "17/11/2011" 377.41 25.54
"3509" "18/11/2011" 374.94 25.3
"3510" "21/11/2011" 369.01 25
"3511" "22/11/2011" 376.51 24.79
"3512" "23/11/2011" 366.99 24.47
"3513" "25/11/2011" 363.57 24.3
"3514" "28/11/2011" 376.12 24.87
"3515" "29/11/2011" 373.2 24.84
"3516" "30/11/2011" 382.2 25.58
"3517" "1/12/2011" 387.93 25.28
"3518" "2/12/2011" 389.7 25.22
"3519" "5/12/2011" 393.01 25.7
"3520" "6/12/2011" 390.95 25.66
"3521" "7/12/2011" 389.09 25.6
"3522" "8/12/2011" 390.66 25.4
"3523" "9/12/2011" 393.62 25.7
"3524" "12/12/2011" 391.84 25.51
"3525" "13/12/2011" 388.81 25.76
"3526" "14/12/2011" 380.19 25.59
"3527" "15/12/2011" 378.94 25.56
"3528" "16/12/2011" 381.02 26
"3529" "19/12/2011" 382.21 25.53
"3530" "20/12/2011" 395.95 26.02
"3531" "21/12/2011" 396.44 25.76
"3532" "22/12/2011" 398.55 25.81
"3533" "23/12/2011" 403.33 26.03
"3534" "27/12/2011" 406.53 26.04
"3535" "28/12/2011" 402.64 25.82
"3536" "29/12/2011" 405.12 26.02
"3537" "30/12/2011" 405 25.96
"3538" "3/01/2012" 411.23 26.76
"3539" "4/01/2012" 413.44 27.4
"3540" "5/01/2012" 418.03 27.68
"3541" "6/01/2012" 422.4 28.1
"3542" "9/01/2012" 421.73 27.74
"3543" "10/01/2012" 423.24 27.84
"3544" "11/01/2012" 422.55 27.72
"3545" "12/01/2012" 421.39 28
"3546" "13/01/2012" 419.81 28.25
"3547" "17/01/2012" 424.7 28.26
"3548" "18/01/2012" 429.11 28.23
"3549" "19/01/2012" 427.75 28.12
"3550" "20/01/2012" 420.3 29.71
"3551" "23/01/2012" 427.41 29.73
"3552" "24/01/2012" 420.41 29.34
"3553" "25/01/2012" 446.66 29.56
"3554" "26/01/2012" 444.63 29.5
"3555" "27/01/2012" 447.28 29.23
"3556" "30/01/2012" 453.01 29.61
"3557" "31/01/2012" 456.48 29.53
"3558" "1/02/2012" 456.19 29.89
"3559" "2/02/2012" 455.12 29.95
"3560" "3/02/2012" 459.68 30.24
"3561" "6/02/2012" 463.97 30.2
"3562" "7/02/2012" 468.83 30.35
"3563" "8/02/2012" 476.68 30.66
"3564" "9/02/2012" 493.17 30.77
"3565" "10/02/2012" 493.42 30.5
"3566" "13/02/2012" 502.6 30.58
"3567" "14/02/2012" 509.46 30.25
"3568" "15/02/2012" 497.67 30.05
"3569" "16/02/2012" 502.21 31.28
"3570" "17/02/2012" 502.12 31.25
"3571" "21/02/2012" 514.85 31.44
"3572" "22/02/2012" 513.04 31.27
"3573" "23/02/2012" 516.39 31.37
"3574" "24/02/2012" 522.41 31.48
"3575" "27/02/2012" 525.76 31.35
"3576" "28/02/2012" 535.41 31.87
"3577" "29/02/2012" 542.44 31.74
"3578" "1/03/2012" 544.47 32.29
"3579" "2/03/2012" 545.18 32.08
"3580" "5/03/2012" 533.16 31.8
"3581" "6/03/2012" 530.26 31.56
"3582" "7/03/2012" 530.69 31.84
"3583" "8/03/2012" 541.99 32.01
"3584" "9/03/2012" 545.17 31.99
"3585" "12/03/2012" 552 32.04
"3586" "13/03/2012" 568.1 32.67
"3587" "14/03/2012" 589.58 32.77
"3588" "15/03/2012" 585.56 32.85
"3589" "16/03/2012" 585.57 32.6
"3590" "19/03/2012" 601.1 32.2
"3591" "20/03/2012" 605.96 31.99
"3592" "21/03/2012" 602.5 31.91
"3593" "22/03/2012" 599.34 32
"3594" "23/03/2012" 596.05 32.01
"3595" "26/03/2012" 606.98 32.59
"3596" "27/03/2012" 614.48 32.52
"3597" "28/03/2012" 617.62 32.19
"3598" "29/03/2012" 609.86 32.12
"3599" "30/03/2012" 599.55 32.26
"3600" "2/04/2012" 618.63 32.29
"3601" "3/04/2012" 629.32 31.94
"3602" "4/04/2012" 624.31 31.21
"3603" "5/04/2012" 633.68 31.52
"3604" "9/04/2012" 636.23 31.1
"3605" "10/04/2012" 628.44 30.47
"3606" "11/04/2012" 626.2 30.34
"3607" "12/04/2012" 622.77 30.98
"3608" "13/04/2012" 605.23 30.81
"3609" "16/04/2012" 580.13 31.08
"3610" "17/04/2012" 609.7 31.44
"3611" "18/04/2012" 608.34 31.14
"3612" "19/04/2012" 587.44 31.01
"3613" "20/04/2012" 572.98 32.42
"3614" "23/04/2012" 571.7 32.12
"3615" "24/04/2012" 560.28 31.92
"3616" "25/04/2012" 610 32.2
"3617" "26/04/2012" 607.7 32.11
"3618" "27/04/2012" 603 31.98
"3619" "30/04/2012" 583.98 32.02
"3620" "1/05/2012" 582.13 32.01
"3621" "2/05/2012" 585.98 31.8
"3622" "3/05/2012" 581.82 31.76
"3623" "4/05/2012" 565.25 30.98
"3624" "7/05/2012" 569.48 30.65
"3625" "8/05/2012" 568.18 30.5
"3626" "9/05/2012" 569.18 30.76
"3627" "10/05/2012" 570.52 30.74
"3628" "11/05/2012" 566.71 31.16
"3629" "14/05/2012" 558.22 30.68
"3630" "15/05/2012" 553.17 30.21
"3631" "16/05/2012" 546.08 29.9
"3632" "17/05/2012" 530.12 29.72
"3633" "18/05/2012" 530.38 29.27
"3634" "21/05/2012" 561.28 29.75
"3635" "22/05/2012" 556.97 29.76
"3636" "23/05/2012" 570.56 29.11
"3637" "24/05/2012" 565.32 29.07
"3638" "25/05/2012" 562.29 29.06
"3639" "29/05/2012" 572.27 29.56
"3640" "30/05/2012" 579.17 29.34
"3641" "31/05/2012" 577.73 29.19
"3642" "1/06/2012" 560.99 28.45
"3643" "4/06/2012" 564.29 28.55
"3644" "5/06/2012" 562.83 28.5
"3645" "6/06/2012" 571.46 29.35
"3646" "7/06/2012" 571.72 29.23
"3647" "8/06/2012" 580.32 29.65
"3648" "11/06/2012" 571.17 28.9
"3649" "12/06/2012" 576.16 29.29
"3650" "13/06/2012" 572.16 29.13
"3651" "14/06/2012" 571.53 29.34
"3652" "15/06/2012" 574.13 30.02
"3653" "18/06/2012" 585.78 29.84
"3654" "19/06/2012" 587.41 30.7
"3655" "20/06/2012" 585.74 30.93
"3656" "21/06/2012" 577.67 30.14
"3657" "22/06/2012" 582.1 30.7
"3658" "25/06/2012" 570.76 29.86
"3659" "26/06/2012" 572.02 30.02
"3660" "27/06/2012" 574.5 30.17
"3661" "28/06/2012" 569.05 29.91
"3662" "29/06/2012" 584 30.59
"3663" "2/07/2012" 592.52 30.56
"3664" "3/07/2012" 599.41 30.76
"3665" "5/07/2012" 609.94 30.7
"3666" "6/07/2012" 605.88 30.18
"3667" "9/07/2012" 613.89 30
"3668" "10/07/2012" 608.21 29.74
"3669" "11/07/2012" 604.43 29.3
"3670" "12/07/2012" 598.9 28.63
"3671" "13/07/2012" 604.97 29.39
"3672" "16/07/2012" 606.91 29.44
"3673" "17/07/2012" 606.94 29.66
