"Date" "AAPL" "MSFT"
"1670" "24/08/2004" 15.98 27.24
"1671" "25/08/2004" 16.52 27.55
"1672" "26/08/2004" 17.33 27.44
"1673" "27/08/2004" 17.18 27.46
"1674" "30/08/2004" 17.06 27.3
"1675" "31/08/2004" 17.24 27.3
"1676" "1/09/2004" 17.93 27.39
"1677" "2/09/2004" 17.83 27.62
"1678" "3/09/2004" 17.62 27.11
"1679" "7/09/2004" 17.88 27.36
"1680" "8/09/2004" 18.18 27.26
"1681" "9/09/2004" 17.85 27.28
"1682" "10/09/2004" 17.94 27.49
"1683" "13/09/2004" 17.8 27.25
"1684" "14/09/2004" 17.74 27.44
"1685" "15/09/2004" 17.6 27.19
"1686" "16/09/2004" 18.18 27.26
"1687" "17/09/2004" 18.57 27.51
"1688" "20/09/2004" 18.86 27.51
"1689" "21/09/2004" 19 27.26
"1690" "22/09/2004" 18.46 27.12
"1691" "23/09/2004" 18.64 27.35
"1692" "24/09/2004" 18.64 27.29
"1693" "27/09/2004" 18.76 27.19
"1694" "28/09/2004" 19.02 27.27
"1695" "29/09/2004" 19.34 27.58
"1696" "30/09/2004" 19.38 27.65
"1697" "1/10/2004" 19.34 28.25
"1698" "4/10/2004" 19.4 28.12
"1699" "5/10/2004" 19.68 28.38
"1700" "6/10/2004" 20.32 28.53
"1701" "7/10/2004" 19.81 28.17
"1702" "8/10/2004" 19.53 27.99
"1703" "11/10/2004" 19.3 28.06
"1704" "12/10/2004" 19.14 28.03
"1705" "13/10/2004" 19.88 28.03
"1706" "14/10/2004" 22.49 27.8
"1707" "15/10/2004" 22.75 27.99
"1708" "18/10/2004" 23.88 28.41
"1709" "19/10/2004" 23.71 28.18
"1710" "20/10/2004" 23.74 28.7
"1711" "21/10/2004" 23.97 28.56
"1712" "22/10/2004" 23.7 27.74
"1713" "25/10/2004" 23.78 27.63
"1714" "26/10/2004" 23.98 27.9
"1715" "27/10/2004" 25.15 28.15
"1716" "28/10/2004" 26.1 28.01
"1717" "29/10/2004" 26.2 27.97
"1718" "1/11/2004" 26.22 28.08
"1719" "2/11/2004" 26.75 28.24
"1720" "3/11/2004" 27.66 28.47
"1721" "4/11/2004" 27.22 29
"1722" "5/11/2004" 27.36 29.31
"1723" "8/11/2004" 27.19 29.28
"1724" "9/11/2004" 27.02 29.77
"1725" "10/11/2004" 27.38 29.73
"1726" "11/11/2004" 27.65 29.98
"1727" "12/11/2004" 27.75 29.97
"1728" "15/11/2004" 27.62 27.39
"1729" "16/11/2004" 27.47 27.12
"1730" "17/11/2004" 27.45 27.17
"1731" "18/11/2004" 27.7 27.07
"1732" "19/11/2004" 27.58 26.86
"1733" "22/11/2004" 30.68 26.65
"1734" "23/11/2004" 30.64 26.53
"1735" "24/11/2004" 32.02 26.64
"1736" "26/11/2004" 32.28 26.6
"1737" "29/11/2004" 34.22 26.77
"1738" "30/11/2004" 33.52 26.81
"1739" "1/12/2004" 33.9 27.25
"1740" "2/12/2004" 32.6 27.09
"1741" "3/12/2004" 31.34 27.23
"1742" "6/12/2004" 32.89 27.33
"1743" "7/12/2004" 31.44 27.07
"1744" "8/12/2004" 31.64 27.36
"1745" "9/12/2004" 32 27.23
"1746" "10/12/2004" 32.58 27.08
"1747" "13/12/2004" 32.46 27.25
"1748" "14/12/2004" 32.64 27.23
"1749" "15/12/2004" 32.63 27.11
"1750" "16/12/2004" 33.3 27.16
"1751" "17/12/2004" 32.5 26.96
"1752" "20/12/2004" 31.36 26.95
"1753" "21/12/2004" 31.84 27.07
"1754" "22/12/2004" 31.88 26.97
"1755" "23/12/2004" 32 27.01
"1756" "27/12/2004" 31.58 26.85
"1757" "28/12/2004" 32.09 26.95
"1758" "29/12/2004" 32.22 26.9
"1759" "30/12/2004" 32.4 26.76
"1760" "31/12/2004" 32.2 26.72
"1761" "3/01/2005" 31.64 26.74
"1762" "4/01/2005" 31.97 26.84
"1763" "5/01/2005" 32.25 26.78
"1764" "6/01/2005" 32.28 26.75
"1765" "7/01/2005" 34.62 26.67
"1766" "10/01/2005" 34.48 26.8
"1767" "11/01/2005" 32.28 26.73
"1768" "12/01/2005" 32.73 26.78
"1769" "13/01/2005" 34.9 26.27
"1770" "14/01/2005" 35.1 26.12
"1771" "18/01/2005" 35.32 26.32
"1772" "19/01/2005" 34.94 25.98
"1773" "20/01/2005" 35.23 25.86
"1774" "21/01/2005" 35.24 25.65
"1775" "24/01/2005" 35.38 25.67
"1776" "25/01/2005" 36.02 26.02
"1777" "26/01/2005" 36.12 26.01
"1778" "27/01/2005" 36.32 26.11
"1779" "28/01/2005" 36.99 26.18
"1780" "31/01/2005" 38.45 26.28
"1781" "1/02/2005" 38.76 26.39
"1782" "2/02/2005" 39.82 26.46
"1783" "3/02/2005" 38.9 26.18
"1784" "4/02/2005" 39.42 26.32
"1785" "7/02/2005" 39.47 26.16
"1786" "8/02/2005" 40.45 26.24
"1787" "9/02/2005" 39.37 26.07
"1788" "10/02/2005" 39.18 26.06
"1789" "11/02/2005" 40.6 25.97
"1790" "14/02/2005" 42.32 26.01
"1791" "15/02/2005" 44.2 25.93
"1792" "16/02/2005" 45.06 25.79
"1793" "17/02/2005" 43.9 25.65
"1794" "18/02/2005" 43.4 25.48
"1795" "22/02/2005" 42.64 25.23
"1796" "23/02/2005" 44.12 25.2
"1797" "24/02/2005" 44.46 25.37
"1798" "25/02/2005" 44.5 25.25
"1799" "28/02/2005" 44.86 25.16
"1800" "1/03/2005" 44.5 25.28
"1801" "2/03/2005" 44.12 25.26
"1802" "3/03/2005" 41.79 25.17
"1803" "4/03/2005" 42.81 25.17
"1804" "7/03/2005" 42.75 25.47
"1805" "8/03/2005" 40.53 25.4
"1806" "9/03/2005" 39.35 25.31
"1807" "10/03/2005" 39.83 25.43
"1808" "11/03/2005" 40.27 25.09
"1809" "14/03/2005" 40.32 25.11
"1810" "15/03/2005" 40.96 24.91
"1811" "16/03/2005" 41.18 24.63
"1812" "17/03/2005" 42.25 24.54
"1813" "18/03/2005" 42.96 24.31
"1814" "21/03/2005" 43.7 24.2
"1815" "22/03/2005" 42.83 23.99
"1816" "23/03/2005" 42.55 24.18
"1817" "24/03/2005" 42.5 24.28
"1818" "28/03/2005" 42.53 24.2
"1819" "29/03/2005" 41.75 23.92
"1820" "30/03/2005" 42.8 24.16
"1821" "31/03/2005" 41.67 24.17
"1822" "1/04/2005" 40.89 24.12
"1823" "4/04/2005" 41.09 24.23
"1824" "5/04/2005" 41.89 24.47
"1825" "6/04/2005" 42.33 24.67
"1826" "7/04/2005" 43.56 25.1
"1827" "8/04/2005" 43.74 24.94
"1828" "11/04/2005" 41.92 24.97
"1829" "12/04/2005" 42.66 25.32
"1830" "13/04/2005" 41.04 25.04
"1831" "14/04/2005" 37.26 24.84
"1832" "15/04/2005" 35.35 24.46
"1833" "18/04/2005" 35.62 24.65
"1834" "19/04/2005" 37.09 24.63
"1835" "20/04/2005" 35.51 24.32
"1836" "21/04/2005" 37.18 25.28
"1837" "22/04/2005" 35.5 24.98
"1838" "25/04/2005" 36.98 24.99
"1839" "26/04/2005" 36.19 24.76
"1840" "27/04/2005" 35.95 24.99
"1841" "28/04/2005" 35.54 24.45
"1842" "29/04/2005" 36.06 25.3
"1843" "2/05/2005" 36.43 25.23
"1844" "3/05/2005" 36.21 25.36
"1845" "4/05/2005" 37.15 25.21
"1846" "5/05/2005" 36.68 25.23
"1847" "6/05/2005" 37.24 25.22
"1848" "9/05/2005" 36.97 25.11
"1849" "10/05/2005" 36.42 24.9
"1850" "11/05/2005" 35.61 24.91
"1851" "12/05/2005" 34.13 25
"1852" "13/05/2005" 34.77 25.3
"1853" "16/05/2005" 35.55 25.49
"1854" "17/05/2005" 35.36 25.46
"1855" "18/05/2005" 35.84 25.7
"1856" "19/05/2005" 37.55 25.92
"1857" "20/05/2005" 37.55 25.74
"1858" "23/05/2005" 39.76 25.85
"1859" "24/05/2005" 39.7 25.75
"1860" "25/05/2005" 39.78 25.71
"1861" "26/05/2005" 40.74 25.9
"1862" "27/05/2005" 40.56 26.07
"1863" "31/05/2005" 39.76 25.8
"1864" "1/06/2005" 40.3 25.81
"1865" "2/06/2005" 40.04 25.79
"1866" "3/06/2005" 38.24 25.43
"1867" "6/06/2005" 37.92 25.37
"1868" "7/06/2005" 36.54 25.51
"1869" "8/06/2005" 36.92 25.4
"1870" "9/06/2005" 37.65 25.51
"1871" "10/06/2005" 35.81 25.43
"1872" "13/06/2005" 35.9 25.31
"1873" "14/06/2005" 36 25.36
"1874" "15/06/2005" 37.13 25.26
"1875" "16/06/2005" 37.98 25.04
"1876" "17/06/2005" 38.31 25.04
"1877" "20/06/2005" 37.61 25.11
"1878" "21/06/2005" 37.86 25.15
"1879" "22/06/2005" 38.55 25.07
"1880" "23/06/2005" 38.89 25.31
"1881" "24/06/2005" 37.76 25.04
"1882" "27/06/2005" 37.1 25.05
"1883" "28/06/2005" 37.31 25.07
"1884" "29/06/2005" 36.37 25.09
"1885" "30/06/2005" 36.81 24.84
"1886" "1/07/2005" 36.5 24.71
"1887" "5/07/2005" 37.98 24.98
"1888" "6/07/2005" 37.39 24.7
"1889" "7/07/2005" 37.63 24.65
"1890" "8/07/2005" 38.25 25.09
"1891" "11/07/2005" 38.1 25.29
"1892" "12/07/2005" 38.24 25.61
"1893" "13/07/2005" 38.35 25.66
"1894" "14/07/2005" 40.75 25.97
"1895" "15/07/2005" 41.55 25.79
"1896" "18/07/2005" 41.49 25.55
"1897" "19/07/2005" 43.19 26.16
"1898" "20/07/2005" 43.63 26.19
"1899" "21/07/2005" 43.29 26.44
"1900" "22/07/2005" 44 25.68
"1901" "25/07/2005" 43.81 25.69
"1902" "26/07/2005" 43.63 25.54
"1903" "27/07/2005" 43.99 25.72
"1904" "28/07/2005" 43.8 25.75
"1905" "29/07/2005" 42.65 25.61
"1906" "1/08/2005" 42.75 25.92
"1907" "2/08/2005" 43.19 26.81
"1908" "3/08/2005" 43.22 27.25
"1909" "4/08/2005" 42.71 27.32
"1910" "5/08/2005" 42.99 27.76
"1911" "8/08/2005" 42.65 27.13
"1912" "9/08/2005" 43.82 27.35
"1913" "10/08/2005" 43.38 26.95
"1914" "11/08/2005" 44 27.27
"1915" "12/08/2005" 46.1 27.05
"1916" "15/08/2005" 47.68 27.13
"1917" "16/08/2005" 46.25 26.74
"1918" "17/08/2005" 47.15 26.95
"1919" "18/08/2005" 46.3 26.82
"1920" "19/08/2005" 45.83 26.72
"1921" "22/08/2005" 45.87 26.91
"1922" "23/08/2005" 45.74 26.87
"1923" "24/08/2005" 45.77 26.81
"1924" "25/08/2005" 46.06 27.03
"1925" "26/08/2005" 45.74 26.97
"1926" "29/08/2005" 45.84 27.15
"1927" "30/08/2005" 46.57 27.18
"1928" "31/08/2005" 46.89 27.38
"1929" "1/09/2005" 46.26 27.2
"1930" "2/09/2005" 46.22 27.02
"1931" "6/09/2005" 48.8 27
"1932" "7/09/2005" 48.68 26.85
"1933" "8/09/2005" 49.78 26.61
"1934" "9/09/2005" 51.31 26.58
"1935" "12/09/2005" 51.4 26.61
"1936" "13/09/2005" 50.82 26.48
"1937" "14/09/2005" 49.61 26.31
"1938" "15/09/2005" 49.87 26.27
"1939" "16/09/2005" 51.21 26.07
"1940" "19/09/2005" 52.64 26
"1941" "20/09/2005" 53.19 25.84
"1942" "21/09/2005" 52.11 25.49
"1943" "22/09/2005" 51.9 25.34
"1944" "23/09/2005" 53.2 25.27
"1945" "26/09/2005" 53.84 25.27
"1946" "27/09/2005" 53.44 25.34
"1947" "28/09/2005" 51.08 25.67
"1948" "29/09/2005" 52.34 25.94
"1949" "30/09/2005" 53.61 25.73
"1950" "3/10/2005" 54.44 25.5
"1951" "4/10/2005" 53.75 24.98
"1952" "5/10/2005" 52.78 24.67
"1953" "6/10/2005" 51.7 24.73
"1954" "7/10/2005" 51.3 24.59
"1955" "10/10/2005" 50.37 24.46
"1956" "11/10/2005" 51.59 24.41
"1957" "12/10/2005" 49.25 24.3
"1958" "13/10/2005" 53.74 24.59
"1959" "14/10/2005" 54 24.67
"1960" "17/10/2005" 53.44 24.53
"1961" "18/10/2005" 52.21 24.57
"1962" "19/10/2005" 54.94 25.09
"1963" "20/10/2005" 56.14 24.79
"1964" "21/10/2005" 55.66 24.78
"1965" "24/10/2005" 56.79 25.1
"1966" "25/10/2005" 56.1 25.03
"1967" "26/10/2005" 57.03 25.11
"1968" "27/10/2005" 55.41 24.85
"1969" "28/10/2005" 54.47 25.53
"1970" "31/10/2005" 57.59 25.7
"1971" "1/11/2005" 57.5 25.96
"1972" "2/11/2005" 59.95 26.46
"1973" "3/11/2005" 61.85 26.44
"1974" "4/11/2005" 61.15 26.66
"1975" "7/11/2005" 60.23 27.01
"1976" "8/11/2005" 59.9 27.05
"1977" "9/11/2005" 60.11 26.96
"1978" "10/11/2005" 61.18 27.09
"1979" "11/11/2005" 61.54 27.28
"1980" "14/11/2005" 61.45 27.35
"1981" "15/11/2005" 62.28 27.5
"1982" "16/11/2005" 64.95 27.74
"1983" "17/11/2005" 64.52 27.97
"1984" "18/11/2005" 64.56 28.07
"1985" "21/11/2005" 64.96 28.16
"1986" "22/11/2005" 66.52 27.91
"1987" "23/11/2005" 67.11 27.92
"1988" "25/11/2005" 69.34 27.76
"1989" "28/11/2005" 69.66 27.75
"1990" "29/11/2005" 68.1 27.68
"1991" "30/11/2005" 67.82 27.68
"1992" "1/12/2005" 71.6 27.89
"1993" "2/12/2005" 72.63 28.01
"1994" "5/12/2005" 71.82 27.85
"1995" "6/12/2005" 74.05 27.69
"1996" "7/12/2005" 73.95 27.75
"1997" "8/12/2005" 74.08 27.69
"1998" "9/12/2005" 74.33 27.71
"1999" "12/12/2005" 74.91 27.45
"2000" "13/12/2005" 74.98 27.13
"2001" "14/12/2005" 72.01 27.09
"2002" "15/12/2005" 72.18 26.92
"2003" "16/12/2005" 71.11 26.9
"2004" "19/12/2005" 71.38 26.83
"2005" "20/12/2005" 72.11 26.86
"2006" "21/12/2005" 73.5 26.73
"2007" "22/12/2005" 74.02 26.59
"2008" "23/12/2005" 73.35 26.64
"2009" "27/12/2005" 74.23 26.46
"2010" "28/12/2005" 73.57 26.39
"2011" "29/12/2005" 71.45 26.27
"2012" "30/12/2005" 71.89 26.15
"2013" "3/01/2006" 74.75 26.84
"2014" "4/01/2006" 74.97 26.97
"2015" "5/01/2006" 74.38 26.99
"2016" "6/01/2006" 76.3 26.91
"2017" "9/01/2006" 76.05 26.86
"2018" "10/01/2006" 80.86 27
"2019" "11/01/2006" 83.9 27.29
"2020" "12/01/2006" 84.29 27.14
"2021" "13/01/2006" 85.59 27.19
"2022" "17/01/2006" 84.71 26.99
"2023" "18/01/2006" 82.49 26.83
"2024" "19/01/2006" 79.04 27.02
"2025" "20/01/2006" 76.09 26.41
"2026" "23/01/2006" 77.67 26.35
"2027" "24/01/2006" 76.04 26.28
"2028" "25/01/2006" 74.2 26.4
"2029" "26/01/2006" 72.33 26.5
"2030" "27/01/2006" 72.03 27.79
"2031" "30/01/2006" 75 28
"2032" "31/01/2006" 75.51 28.15
"2033" "1/02/2006" 75.42 28.04
"2034" "2/02/2006" 72.1 27.68
"2035" "3/02/2006" 71.85 27.54
"2036" "6/02/2006" 67.3 27.17
"2037" "7/02/2006" 67.6 26.94
"2038" "8/02/2006" 68.81 26.91
"2039" "9/02/2006" 64.95 26.66
"2040" "10/02/2006" 67.31 26.69
"2041" "13/02/2006" 64.71 26.39
"2042" "14/02/2006" 67.64 26.65
"2043" "15/02/2006" 69.22 26.88
"2044" "16/02/2006" 70.57 26.81
"2045" "17/02/2006" 70.29 26.7
"2046" "21/02/2006" 69.08 26.54
"2047" "22/02/2006" 71.32 26.72
"2048" "23/02/2006" 71.75 26.66
"2049" "24/02/2006" 71.46 26.63
"2050" "27/02/2006" 70.99 27.05
"2051" "28/02/2006" 68.49 26.87
"2052" "1/03/2006" 69.1 27.14
"2053" "2/03/2006" 69.61 26.97
"2054" "3/03/2006" 67.72 26.93
"2055" "6/03/2006" 65.48 26.91
"2056" "7/03/2006" 66.31 27.06
"2057" "8/03/2006" 65.66 27.25
"2058" "9/03/2006" 63.93 27
"2059" "10/03/2006" 63.19 27.17
"2060" "13/03/2006" 65.68 27.11
"2061" "14/03/2006" 67.32 27.23
"2062" "15/03/2006" 66.23 27.36
"2063" "16/03/2006" 64.31 27.27
"2064" "17/03/2006" 64.66 27.5
"2065" "20/03/2006" 63.99 27.89
"2066" "21/03/2006" 61.81 27.74
"2067" "22/03/2006" 61.67 27.15
"2068" "23/03/2006" 60.16 26.85
"2069" "24/03/2006" 59.96 27.01
"2070" "27/03/2006" 59.51 27.01
"2071" "28/03/2006" 58.71 26.9
"2072" "29/03/2006" 62.33 27.02
"2073" "30/03/2006" 62.75 27.23
"2074" "31/03/2006" 62.72 27.21
"2075" "3/04/2006" 62.65 27.56
"2076" "4/04/2006" 61.17 27.64
"2077" "5/04/2006" 67.21 27.74
"2078" "6/04/2006" 71.24 27.56
"2079" "7/04/2006" 69.79 27.25
"2080" "10/04/2006" 68.67 27.29
"2081" "11/04/2006" 67.99 27.13
"2082" "12/04/2006" 66.71 27.2
"2083" "13/04/2006" 66.47 27.07
"2084" "17/04/2006" 64.81 26.84
"2085" "18/04/2006" 66.22 27.22
"2086" "19/04/2006" 65.65 27.03
"2087" "20/04/2006" 67.63 27.03
"2088" "21/04/2006" 67.04 27.15
"2089" "24/04/2006" 65.75 27.11
"2090" "25/04/2006" 66.17 27.11
"2091" "26/04/2006" 68.15 27.1
"2092" "27/04/2006" 69.36 27.25
"2093" "28/04/2006" 70.39 24.15
"2094" "1/05/2006" 69.6 24.29
"2095" "2/05/2006" 71.62 24.01
"2096" "3/05/2006" 71.14 23.17
"2097" "4/05/2006" 71.13 23.44
"2098" "5/05/2006" 71.89 23.8
"2099" "8/05/2006" 71.89 23.73
"2100" "9/05/2006" 71.03 23.62
"2101" "10/05/2006" 70.6 23.77
"2102" "11/05/2006" 68.15 23.22
"2103" "12/05/2006" 67.7 23.17
"2104" "15/05/2006" 67.79 23.15
"2105" "16/05/2006" 64.98 23.01
"2106" "17/05/2006" 65.26 22.73
"2107" "18/05/2006" 63.18 22.83
"2108" "19/05/2006" 64.51 22.56
"2109" "22/05/2006" 63.38 22.88
"2110" "23/05/2006" 63.15 22.79
"2111" "24/05/2006" 63.34 23.5
"2112" "25/05/2006" 64.33 23.74
"2113" "26/05/2006" 63.55 23.72
"2114" "30/05/2006" 61.22 23.15
"2115" "31/05/2006" 59.77 22.65
"2116" "1/06/2006" 62.17 22.82
"2117" "2/06/2006" 61.66 22.76
"2118" "5/06/2006" 60 22.5
"2119" "6/06/2006" 59.72 22.13
"2120" "7/06/2006" 58.56 22.04
"2121" "8/06/2006" 60.76 22.11
"2122" "9/06/2006" 59.24 21.92
"2123" "12/06/2006" 57 21.71
"2124" "13/06/2006" 58.33 21.51
"2125" "14/06/2006" 57.61 21.88
"2126" "15/06/2006" 59.38 22.07
"2127" "16/06/2006" 57.56 22.1
"2128" "19/06/2006" 57.2 22.55
"2129" "20/06/2006" 57.47 22.56
"2130" "21/06/2006" 57.86 23.08
"2131" "22/06/2006" 59.58 22.88
"2132" "23/06/2006" 58.83 22.5
"2133" "26/06/2006" 58.99 22.82
"2134" "27/06/2006" 57.43 22.86
"2135" "28/06/2006" 56.02 23.16
"2136" "29/06/2006" 58.97 23.47
"2137" "30/06/2006" 57.27 23.3
"2138" "3/07/2006" 57.95 23.7
"2139" "5/07/2006" 57 23.35
"2140" "6/07/2006" 55.77 23.48
"2141" "7/07/2006" 55.4 23.3
"2142" "10/07/2006" 55 23.5
"2143" "11/07/2006" 55.65 23.1
"2144" "12/07/2006" 52.96 22.64
"2145" "13/07/2006" 52.25 22.26
"2146" "14/07/2006" 50.67 22.29
"2147" "17/07/2006" 52.37 22.48
"2148" "18/07/2006" 52.9 22.74
"2149" "19/07/2006" 54.1 23.4
"2150" "20/07/2006" 60.5 22.85
"2151" "21/07/2006" 60.72 23.87
"2152" "24/07/2006" 61.42 24
"2153" "25/07/2006" 61.93 24.22
"2154" "26/07/2006" 63.87 24.37
"2155" "27/07/2006" 63.4 23.87
"2156" "28/07/2006" 65.59 24.25
"2157" "31/07/2006" 67.96 24.06
"2158" "1/08/2006" 67.18 23.99
"2159" "2/08/2006" 68.16 24.3
"2160" "3/08/2006" 69.59 24.21
"2161" "4/08/2006" 68.3 24.29
"2162" "7/08/2006" 67.21 24.22
"2163" "8/08/2006" 64.78 24.34
"2164" "9/08/2006" 63.59 24.44
"2165" "10/08/2006" 64.07 24.46
"2166" "11/08/2006" 63.65 24.43
"2167" "14/08/2006" 63.94 24.53
"2168" "15/08/2006" 66.45 24.62
"2169" "16/08/2006" 67.98 24.7
"2170" "17/08/2006" 67.59 24.7
"2171" "18/08/2006" 67.91 25.79
"2172" "21/08/2006" 66.56 26.12
"2173" "22/08/2006" 67.62 25.62
"2174" "23/08/2006" 67.31 25.67
"2175" "24/08/2006" 67.81 25.74
"2176" "25/08/2006" 68.75 25.85
"2177" "28/08/2006" 66.98 25.95
"2178" "29/08/2006" 66.48 25.84
"2179" "30/08/2006" 66.96 25.8
"2180" "31/08/2006" 67.85 25.7
"2181" "1/09/2006" 68.38 25.84
"2182" "5/09/2006" 71.48 25.61
"2183" "6/09/2006" 70.03 25.61
"2184" "7/09/2006" 72.8 25.43
"2185" "8/09/2006" 72.52 25.6
"2186" "11/09/2006" 72.5 25.91
"2187" "12/09/2006" 72.63 25.93
"2188" "13/09/2006" 74.2 25.98
"2189" "14/09/2006" 74.17 26.33
"2190" "15/09/2006" 74.1 26.85
"2191" "18/09/2006" 73.89 26.79
"2192" "19/09/2006" 73.77 26.86
"2193" "20/09/2006" 75.26 27.18
"2194" "21/09/2006" 74.65 26.9
"2195" "22/09/2006" 73 26.66
"2196" "25/09/2006" 75.75 26.95
"2197" "26/09/2006" 77.61 27.2
"2198" "27/09/2006" 76.41 27.44
"2199" "28/09/2006" 77.01 27.4
"2200" "29/09/2006" 76.98 27.35
"2201" "2/10/2006" 74.86 27.36
"2202" "3/10/2006" 74.08 27.37
"2203" "4/10/2006" 75.38 27.94
"2204" "5/10/2006" 74.83 27.92
"2205" "6/10/2006" 74.22 27.87
"2206" "9/10/2006" 74.63 27.72
"2207" "10/10/2006" 73.81 27.69
"2208" "11/10/2006" 73.23 27.54
"2209" "12/10/2006" 75.26 28.22
"2210" "13/10/2006" 75.02 28.37
"2211" "16/10/2006" 75.4 28.45
"2212" "17/10/2006" 74.29 28.44
"2213" "18/10/2006" 74.53 28.52
"2214" "19/10/2006" 78.99 28.29
"2215" "20/10/2006" 79.95 28.43
"2216" "23/10/2006" 81.46 28.45
"2217" "24/10/2006" 81.05 28.28
"2218" "25/10/2006" 81.68 28.31
"2219" "26/10/2006" 82.19 28.35
"2220" "27/10/2006" 80.41 28.34
"2221" "30/10/2006" 80.42 28.53
"2222" "31/10/2006" 81.08 28.71
"2223" "1/11/2006" 79.16 28.81
"2224" "2/11/2006" 78.98 28.77
"2225" "3/11/2006" 78.29 28.73
"2226" "6/11/2006" 79.71 28.84
"2227" "7/11/2006" 80.51 28.95
"2228" "8/11/2006" 82.45 28.98
"2229" "9/11/2006" 83.34 29.26
"2230" "10/11/2006" 83.12 29.24
"2231" "13/11/2006" 84.35 29.35
"2232" "14/11/2006" 85 29.23
"2233" "15/11/2006" 84.05 29.12
"2234" "16/11/2006" 85.61 29.47
"2235" "17/11/2006" 85.85 29.4
"2236" "20/11/2006" 86.47 29.89
"2237" "21/11/2006" 88.6 29.92
"2238" "22/11/2006" 90.31 29.92
"2239" "24/11/2006" 91.63 29.76
"2240" "27/11/2006" 89.54 29.48
"2241" "28/11/2006" 91.81 29.39
"2242" "29/11/2006" 91.8 29.57
"2243" "30/11/2006" 91.66 29.36
"2244" "1/12/2006" 91.32 29.12
"2245" "4/12/2006" 91.12 29.33
"2246" "5/12/2006" 91.27 29.13
"2247" "6/12/2006" 89.83 28.99
"2248" "7/12/2006" 87.04 28.85
"2249" "8/12/2006" 88.26 29.4
"2250" "11/12/2006" 88.75 29.54
"2251" "12/12/2006" 86.14 29.43
"2252" "13/12/2006" 89.05 29.55
"2253" "14/12/2006" 88.55 30.07
"2254" "15/12/2006" 87.72 30.19
"2255" "18/12/2006" 85.47 29.89
"2256" "19/12/2006" 86.31 29.99
"2257" "20/12/2006" 84.76 30.09
"2258" "21/12/2006" 82.9 29.98
"2259" "22/12/2006" 82.2 29.64
"2260" "26/12/2006" 81.51 29.99
"2261" "27/12/2006" 81.52 30.02
"2262" "28/12/2006" 80.87 29.98
"2263" "29/12/2006" 84.84 29.86
"2264" "3/01/2007" 83.8 29.86
"2265" "4/01/2007" 85.66 29.81
"2266" "5/01/2007" 85.05 29.64
"2267" "8/01/2007" 85.47 29.93
"2268" "9/01/2007" 92.57 29.96
"2269" "10/01/2007" 97 29.66
"2270" "11/01/2007" 95.8 30.7
"2271" "12/01/2007" 94.62 31.21
"2272" "16/01/2007" 97.1 31.16
"2273" "17/01/2007" 94.95 31.1
"2274" "18/01/2007" 89.07 31
"2275" "19/01/2007" 88.5 31.11
"2276" "22/01/2007" 86.79 30.72
"2277" "23/01/2007" 85.7 30.74
"2278" "24/01/2007" 86.7 31.09
"2279" "25/01/2007" 86.25 30.45
"2280" "26/01/2007" 85.38 30.6
"2281" "29/01/2007" 85.94 30.53
"2282" "30/01/2007" 85.55 30.48
"2283" "31/01/2007" 85.73 30.86
"2284" "1/02/2007" 84.74 30.56
"2285" "2/02/2007" 84.75 30.19
"2286" "5/02/2007" 83.94 29.61
"2287" "6/02/2007" 84.15 29.51
"2288" "7/02/2007" 86.15 29.37
"2289" "8/02/2007" 86.18 29.26
"2290" "9/02/2007" 83.27 28.98
"2291" "12/02/2007" 84.88 28.94
"2292" "13/02/2007" 84.63 29.03
"2293" "14/02/2007" 85.3 29.4
"2294" "15/02/2007" 85.21 29.46
"2295" "16/02/2007" 84.83 28.74
"2296" "20/02/2007" 85.9 28.83
"2297" "21/02/2007" 89.2 29.35
"2298" "22/02/2007" 89.51 29.39
"2299" "23/02/2007" 89.07 28.9
"2300" "26/02/2007" 88.65 29.07
"2301" "27/02/2007" 83.93 27.87
"2302" "28/02/2007" 84.61 28.17
"2303" "1/03/2007" 87.06 28.09
"2304" "2/03/2007" 85.41 27.76
"2305" "5/03/2007" 86.32 27.55
"2306" "6/03/2007" 88.19 27.83
"2307" "7/03/2007" 87.72 27.61
"2308" "8/03/2007" 88 27.32
"2309" "9/03/2007" 87.97 27.29
"2310" "12/03/2007" 89.87 27.44
"2311" "13/03/2007" 88.4 26.72
"2312" "14/03/2007" 90 27.4
"2313" "15/03/2007" 89.57 27.28
"2314" "16/03/2007" 89.59 27.33
"2315" "19/03/2007" 91.13 27.83
"2316" "20/03/2007" 91.48 27.84
"2317" "21/03/2007" 93.87 28.52
"2318" "22/03/2007" 93.96 28.27
"2319" "23/03/2007" 93.52 28.02
"2320" "26/03/2007" 95.85 28.22
"2321" "27/03/2007" 95.46 27.72
"2322" "28/03/2007" 93.24 27.64
"2323" "29/03/2007" 93.75 27.75
"2324" "30/03/2007" 92.91 27.87
"2325" "2/04/2007" 93.65 27.74
"2326" "3/04/2007" 94.5 27.87
"2327" "4/04/2007" 94.27 28.5
"2328" "5/04/2007" 94.68 28.55
"2329" "9/04/2007" 93.65 28.57
"2330" "10/04/2007" 94.25 28.4
"2331" "11/04/2007" 92.59 28.11
"2332" "12/04/2007" 92.19 28.54
"2333" "13/04/2007" 90.24 28.61
"2334" "16/04/2007" 91.43 28.73
"2335" "17/04/2007" 90.35 28.85
"2336" "18/04/2007" 90.4 28.6
"2337" "19/04/2007" 90.27 28.69
